50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.742239,,,,,,,,,,,,,3a5f6685-f4e3-4ef8-8175-8410d3c68b27,18,,"[33.7, 55.8]",22943,0,,,,-1.485637,,Right Foot,,,"[36.5, 23.0]",,Ground Pass,,32.919296,,,Julie Beth Ertz,6811.0,,,,,,,1,From Throw In,Abby Dahlkemper,5081.0,Right Center Back,3,United States Women's,1214,['ccb315c3-51dd-4f60-9cde-883876f6d806'],23,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:23.660,Pass,
,,,,,,,,,,,,,,,,,2.715187,,,,,,,,,,,,,c60243dd-6bac-443f-8395-3e4b6e6a1fea,21,,"[48.7, 30.6]",22943,0,,,,-0.53728473,,Right Foot,,,"[86.3, 8.2]",,High Pass,,43.766655,,,Megan Anna Rapinoe,8298.0,,,,,,,1,From Throw In,Julie Beth Ertz,6811.0,Left Center Back,3,United States Women's,1214,['c54672f7-7ff7-43cb-a196-df1fa0632674'],27,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:27.885,Pass,
,,,,,,,,,,,,,,,,,1.994601,,,,,,,,,,,,,96f6793f-9668-4aae-b269-7b47400d745d,23,,"[86.3, 8.2]",22943,0,,,,0.8960554,,Head,,,"[97.9, 22.7]",,High Pass,,18.56906,Incomplete,,,,,,,,,,1,From Throw In,Megan Anna Rapinoe,8298.0,Left Wing,3,United States Women's,1214,['4beebabf-4ee3-4a7b-b92a-88a303410ec4'],30,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:30.640,Pass,
,,,,,,,,,,,,,,,,,2.565509,,,,,,,,,,,,,f7c965c8-3441-414b-9e14-fa5f86c556f5,27,,"[22.0, 57.9]",22943,0,,,,0.060698826,,Right Foot,,,"[40.1, 59.0]",,High Pass,,18.133394,Incomplete,,Wilaiporn Boothduang,25677.0,,,,,,,1,From Throw In,Natthakarn Chinwong,25680.0,Right Center Back,3,United States Women's,1214,"['9935a329-d865-48c3-a38b-74c5c59b9034', 'a2b499d3-13f8-4e4f-a73e-1cd12e2c194d', 'ef095c3e-41d7-4aca-83d3-ad6433cc7a99']",33,,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:00:33.187,Pass,True
,,,,,,,,,,,,,,,,,2.221549,,,,,,,,,,,,,a2b499d3-13f8-4e4f-a73e-1cd12e2c194d,29,,"[80.0, 21.1]",22943,0,,,True,0.6034335,,,,,"[87.4, 26.2]",,High Pass,,8.987213,Incomplete,,,,,,,,,Recovery,1,From Throw In,Lindsey Michelle Horan,4999.0,Center Defensive Midfield,3,United States Women's,1214,"['44f97a91-e9ad-4380-9024-1d94f08769be', 'b58ed7b7-ce9a-4469-8361-197be19bf74e', 'f7c965c8-3441-414b-9e14-fa5f86c556f5']",35,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:35.753,Pass,True
,,,,,,,,,,,,,,,,,0.887565,,,,,,,,,,,,,b58ed7b7-ce9a-4469-8361-197be19bf74e,31,,"[32.7, 53.9]",22943,0,,,,0.10639285,,Right Foot,,,"[43.0, 55.0]",,Low Pass,,10.358571,Incomplete,,Silawan Intamee,25676.0,,,,,,Recovery,1,From Throw In,Ainon Phancha,25679.0,Left Center Midfield,3,United States Women's,1214,"['a2b499d3-13f8-4e4f-a73e-1cd12e2c194d', 'aae3784c-59cb-4f59-9f9f-d4b4778b8720', 'e8f1d74d-e4e2-42a2-b53a-8b601478f116']",37,,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:00:37.975,Pass,
,,,,,,,,,,,,,,,,,1.485866,,,,,,,,,,,,,57675f57-f1ec-4383-adca-8fdb76d28a8f,36,,"[71.3, 30.1]",22943,0,,,,2.6371024,,Right Foot,,,"[55.0, 39.1]",,Ground Pass,,18.619614,,,Abby Dahlkemper,5081.0,,,,,,,1,From Throw In,Lindsey Michelle Horan,4999.0,Center Defensive Midfield,3,United States Women's,1214,['fce67892-7f3d-45ba-a7b4-ba4ddbfb812b'],41,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:41.281,Pass,
,,,,,,,,,,,,,,,,,1.916155,,,,,,,,,,,,,ba76e784-4d2d-4e3b-b6a3-bcf09ef7f89b,39,,"[58.0, 42.1]",22943,0,,,,0.7129181,,Right Foot,,,"[90.5, 70.2]",,High Pass,,42.963474,Incomplete,,Tobin Powell Heath,5013.0,,,,,,,1,From Throw In,Abby Dahlkemper,5081.0,Right Center Back,3,United States Women's,1214,"['07bc9d19-bd7b-45af-8fc1-99d5a541c4e1', 'ffc46adf-cd2d-4404-a119-8b7c88887e14']",44,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:44.434,Pass,
,,,,,,,,,,,,,,,,,1.3596,,,,,,,,,,,,,d5e71a99-46cb-42b1-ab75-051a0c6493f3,42,,"[92.2, 80.0]",22943,0,,,,-0.44170755,,,,,"[105.1, 73.9]",,Low Pass,,14.269548,,,Tobin Powell Heath,5013.0,,,,,,Throw-in,1,From Throw In,Kelley Maureen O'Hara,5021.0,Right Back,4,United States Women's,1214,['bfc6a4e3-7c59-4535-864e-7f455f685e1b'],56,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:56.764,Pass,
,,,,,,,,,,,,,,,,,2.497287,,,,,,,,,,,,,e52c154c-0c3c-4245-808d-6de89bb20e1f,46,,"[7.0, 36.1]",22943,1,,,,-0.73552006,,Right Foot,,,"[39.6, 6.6]",,High Pass,,43.96601,Incomplete,,Rattikan Thongsombut,25678.0,,,,,,Goal Kick,1,From Goal Kick,Sukanya Chor Charoenying,25674.0,Goalkeeper,5,Thailand Women's,1107,"['a44c56ed-5077-47b3-9faf-99ab8d3e3424', 'a5d15053-8dd8-49d0-896c-8c3a39e5fdd0']",27,,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:01:27.838,Pass,
,,,,,,,,,,,,,,,,,1.298696,,,,,,,,,,,,,a44c56ed-5077-47b3-9faf-99ab8d3e3424,49,,"[80.5, 73.5]",22943,1,,,True,-0.05258306,,,,,"[90.0, 73.0]",,Low Pass,,9.513149,,,Tobin Powell Heath,5013.0,,,,,,Recovery,1,From Goal Kick,Rosemary Kathleen Lavelle,4949.0,Right Center Midfield,5,Thailand Women's,1107,"['312e4cad-bd81-4f28-bb1d-0d770e0f39d6', 'a282f820-9930-46f1-a803-6d1e1d50ca03', 'e52c154c-0c3c-4245-808d-6de89bb20e1f']",30,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:01:30.336,Pass,True
,,,,,,,,,,,,,,,,,1.604066,,,,,,,,,,,,,4ca86de6-c285-46c9-be10-0e4a08b6c89c,52,,"[84.6, 67.8]",22943,1,,,,1.7714492,,Right Foot,,,"[82.2, 79.6]",,Ground Pass,,12.0415945,Out,,Rosemary Kathleen Lavelle,4949.0,,,,,,,1,From Goal Kick,Tobin Powell Heath,5013.0,Right Wing,5,Thailand Women's,1107,['a9fd4561-34e1-4bf5-ade3-e7525eb3c016'],32,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:01:32.555,Pass,
,,,,,,,,,,,,,,,,,1.673867,,,,,,,,,,,,,bc3be201-c295-4321-9d5d-bf32822a647a,54,,"[43.8, 0.1]",22943,1,,,,0.21866895,,,,,"[63.6, 4.5]",,High Pass,,20.282997,Incomplete,,Suchawadee Nildhamrong,25673.0,,,,,,Throw-in,1,From Throw In,Sunisa Srangthaisong,25675.0,Left Back,6,Thailand Women's,1107,"['7ea2ad61-b98a-4db8-9f6f-2cd160ac935a', 'f5dc7a32-8739-4586-841b-66fbcd18f3d3']",44,,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:01:44.522,Pass,
,,,,,,,,,,,,,,,,,1.50066,,,,,,,,,,,,,7ea2ad61-b98a-4db8-9f6f-2cd160ac935a,56,,"[56.5, 75.6]",22943,1,,,,-0.114876606,,Head,,,"[61.7, 75.0]",,High Pass,,5.234501,Incomplete,,Tobin Powell Heath,5013.0,,,,,,Recovery,1,From Throw In,Rosemary Kathleen Lavelle,4949.0,Right Center Midfield,6,Thailand Women's,1107,"['83b984f3-9f81-4052-91ae-75dfc2a7b87f', 'bc3be201-c295-4321-9d5d-bf32822a647a', 'e8b66f2a-fb30-4338-86d8-9e2e2a80698f']",46,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:01:46.196,Pass,
,,,,,,,,,,,,,,,,,1.874822,,,,,,,,,,,,,83b984f3-9f81-4052-91ae-75dfc2a7b87f,58,,"[58.4, 5.1]",22943,1,,,,1.9583201,,Right Foot,,,"[54.4, 14.9]",,High Pass,,10.584895,,,Ainon Phancha,25679.0,,,,,,Recovery,1,From Throw In,Rattikan Thongsombut,25678.0,Left Wing,6,Thailand Women's,1107,"['280716e9-f42d-4012-8f35-db57a6bcbe33', '7ea2ad61-b98a-4db8-9f6f-2cd160ac935a']",47,,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:01:47.697,Pass,
,,,,,,,,,,,,,,,,,1.3775,,,,,,,,,,,,,4442dde1-0d69-4b58-8f37-0fa45346f9f0,60,,"[54.4, 14.9]",22943,1,,,,0.50607497,,Head,,,"[62.7, 19.5]",,Low Pass,,9.489468,Incomplete,,Silawan Intamee,25676.0,,,,,,,1,From Throw In,Ainon Phancha,25679.0,Left Center Midfield,6,Thailand Women's,1107,"['13cc7362-afc4-4cc1-9570-b260b7cf16d0', 'b455f3cf-a5cd-42c9-ac4f-bde71c0af8fc']",49,,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:01:49.571,Pass,
,,,,,,,,,,,,,,,,,2.1633,,,,,,,,,,,,,b455f3cf-a5cd-42c9-ac4f-bde71c0af8fc,62,,"[57.4, 60.6]",22943,1,,,,0.8842485,,Right Foot,,,"[68.3, 73.9]",,High Pass,,17.19593,,,Tobin Powell Heath,5013.0,,,,,,Recovery,1,Regular Play,Samantha June Mewis,5087.0,Left Center Midfield,7,United States Women's,1214,"['4442dde1-0d69-4b58-8f37-0fa45346f9f0', '6b1e0839-164e-4fb9-8229-1c47b477e31a']",50,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:01:50.949,Pass,
,,,,,,,,,,,,,,,,,0.801537,,,,,,,,,,,,,1a307117-1e7d-4281-bb5d-fafb3d820e6e,65,,"[68.3, 73.9]",22943,1,,,,-2.9319527,,Right Foot,,,"[58.9, 71.9]",,Low Pass,,9.610411,,,Rosemary Kathleen Lavelle,4949.0,,,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Right Wing,7,United States Women's,1214,['07ada220-1985-42b1-9d93-c04cc4ba7561'],53,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:01:53.152,Pass,
,,,,,,,,,,,,,,,,,0.945126,,,,,,,,,,,,,e04f7739-2890-4159-9dd1-f89e7f2f0f70,68,,"[65.4, 67.8]",22943,1,,,,1.0882831,,Left Foot,,,"[68.7, 74.1]",,Ground Pass,,7.111962,,,Tobin Powell Heath,5013.0,,,,,,,1,Regular Play,Rosemary Kathleen Lavelle,4949.0,Right Center Midfield,7,United States Women's,1214,['636437ca-e031-410c-810e-81d6441e70b5'],55,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:01:55.532,Pass,
,,,,,,,,,,,,,,,,,1.395887,,,,,,,,,,,,,c3b012e9-d3a6-49bc-b258-af040b1f530c,73,,"[89.4, 74.8]",22943,2,,,,-2.091706,,Right Foot,,,"[78.9, 56.5]",,Ground Pass,,21.098341,,,Lindsey Michelle Horan,4999.0,,,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Right Wing,7,United States Women's,1214,['29801014-af0c-4094-8f40-135dde42d3e6'],3,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:03.261,Pass,
,,,,,,,,,,,,,,,,,1.421,,,,,,,,,,,,,90118048-4daf-4b75-9c11-374e8fc4aafe,76,,"[76.5, 58.9]",22943,2,,,,3.1043427,,Right Foot,,,"[60.4, 59.5]",,Ground Pass,,16.111176,,,Abby Dahlkemper,5081.0,,,,,,,1,Regular Play,Lindsey Michelle Horan,4999.0,Center Defensive Midfield,7,United States Women's,1214,['9b478f43-2a20-4f22-8dc5-c0f0bdb49d95'],5,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:05.589,Pass,
,,,,,,,,,,,,,,,,,1.474949,,,,,,,,,,,,,d07b879b-0dbf-4b50-aa8f-01d6a5100751,78,,"[60.4, 59.5]",22943,2,,,,-1.585288,,Right Foot,,,"[60.0, 31.9]",,Ground Pass,,27.602898,,,Julie Beth Ertz,6811.0,,,,,,,1,Regular Play,Abby Dahlkemper,5081.0,Right Center Back,7,United States Women's,1214,['d795e63b-28a0-4ba0-bfbf-adf1dc9f0844'],7,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:07.010,Pass,
,,,,,,,,,,,,,,,,,1.463448,,,,,,,,,,,,,1f9e3011-27bf-4712-8cc9-7d934bcc56e0,81,,"[63.0, 24.3]",22943,2,,,,-0.9258808,,Right Foot,,,"[71.5, 13.0]",,Ground Pass,,14.140014,,,Crystal Alyssia Dunn Soubrier,5088.0,,,,,,,1,Regular Play,Julie Beth Ertz,6811.0,Left Center Back,7,United States Women's,1214,['d8a4633c-8d0e-4494-8b6a-7d286de5dae5'],9,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:09.623,Pass,
,,,,,,,,,,,,,,,,,0.974188,,,,,,,,,,,,,c8dbb76f-3c33-4dbe-afaf-18823d546b4e,84,,"[79.2, 12.3]",22943,2,,,,-0.88631994,,Right Foot,,,"[86.3, 3.6]",,Low Pass,,11.229425,,,Megan Anna Rapinoe,8298.0,,,,,,,1,Regular Play,Crystal Alyssia Dunn Soubrier,5088.0,Left Back,7,United States Women's,1214,['549ad749-dae8-414b-9712-328dedc47ecc'],14,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:14.308,Pass,
,,,,,,,,,,,,,,,,,0.778407,,,,,,,,,,,,,059e9db1-b467-429e-be3f-964e89236ccf,88,,"[87.9, 6.2]",22943,2,,,,0.87605804,,Left Foot,,,"[97.9, 18.2]",,Ground Pass,,15.6205,,,Samantha June Mewis,5087.0,,,,,,,1,Regular Play,Megan Anna Rapinoe,8298.0,Left Wing,7,United States Women's,1214,"['62b44850-5317-42ec-8522-7d524c20a904', 'fa118575-b8ba-4b69-903e-c50451c37ddf']",17,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:17.579,Pass,True
,,,,,,,,,,,,,,,,,0.629153,,,,,,,,,,,,,ad9cb00a-a6da-4b69-9879-ce7f4b063f20,92,,"[109.9, 16.7]",22943,2,,,,1.4940244,,Left Foot,True,,"[111.4, 36.2]",,Low Pass,,19.557608,Incomplete,,,,,,,,,,1,Regular Play,Samantha June Mewis,5087.0,Left Center Midfield,7,United States Women's,1214,['427d9f49-4614-4489-b94f-cca0a3e19fed'],20,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:20.437,Pass,
,,,,,,,,,,,,,,,,,1.707533,,,,,,,,,,,,,51950682-b1bc-4c2b-a6cc-99f4e0550f97,97,,"[71.8, 62.4]",22943,2,,,,0.33150107,,Right Foot,,,"[99.4, 71.9]",,Ground Pass,,29.18921,,,Tobin Powell Heath,5013.0,,,,,,,1,Regular Play,Abby Dahlkemper,5081.0,Right Center Back,7,United States Women's,1214,['4f6436ad-cbaf-4d22-93e0-def6ddc6f193'],27,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:27.844,Pass,
,,,,,,,,,,,,,,,,,2.149232,,,,,,,,,,,,,75ef0545-dff8-4e5c-8946-59a80587b946,101,,"[98.3, 59.3]",22943,2,,,,-0.8276266,,Left Foot,,,"[115.3, 40.8]",,High Pass,,25.12469,Incomplete,,Alexandra Morgan Carrasco,5085.0,,,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Right Wing,7,United States Women's,1214,"['1d96a4ad-a935-4e49-bdca-a7e2aedc7d25', '3b34f86b-2d19-4605-94e3-473183726228']",34,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:34.756,Pass,
,,,,,,,,,,,,,,,,,2.290306,,,,,,,,,,,,,35e703a1-f888-4175-bc50-0a74f27918c9,105,,"[14.4, 45.2]",22943,2,,,,-0.5083938,,Drop Kick,,,"[66.8, 16.0]",,High Pass,,59.986664,Incomplete,,Suchawadee Nildhamrong,25673.0,,,,,,,1,Regular Play,Sukanya Chor Charoenying,25674.0,Goalkeeper,7,United States Women's,1214,"['50fbf8f2-8985-40f6-a87c-c7871d836fdb', '5c4a41e7-4f2d-4bd7-a897-282e92e62569']",44,,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:02:44.021,Pass,
,,,,,,,,,,,,,,,,,1.44481,,,,,,,,,,,,,5c4a41e7-4f2d-4bd7-a897-282e92e62569,107,,"[53.3, 64.1]",22943,2,,,,0.32840234,,Head,,,"[66.8, 68.7]",,Low Pass,,14.262188,Incomplete,,,,,,,,,Recovery,1,Regular Play,Abby Dahlkemper,5081.0,Right Center Back,7,United States Women's,1214,"['35e703a1-f888-4175-bc50-0a74f27918c9', '9494f8c4-db2c-480e-850b-783f6ed450af']",46,,,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:46.311,Pass,
,,,,,,,,,,,,,,,,,3.601245,,,,,,,,,,,,,9494f8c4-db2c-480e-850b-783f6ed450af,108,,"[53.3, 11.4]",22943,2,,,,0.08588095,,Left Foot,,,"[68.4, 12.7]",,Ground Pass,,15.155857,Incomplete,,Suchawadee Nildhamrong,25673.0,,,,,,Recovery,1,Regular Play,Rattikan Thongsombut,25678.0,Left Wing,7,United States Women's,1214,"['40f307f7-5e6f-4b93-945e-fb9a3e83cfa4', '5c4a41e7-4f2d-4bd7-a897-282e92e62569', 'e65def37-b4cd-4900-b520-fc531f6aca8a']",47,,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:02:47.756,Pass,
