50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.784471,,,,,,,,,,,,,,,d5f2a502-5668-44a9-be41-a5cb5f2c2855,18,,,"[94.8, 8.0]",3906389,0,,,,-1.821799,,Left Foot,,,,"[93.8, 4.1]",,Ground Pass,,4.0261645,Incomplete,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,3,Sweden Women's,858,"['33323217-eca4-4311-bfa6-55594c4225d1', 'a68db49e-d52e-4458-9956-cb9d292dcf34', 'bda6aa4b-8890-42ef-a738-67c187beb956']",15,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:15.931,Pass,True
,,,,,,,,,,,,,,,,,2.526723,,,,,,,,,,,,,,,a64d8e18-ec73-450c-b31a-fe696bad351a,21,,,"[71.4, 0.1]",3906389,0,,,,3.0045264,,,,,,"[45.3, 3.7]",,Low Pass,,26.347107,,Magdalena Lilly Eriksson,4633.0,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Sweden Women's,858,['e858043d-050b-4a0a-b969-d9700e94c0f3'],26,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:26.170,Pass,
,,,,,,,,,,,,,,,,,2.720559,,,,,,,,,,,,,,,f645d982-2208-4506-b99d-23c22e395166,24,,,"[44.7, 5.0]",3906389,0,,,,2.5161076,,Left Foot,,,,"[23.1, 20.6]",,Ground Pass,,26.644323,,Amanda Ilestedt,26092.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['0652ff7d-6d68-409a-902a-b402fb7f93d9'],28,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:28.982,Pass,
,,,,,,,,,,,,,,,,,2.049372,,,,,,,,,,,,,,,0ef6cf57-e6e9-4193-8172-9e1914cbd707,27,,,"[20.6, 24.9]",3906389,0,,,,-1.580697,,Left Foot,,,,"[20.4, 4.7]",,Ground Pass,,20.20099,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['58c5ceea-50d7-48a6-bd4d-036ad3387ac6'],32,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:32.631,Pass,
,,,,,,,,,,,,,,,,,2.709727,,,,,,,,,,,,,,,ed0818ce-196c-4351-a4a1-68439006f1b8,30,,,"[23.7, 4.7]",3906389,0,,,,-0.040336855,,Left Foot,,,,"[68.3, 2.9]",,High Pass,,44.636307,Incomplete,Emma Stina Blackstenius,10229.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,"['b6d07176-5ff5-4716-9fb4-c6388a42f59e', 'bef9994b-75ab-450a-bfe0-ea3c9dbcfb8d']",36,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:36.651,Pass,
,,,,,,,,,,,,,,,,,1.137778,,,,,,,,,,,,,,,567c40d5-9901-44c6-ac99-0c930b0a45ff,34,,,"[46.0, 77.0]",3906389,0,,,,0.0,,Right Foot,,,,"[62.5, 77.0]",,High Pass,,16.5,,Hayley Emma Raso,6818.0,,,,,,,1,From Throw In,Ellie Madison Carpenter,5095.0,Right Back,4,Sweden Women's,858,['9f7f0e66-ec1d-41c3-8162-6d0ebcd82375'],40,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:40.738,Pass,
,,,,,,,,,,,,,,,,,1.289747,,,,,,,,,,,,,,,c2ceca26-7d3f-4936-b524-9445b97c930b,41,,,"[55.6, 13.0]",3906389,0,,,,1.5707964,,Right Foot,,,,"[55.6, 22.8]",,Ground Pass,,9.8,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,From Throw In,Fridolina Rolfö,10215.0,Left Wing,4,Sweden Women's,858,['c8129933-8091-4bd0-85fe-9d28e72b4a17'],44,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:44.331,Pass,
,,,,,,,,,,,,,,,,,1.203641,,,,,,,,,,,,,,,3456f535-eaf9-4282-8eee-5a43ed31cc40,44,,,"[52.5, 37.6]",3906389,0,,,,0.29675576,,Right Foot,,,,"[64.6, 41.3]",,Ground Pass,,12.653063,,Johanna Rytting-Kaneryd,62710.0,,,,,,,1,From Throw In,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,4,Sweden Women's,858,['599cfcc9-8aac-4b84-b598-840ddf8048a4'],47,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:47.285,Pass,
,,,,,,,,,,,,,,,,,1.084518,,,,,,,,,,,,,,,fb675441-3eca-4066-9beb-e85b1b31aa2a,48,,,"[67.2, 38.7]",3906389,0,,,,-0.44915587,,Right Foot,,,,"[81.1, 32.0]",,Ground Pass,,15.43049,,Emma Stina Blackstenius,10229.0,,,,,,,1,From Throw In,Johanna Rytting-Kaneryd,62710.0,Right Wing,4,Sweden Women's,858,"['dc536d8b-0b30-4749-bb6b-0e3427c9602c', 'ec4ec08e-a736-46b4-afcf-e00fbe3338ec']",49,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:49.369,Pass,True
,,,,,,,,,,,,,,,,,0.497779,,,,,,,,,,,,,,,6948169e-444b-40f7-88b6-24b51c6cf569,51,,,"[81.1, 30.9]",3906389,0,,,,1.8736812,,Right Foot,,,,"[79.6, 35.7]",,Ground Pass,,5.0289164,,Kosovare Asllani,10220.0,,,,,,,1,From Throw In,Emma Stina Blackstenius,10229.0,Center Forward,4,Sweden Women's,858,['54aac310-f6ab-4135-b87b-9df4ad579e69'],50,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:50.640,Pass,
,,,,,,,,,,,,,,,,,1.856446,,,,,,,,,,,,,,,65eb6302-eeda-498b-8e3c-84dfc46f3b5f,58,,,"[80.7, 40.6]",3906389,0,,,,0.49782234,4fe602b2-a356-4f0e-a45c-e6a8b5927c10,Right Foot,,,,"[99.1, 50.6]",,Ground Pass,,20.941824,,Emma Stina Blackstenius,10229.0,True,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,4,Sweden Women's,858,['d71c1c81-d06d-40dd-bd90-4a3be8613abc'],52,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:52.043,Pass,
,,,,,,,,,,,,,,,,,1.866733,,,,,,,,,,,,,,,68fbf812-8203-4fed-b24e-c9325c5953d6,65,,,"[3.9, 44.2]",3906389,0,,,,0.59251386,,Right Foot,,,,"[34.5, 64.8]",,High Pass,,36.88794,Incomplete,Mary Boio Fowler,35693.0,,,,,,,1,From Throw In,Ellie Madison Carpenter,5095.0,Right Back,4,Sweden Women's,858,"['1b11ee69-def8-4327-9fc4-fbc417f4930e', '7f08752a-dbd2-49d1-a2a0-28f69368e9b0']",57,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:57.612,Pass,
,,,,,,,,,,,,,,,,,1.880019,,,,,,,,,,,,,,,1b11ee69-def8-4327-9fc4-fbc417f4930e,67,,,"[85.6, 15.3]",3906389,0,,,,1.031451,,Head,,,,"[93.8, 29.0]",,High Pass,,15.966528,,Kosovare Asllani,10220.0,,,,,,Recovery,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Sweden Women's,858,"['3cac1475-5563-4eb8-b68d-0022bfd1c8ea', '68fbf812-8203-4fed-b24e-c9325c5953d6']",59,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:59.479,Pass,
,,,,,,,,,,,,,,,,,1.849222,,,,,,,,,,,,,,,9d99f5d3-d618-48c9-afce-e2a07c466f51,70,,,"[92.8, 24.3]",3906389,1,,,,-1.6204791,,Left Foot,,,,"[91.9, 6.2]",,Ground Pass,,18.122362,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,4,Sweden Women's,858,['c39f9da6-8718-4612-be6f-d317756b7e32'],2,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:02.614,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,2d6e7eb0-f149-4892-a1fb-1f91dae1d41b,72,,,"[91.9, 6.2]",3906389,1,,,,2.9441972,,Left Foot,,,,"[78.4, 8.9]",,Ground Pass,,13.767353,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Sweden Women's,858,['b2da2757-5de7-4813-bc73-ab9df8a069f7'],4,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:04.463,Pass,
,,,,,,,,,,,,,,,,,1.65768,,,,,,,,,,,,,,,2f3e10da-da41-455c-a4a5-9dda2f3d143f,75,,,"[76.7, 14.4]",3906389,1,,,,2.2635403,,Right Foot,,,,"[56.2, 39.1]",,Ground Pass,,32.09891,,Amanda Ilestedt,26092.0,,,,,,,1,From Throw In,Elin Ingrid Johanna Rubensson,10221.0,Left Defensive Midfield,4,Sweden Women's,858,['d7cd4d3b-85a2-4243-aa89-f3fe5f889861'],8,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:08.270,Pass,
,,,,,,,,,,,,,,,,,1.617259,,,,,,,,,,,,,,,336491c8-235f-44e9-b7f3-4a7db39e992a,78,,,"[56.2, 40.3]",3906389,1,,,,-1.5296673,,Right Foot,,,,"[57.2, 16.0]",,Ground Pass,,24.320568,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['3efea378-ded7-47ff-b424-9b0a9216edda'],12,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:12.121,Pass,
,,,,,,,,,,,,,,,,,2.115801,,,,,,,,,,,,,,,a039d2f1-c268-4104-a3ad-814e75984a6f,81,,,"[57.6, 12.3]",3906389,1,,,,-0.28204778,,Left Foot,,,,"[92.8, 2.1]",,High Pass,,36.648056,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['b19721da-7106-4ed5-b21d-c665f51d7dbf'],14,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:14.909,Pass,
,,,,,,,,,,,,,,,,,1.259784,,,,,,,,,,,,,,,a1d44df0-f9d0-449e-b3e0-6f1ca619d82a,85,,,"[93.4, 3.7]",3906389,1,,,,2.941194,,Left Foot,,,,"[87.0, 5.0]",,Ground Pass,,6.530697,,Fridolina Rolfö,10215.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Sweden Women's,858,"['31b8c1f1-bb52-43e9-958c-43b32d46113c', 'ee4bde0f-d886-45be-b9c2-7d712eb1f706']",17,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:17.321,Pass,True
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,92c71bbc-d09b-44e8-b19d-00bc4336bf05,89,,,"[83.3, 5.0]",3906389,1,,,,3.088004,,Right Foot,,,,"[57.2, 6.4]",,Ground Pass,,26.137522,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Fridolina Rolfö,10215.0,Left Wing,4,Sweden Women's,858,"['17ba5f4a-a69f-42d7-ab3b-b764f42628f5', '21e17a76-ba68-4533-8c31-6c950b20c756']",19,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:19.856,Pass,True
,,,,,,,,,,,,,,,,,2.628561,,,,,,,,,,,,,,,c1654e82-999e-41b2-bcfb-49dd71e0f9a2,92,,,"[56.6, 14.8]",3906389,1,,,,1.9208412,,Left Foot,,,,"[42.8, 52.6]",,Ground Pass,,40.24028,,Amanda Ilestedt,26092.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['9392d351-333c-46b8-b59d-44894b5f456c'],22,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:22.857,Pass,
,,,,,,,,,,,,,,,,,1.690698,,,,,,,,,,,,,,,4b105f81-57f1-4618-9685-27adac27c291,95,,,"[39.5, 37.0]",3906389,1,,,,-1.7598472,,Right Foot,,,,"[34.2, 9.3]",,Ground Pass,,28.202482,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['a0aaa714-ba73-4a66-b199-c452aa2012bb'],30,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:30.338,Pass,
,,,,,,,,,,,,,,,,,2.454379,,,,,,,,,,,,,,,23608238-61b6-4fca-bb0d-0ae07e1c7ed3,98,,,"[33.0, 4.3]",3906389,1,,,,-0.029620964,,Left Foot,,,,"[73.5, 3.1]",,High Pass,,40.517773,,Fridolina Rolfö,10215.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['87b0edbc-08b4-410b-ae24-15b553990882'],33,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:33.885,Pass,
,,,,,,,,,,,,,,,,,2.507203,,,,,,,,,,,,,,,e2aa62a7-a3b8-4356-a0be-ba7935eb1561,101,,,"[73.5, 3.1]",3906389,1,,,True,-0.013512691,,,,,,"[88.3, 2.9]",,Low Pass,,14.801352,,Emma Stina Blackstenius,10229.0,,,,,,,1,From Throw In,Fridolina Rolfö,10215.0,Left Wing,4,Sweden Women's,858,"['b9399734-abf3-4274-a284-a33b5dc3cf02', 'bff45be5-e9a6-4405-a13b-128f18ac54b3']",36,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:36.407,Pass,True
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,25884ae0-94fe-46ee-8e03-18ebf7fc02ce,104,,,"[71.0, 3.7]",3906389,1,,,,3.0605738,,Right Foot,,,,"[47.6, 5.6]",,Ground Pass,,23.47701,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Emma Stina Blackstenius,10229.0,Center Forward,4,Sweden Women's,858,['45e0af07-ca5a-4330-bc72-119e89fafc5f'],43,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:43.223,Pass,
,,,,,,,,,,,,,,,,,1.722917,,,,,,,,,,,,,,,83267d23-f207-48ac-95a6-c52eb68bb868,107,,,"[45.9, 13.2]",3906389,1,,,,2.4034035,,Left Foot,,,,"[32.6, 25.3]",,Ground Pass,,17.980545,,Amanda Ilestedt,26092.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['f39336b5-ad13-4cc1-b703-8501e02d6160'],48,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:48.064,Pass,
,,,,,,,,,,,,,,,,,1.30068,,,,,,,,,,,,,,,120e3206-63ab-4c95-b3d2-66169cfb7f27,110,,,"[31.5, 35.6]",3906389,1,,,,1.3567356,,Right Foot,,,,"[36.0, 56.3]",,Ground Pass,,21.183485,,Gun Nathalie Björn,26093.0,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['53b791cb-f415-4c56-a17f-55a0f90a6fb1'],51,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:51.835,Pass,
,,,,,,,,,,,,,,,,,1.404823,,,,,,,,,,,,,,,384ae192-3f7a-44e4-9613-8c07e5c2d33b,113,,,"[36.0, 56.3]",3906389,1,,,,-1.9495859,,Right Foot,,,,"[28.0, 36.2]",,Ground Pass,,21.63354,,Amanda Ilestedt,26092.0,,,,,,,1,From Throw In,Gun Nathalie Björn,26093.0,Right Back,4,Sweden Women's,858,['72b668f6-24f7-4915-920b-0a83c8783ee3'],54,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:54.375,Pass,
,,,,,,,,,,,,,,,,,1.243875,,,,,,,,,,,,,,,a06252b0-1537-4397-b45f-f24326b548ab,116,,,"[31.7, 33.9]",3906389,1,,,,-1.4447082,,Right Foot,,,,"[34.4, 12.6]",,Ground Pass,,21.470446,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['3cf4a3ba-7dec-49bc-9207-194bdc4c4e37'],57,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:57.706,Pass,
,,,,,,,,,,,,,,,,,1.22086,,,,,,,,,,,,,,,68e2fc53-7f0b-4228-9d2a-875be0c79496,119,,,"[33.8, 12.6]",3906389,2,,,,1.786154,,Left Foot,,,,"[31.7, 22.2]",,Ground Pass,,9.8270035,,Amanda Ilestedt,26092.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Sweden Women's,858,['7d2dd79b-d619-40ef-8007-92234efddfd7'],1,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:01.434,Pass,
,,,,,,,,,,,,,,,,,1.224816,,,,,,,,,,,,,,,de373b0a-3793-476c-b051-55244ff51bbe,122,,,"[31.7, 23.2]",3906389,2,,,,-1.4269688,,Right Foot,,,,"[33.8, 8.7]",,Ground Pass,,14.651279,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Amanda Ilestedt,26092.0,Right Center Back,4,Sweden Women's,858,['bef54dfb-9632-4c9e-b2b5-ce9f7e2fe24f'],3,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:03.996,Pass,
