50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.46384,,,,,,,,,,,48032736-fe5c-49b1-81ed-43af862e9235,24,,,"[63.4, 44.4]",3878598,0,,,,2.4468544,,Right Foot,,,"[60.4, 46.9]",,Ground Pass,,3.905125,,,,Oscar Hiljemark,5605.0,,,,,,Recovery,1,From Kick Off,Mato Jajalo,30735.0,Center Defensive Midfield,2,Palermo,2256,"['808da9c0-25f2-4f0d-b909-e5cefa16c265', 'f5f82bc1-6d73-4e36-9668-8da0ed6cd319']",17,,,,,,,,,,,,,,,,Palermo,2256,00:00:17.256,Pass,True
,,,,,,,,,,,,,,,,1.350073,,,,,,,,,,,0ab0cec6-c802-4c93-a516-f393c07666f9,28,,,"[60.7, 47.7]",3878598,0,,,,3.0110886,,Right Foot,,,"[44.7, 49.8]",,Ground Pass,,16.137224,,,,Giancarlo González Castro,5584.0,,,,,,,1,From Kick Off,Oscar Hiljemark,5605.0,Right Center Midfield,2,Palermo,2256,"['665ce40b-3819-458c-8147-b1db335ba4f9', '923b202a-8bec-4d6b-960a-ec81ecd40fc1', 'f5f82bc1-6d73-4e36-9668-8da0ed6cd319']",17,,,,,,,,,,,,,,,,Palermo,2256,00:00:17.830,Pass,True
,,,,,,,,,,,,,,,,1.440305,,,,,,,,,,,0aead107-1b17-440b-a626-3210bf3c2465,31,,,"[45.0, 52.0]",3878598,0,,,,1.5053163,,Right Foot,,,"[45.8, 64.2]",,Ground Pass,,12.226201,,,,Roberto Vitiello,30928.0,,,,,,,1,From Kick Off,Giancarlo González Castro,5584.0,Center Back,2,Palermo,2256,['ed051ef4-5e53-4e39-872f-df814c1a44dd'],19,,,,,,,,,,,,,,,,Palermo,2256,00:00:19.490,Pass,
,,,,,,,,,,,,,,,,0.769567,,,,,,,,,,,0160cb0a-a8b3-4097-9b9b-ff59e4e01d6c,34,,,"[54.7, 64.0]",3878598,0,,,,-0.32175055,,Right Foot,,,"[71.8, 58.3]",,Ground Pass,,18.024982,,Incomplete,,Franco Damián Vázquez,6719.0,,,,,,,1,From Kick Off,Roberto Vitiello,30928.0,Right Center Back,2,Palermo,2256,"['8d4db692-4163-4473-be93-2ec6407b66e1', 'e0641eb0-953f-408c-aab7-696744fe9793']",23,,,,,,,,,,,,,,,,Palermo,2256,00:00:23.091,Pass,
,,,,,,,,,,,,,,,,1.130801,,,,,,,,,,,03569e62-0077-413b-a6ea-2cc775266264,43,,,"[66.7, 77.3]",3878598,0,,,,-2.7076392,,Right Foot,,,"[58.5, 73.5]",,Ground Pass,,9.037699,,,,Roberto Vitiello,30928.0,,,,,,Free Kick,1,From Free Kick,Andrea Rispoli,30769.0,Right Wing Back,3,Palermo,2256,['fa32db05-5dfa-4daf-ae32-4b7fc7b53f95'],39,,,,,,,,,,,,,,,,Palermo,2256,00:00:39.785,Pass,
,,,,,,,,,,,,,,,,3.174699,,,,,,,,,,,a4f0b790-20ca-456d-bfee-86093ef081a3,46,,,"[63.1, 71.0]",3878598,0,,,,-1.953901,,Right Foot,,,"[44.4, 24.6]",,High Pass,,50.026493,,,,Abdelhamid El Kaoutari,23329.0,,,True,,,,1,From Free Kick,Roberto Vitiello,30928.0,Right Center Back,3,Palermo,2256,['99e4b36a-f5b1-4806-8270-244628e9a2ba'],42,,,,,,,,,,,,,,,,Palermo,2256,00:00:42.281,Pass,
,,,,,,,,,,,,,,,,1.419015,,,,,,,,,,,8cb88c2b-bd9d-4758-966a-5ac200631236,49,,,"[43.9, 25.4]",3878598,0,,,,1.6979265,,Left Foot,,,"[42.2, 38.7]",,Ground Pass,,13.408206,,,,Giancarlo González Castro,5584.0,,,,,,,1,From Free Kick,Abdelhamid El Kaoutari,23329.0,Left Center Back,3,Palermo,2256,['c1cf0407-5805-427e-bee2-046c666bedf0'],49,,,,,,,,,,,,,,,,Palermo,2256,00:00:49.327,Pass,
,,,,,,,,,,,,,,,,2.616766,,,,,,,,,,,3d6bebb7-bbae-4178-b601-7301e1e5d97d,52,,,"[42.2, 42.0]",3878598,0,,,,1.205317,,Right Foot,,,"[52.8, 69.7]",,Ground Pass,,29.658894,,,,Roberto Vitiello,30928.0,,,,,,,1,From Free Kick,Giancarlo González Castro,5584.0,Center Back,3,Palermo,2256,['2ccb1928-2be0-4ca2-b00d-1158448f90d8'],51,,,,,,,,,,,,,,,,Palermo,2256,00:00:51.710,Pass,
,,,,,,,,,,,,,,,,0.807595,,,,,,,,,,,13153aba-af19-4164-bd28-6d66621f8c50,55,,,"[81.1, 69.8]",3878598,0,,,,0.15722805,,Right Foot,,,"[89.3, 71.1]",,Ground Pass,,8.302409,,Incomplete,,Oscar Hiljemark,5605.0,,,,,,,1,From Free Kick,Roberto Vitiello,30928.0,Right Center Back,3,Palermo,2256,"['386abb57-cb98-4262-8dfd-fe88a7e965b3', 'ec51f5a5-77f5-4d82-9416-10ba7def5886']",58,,,,,,,,,,,,,,,,Palermo,2256,00:00:58.509,Pass,
,,,,,,,,,,,,,,,,0.610431,,,,,,,,,,,dd50d9e3-09cd-4617-af70-5b655c5d3e00,60,,,"[28.5, 8.2]",3878598,1,,,,0.059928156,,Left Foot,,,"[33.5, 8.5]",,Ground Pass,,5.0089917,,,,Gabriel Moisés Antunes da Silva,3416.0,,,,,,,1,From Free Kick,Riccardo Gagliolo,11499.0,Left Center Back,3,Palermo,2256,"['58709173-fe7a-40a3-b5c9-f1b2d3b96028', 'd61fda89-48b2-451c-984d-0b78715aa144']",0,,,,,,,,,,,,,,,,Carpi,1683,00:01:00.502,Pass,True
,,,,,,,,,,,,,,,,1.264474,,,,,,,,,,,d424967c-cece-4362-b748-84aa89666db1,63,,,"[35.3, 8.9]",3878598,1,,,,0.193622,,Right Foot,,,"[50.6, 11.9]",,Ground Pass,,15.591344,,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,,1,From Free Kick,Gabriel Moisés Antunes da Silva,3416.0,Left Wing Back,3,Palermo,2256,"['28a6e272-84f5-4317-82f2-6d48ab1f2ad8', 'fcfab8af-b49d-428f-b41d-821d228766e0']",1,,,,,,,,,,,,,,,,Carpi,1683,00:01:01.113,Pass,
,,,,,,,,,,,,,,,,2.206977,,,,,,,,,,,97755629-7082-4ed5-9308-38fd1e1a51ac,67,,,"[63.5, 63.2]",3878598,1,,,,-1.741105,,Right Foot,,,"[58.1, 31.8]",,Ground Pass,,31.860949,,,,Abdelhamid El Kaoutari,23329.0,,,,,,,1,From Free Kick,Mato Jajalo,30735.0,Center Defensive Midfield,3,Palermo,2256,['b0d5fdc6-33e1-40be-a6d3-5e7aa08a0b78'],5,,,,,,,,,,,,,,,,Palermo,2256,00:01:05.702,Pass,
,,,,,,,,,,,,,,,,1.112245,,,,,,,,,,,ff307499-d2ed-4e82-88c3-e287e36f3dd5,71,,,"[72.9, 15.4]",3878598,1,,,,0.4261944,,Left Foot,,,"[90.3, 23.3]",,Ground Pass,,19.109423,,,,Alberto Gilardino,38389.0,,,,,,,1,From Free Kick,Abdelhamid El Kaoutari,23329.0,Left Center Back,3,Palermo,2256,['e51b2244-8215-43bc-a6c9-e8e9eb1e4fed'],11,,,,,,,,,,,,,,,,Palermo,2256,00:01:11.650,Pass,
,,,,,,,,,,,,,,,,1.351022,,,,,,,,,,,9881fc04-2d07-47c0-994b-80e9021a035a,74,,,"[91.9, 23.3]",3878598,1,,,,-2.861181,,Right Foot,,,"[79.4, 19.7]",,High Pass,,13.008075,,,,Robin Quaison,8552.0,,,,,,,1,From Free Kick,Alberto Gilardino,38389.0,Center Forward,3,Palermo,2256,"['9402465a-66d9-4846-8392-85b643948d32', 'd6a1838d-9eb3-4141-83b8-1b9c24983d88']",12,,,,,,,,,,,,,,,,Palermo,2256,00:01:12.762,Pass,True
,,,,,,,,,,,,,,,,1.236772,,,,,,,,,,,61978427-6870-42f6-b327-dc6521d88910,80,,,"[84.0, 26.0]",3878598,2,,,,1.3258177,,Left Foot,,,"[84.6, 28.4]",,Ground Pass,,2.4738634,,,,Mato Jajalo,30735.0,,,,,,Free Kick,1,From Free Kick,Achraf Lazaar,10032.0,Left Wing Back,4,Palermo,2256,['6f65411b-25a3-4355-b13a-eeff80b5c110'],3,,,,,,,,,,,,,,,,Palermo,2256,00:02:03.312,Pass,
,,,,,,,,,,,,,,,,2.319991,,,,,,,,,,,a2142992-c827-41e1-a4d4-b7a1d5563511,83,,,"[88.1, 26.5]",3878598,2,,,,-0.7314822,,Right Foot,,,"[104.7, 11.6]",,Ground Pass,,22.306276,,,,Achraf Lazaar,10032.0,,,,,,,1,From Free Kick,Mato Jajalo,30735.0,Center Defensive Midfield,4,Palermo,2256,['eb3bf675-c501-4a62-b2ed-45f1641a31d9'],4,,,,,,,,,,,,,,,,Palermo,2256,00:02:04.803,Pass,
,,,,,,,,,,,,,,,,0.130391,,,,,,,,,,,9d2656aa-f8df-4a6c-9267-f6676a17163e,86,,,"[105.2, 11.6]",3878598,2,,,,1.3633001,,Left Foot,,,"[106.0, 15.4]",,Low Pass,,3.8832977,,Incomplete,,,,,,,,,,1,From Free Kick,Achraf Lazaar,10032.0,Left Wing Back,4,Palermo,2256,['9d22e99f-8bab-4f69-bdff-07f301c7944b'],7,,,,,,,,,,,,,,,,Palermo,2256,00:02:07.861,Pass,
,,,,,,,,,,,,,,,,1.463047,,,,,,,,,,,90aa30ac-7479-4010-aac7-b88f77ab8d76,88,,,"[110.9, 0.1]",3878598,2,,,,1.4762515,,,,,"[113.1, 23.3]",,High Pass,,23.304077,,Incomplete,,Alberto Gilardino,38389.0,,,,,,Throw-in,1,From Throw In,Achraf Lazaar,10032.0,Left Wing Back,5,Palermo,2256,"['ae2ef217-6525-44b2-b1b1-9660a609c3ef', 'e7c9b55a-fa77-45bb-8279-e7f008577c87']",18,,,,,,,,,,,,,,,,Palermo,2256,00:02:18.044,Pass,
,,,,,,,,,,,,,,,,2.312943,,,,,,,,,,,fdffa6a7-bf7d-4af5-a27c-d3c176a243f3,94,,,"[110.6, 8.9]",3878598,2,,,,1.3635256,,Left Foot,True,,"[120.0, 53.6]",,High Pass,,45.677673,,Out,,,,,,True,,,,1,From Throw In,Achraf Lazaar,10032.0,Left Wing Back,5,Palermo,2256,,23,,,,,,,,,,,,,,,,Palermo,2256,00:02:23.384,Pass,
,,,,,,,,,,,,,,,,3.435085,,,,,,,,,,,40138d3f-6496-45d9-815f-8969f4a7d048,95,,,"[6.0, 44.0]",3878598,2,,,,0.34916776,,Right Foot,,,"[66.7, 66.1]",,High Pass,,64.597984,,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,Goal Kick,1,From Goal Kick,Francesco Benussi,387477.0,Goalkeeper,6,Carpi,1683,"['5776d92e-897b-4e22-abd3-bcd2a109a26c', '5d7fd119-486a-4c70-a1ae-cab0f170b64e']",48,,,,,,,,,,,,,,,,Carpi,1683,00:02:48.127,Pass,
,,,,,,,,,,,,,,,,2.644554,,,,,,,,,,,e6bf4971-3269-4f13-8cd3-5f80918fdae4,106,,,"[83.8, 64.7]",3878598,3,,,,-0.5842347,,Right Foot,,,"[114.5, 44.4]",,High Pass,,36.80462,,Incomplete,,Ryder Matos Santos,7696.0,,,,,,Free Kick,1,From Free Kick,Raffaele Bianco,352172.0,Center Defensive Midfield,7,Carpi,1683,"['799441fe-1699-4ace-a3cc-20674122f845', 'a906d5a1-5ef2-4a9f-92fe-bb0c588f0823']",29,,,,,,,,,,,,,,,,Carpi,1683,00:03:29.867,Pass,
,,,,,,,,,,,,,,,,3.641922,,,,,,,,,,,1d68d687-711b-4141-94c7-e922340937e8,110,,,"[8.9, 36.5]",3878598,3,,,,-0.20357467,,Drop Kick,,,"[83.5, 21.1]",,High Pass,,76.17296,,Unknown,,Alberto Gilardino,38389.0,,,,,,,1,From Counter,Stefano Sorrentino,7055.0,Goalkeeper,8,Palermo,2256,['25f8fd4b-97e3-4b04-9709-fb2819518c9c'],35,,,,,,,,,,,,,,,,Palermo,2256,00:03:35.461,Pass,
,,,,,,,,,,,,,,,,1.780819,,,,,,,,,,,9874a824-8cf9-47e4-8a39-6f0a0df2b324,114,,,"[81.8, 10.2]",3878598,3,True,,,1.2524587,,Right Foot,,,"[84.7, 19.0]",,Low Pass,,9.265528,,,,Franco Damián Vázquez,6719.0,,,,,,Free Kick,1,From Free Kick,Achraf Lazaar,10032.0,Left Wing Back,9,Palermo,2256,['2e40020d-647d-4a06-a325-f26b83c625a2'],44,,,,,,,,,,,,,,,,Palermo,2256,00:03:44.771,Pass,
,,,,,,,,,,,,,,,,3.093805,,,,,,,,,,,f0d82b0f-2d2e-467b-a921-7cd6ef5c9617,116,,,"[86.2, 20.7]",3878598,3,,,,1.8725643,,Left Foot,,,"[73.5, 61.5]",,Ground Pass,,42.730904,,,,Roberto Vitiello,30928.0,,,True,,,,1,From Free Kick,Franco Damián Vázquez,6719.0,Center Attacking Midfield,9,Palermo,2256,['7be03b35-cd81-4a62-bedb-ef6c7cd0adb1'],50,,,,,,,,,,,,,,,,Palermo,2256,00:03:50.361,Pass,
,,,,,,,,,,,,,,,,1.370794,,,,,,,,,,,e2d7d077-7e6b-4e82-bc58-b66c38ae5739,119,,,"[73.2, 60.2]",3878598,3,,,,-1.3431724,,Right Foot,,,"[77.3, 42.5]",,Ground Pass,,18.168653,,,,Mato Jajalo,30735.0,,,,,,,1,From Free Kick,Roberto Vitiello,30928.0,Right Center Back,9,Palermo,2256,['01a02eea-cfa1-4a75-975f-72da760542e1'],53,,,,,,,,,,,,,,,,Palermo,2256,00:03:53.698,Pass,
,,,,,,,,,,,,,,,,1.699348,,,,,,,,,,,efed0b36-86f7-4925-ade3-fa74b52ee7b7,122,,,"[82.4, 45.8]",3878598,3,,,,0.44151843,,Right Foot,,,"[102.5, 55.3]",,Ground Pass,,22.231958,,Incomplete,,Alberto Gilardino,38389.0,,,,,,,1,From Free Kick,Mato Jajalo,30735.0,Center Defensive Midfield,9,Palermo,2256,"['da7d840c-82f9-41bf-b84d-a0f03763484b', 'eeb77ec8-75db-4992-a3f7-612742303155']",56,,,,,,,,,,,,,,,,Palermo,2256,00:03:56.201,Pass,
,,,,,,,,,,,,,,,,1.847761,,,,,,,,,,,cc596a00-d426-468c-a6bc-a94b28946c98,125,,,"[69.1, 63.1]",3878598,4,,,,0.956484,,Head,,,"[77.0, 74.3]",,Low Pass,,13.705838,,,,Andrea Rispoli,30769.0,,,,,,Recovery,1,From Free Kick,Roberto Vitiello,30928.0,Right Center Back,9,Palermo,2256,['9b4bf4a7-a333-4cf4-8b14-99545ee9f224'],0,,,,,,,,,,,,,,,,Palermo,2256,00:04:00.178,Pass,
,,,,,,,,,,,,,,,,0.958541,,,,,,,,,,,20ee3c5d-ced1-4421-92f6-ec3cc95191a1,129,,,"[72.6, 74.8]",3878598,4,,,,-1.7811222,,Left Foot,,,"[70.7, 65.9]",,Ground Pass,,9.10055,,,,Mato Jajalo,30735.0,,,,,,,1,From Free Kick,Andrea Rispoli,30769.0,Right Wing Back,9,Palermo,2256,['e5355b72-499c-4847-8978-6f65b71f3422'],3,,,,,,,,,,,,,,,,Palermo,2256,00:04:03.564,Pass,
,,,,,,,,,,,,,,,,0.036146,,,,,,,,,,,ed2283cf-c162-4963-bcb7-ffc6cf1124ed,133,,,"[71.8, 67.5]",3878598,4,,,,0.44872335,,Right Foot,,,"[74.5, 68.8]",,Low Pass,,2.9966648,,Incomplete,,Roberto Vitiello,30928.0,,,,,,,1,From Free Kick,Mato Jajalo,30735.0,Center Defensive Midfield,9,Palermo,2256,"['625c6603-dda4-4353-b351-1766d31bb6ac', '8154fcd4-56bd-4660-8638-1651d1e35570', 'a2541dd3-d98e-404e-ba92-b61615c5a9a8']",5,,,,,,,,,,,,,,,,Palermo,2256,00:04:05.497,Pass,True
,,,,,,,,,,,,,,,,2.311329,,,,,,,,,,,7ecc2f4a-30d9-40a0-8cad-a1fba57daf4d,137,,,"[48.0, 8.0]",3878598,4,,,,-0.22837737,,Left Foot,,,"[66.5, 3.7]",,Ground Pass,,18.993156,,Incomplete,,Jerry Uche Mbakogu,32608.0,,,,,,Recovery,1,From Free Kick,Raffaele Bianco,352172.0,Center Defensive Midfield,9,Palermo,2256,"['462aa850-f5cd-463a-94a5-70079f5ee2ea', '8a88fcaf-948c-40f2-8a6f-59dbd3afacc4']",7,,,,,,,,,,,,,,,,Carpi,1683,00:04:07.090,Pass,
,,,,,,,,,,,,,,,,3.373731,,,,,,,,,,,f2ade16b-2b96-4525-9ab3-2ab8370eb50e,141,,,"[51.7, 76.2]",3878598,4,,,,-1.8504404,,Right Foot,,,"[37.6, 27.1]",,Ground Pass,,51.08444,,,,Abdelhamid El Kaoutari,23329.0,,,True,,,,1,From Free Kick,Roberto Vitiello,30928.0,Right Center Back,9,Palermo,2256,['99888e7b-ebc7-4eb5-8090-7e2a11ac4aca'],10,,,,,,,,,,,,,,,,Palermo,2256,00:04:10.201,Pass,
,,,,,,,,,,,,,,,,1.440731,,,,,,,,,,,b5bf35da-c30a-4791-ba52-e96ea65afe08,144,,,"[40.6, 23.0]",3878598,4,,,,-0.7414704,,Left Foot,,,"[50.1, 14.3]",,Ground Pass,,12.88177,,,,Achraf Lazaar,10032.0,,,,,,,1,From Free Kick,Abdelhamid El Kaoutari,23329.0,Left Center Back,9,Palermo,2256,['442741cf-1022-4472-a9b6-3c2ca7fc5851'],15,,,,,,,,,,,,,,,,Palermo,2256,00:04:15.464,Pass,
