50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.536606,,,,,,,,,,,,,bbd8d836-02c7-4782-80c6-677510825c3c,16,,"[49.8, 20.3]",3879850,0,,,,,-0.9879683,,Left Foot,,,"[61.6, 2.4]",,Ground Pass,,21.43945,,,,,Alex Sandro Lobo Silva,6945.0,,,,,,1,From Kick Off,Patrice Evra,20008.0,Left Center Back,2,Juventus,224,['d109db94-f589-4003-b10b-652a04ff71e9'],15,,,,,,,,,,,,,,,,,,Juventus,224,00:00:15.006,Pass,
,,,,,,,,,,,,,,,,,,,1.833392,,,,,,,,,,,,,d0781841-e37b-4c1d-a330-6d6871964ba0,18,,"[61.6, 2.7]",3879850,0,,,,,2.3162158,,Left Foot,,,"[49.6, 15.7]",,Ground Pass,,17.691807,,,,,Patrice Evra,20008.0,,,,,,1,From Kick Off,Alex Sandro Lobo Silva,6945.0,Left Wing Back,2,Juventus,224,['65a88ca6-cc5d-4779-9a30-7708bcecc327'],16,,,,,,,,,,,,,,,,,,Juventus,224,00:00:16.542,Pass,
,,,,,,,,,,,,,,,,,,,1.894535,,,,,,,,,,,,,8c35ec78-707f-4e4d-8621-3f1d642318e1,21,,"[51.6, 22.1]",3879850,0,,,,,1.7419109,,Left Foot,,,"[45.5, 57.4]",,High Pass,,35.823177,,,,,Daniele Rugani,6953.0,,,,,,1,From Kick Off,Patrice Evra,20008.0,Left Center Back,2,Juventus,224,['1089d3ef-2ab6-4de6-81d0-f0269d3eb5e9'],19,,,,,,,,,,,,,,,,,,Juventus,224,00:00:19.756,Pass,
,,,,,,,,,,,,,,,,,,,1.295361,,,,,,,,,,,,,8c9a3ae7-3bfe-47d9-a0be-a462b069dcac,24,,"[49.3, 59.9]",3879850,0,,,,,0.8902751,,Right Foot,,,"[57.8, 70.4]",,Ground Pass,,13.509256,,,,,Paul Pogba,20004.0,,,,,,1,From Kick Off,Daniele Rugani,6953.0,Right Center Back,2,Juventus,224,['71fa7626-7935-472e-9500-0b9e8500b654'],23,,,,,,,,,,,,,,,,,,Juventus,224,00:00:23.118,Pass,
,,,,,,,,,,,,,,,,,,,1.686394,,,,,,,,,,,,,e9fe7ce8-b4f0-4a0e-a666-c1a9e96335be,27,,"[59.3, 73.2]",3879850,0,,,,,-2.6298537,,Right Foot,,,"[44.7, 65.0]",,Ground Pass,,16.745148,,,,,Daniele Rugani,6953.0,,,,,,1,From Kick Off,Paul Pogba,20004.0,Right Center Midfield,2,Juventus,224,['66a20cf0-5eff-44d9-b628-9fc55e5622ae'],25,,,,,,,,,,,,,,,,,,Juventus,224,00:00:25.381,Pass,
,,,,,,,,,,,,,,,,,,,2.211929,,,,,,,,,,,,,beec149c-b5c3-44c9-93c7-d7b75152277e,30,,"[49.3, 60.2]",3879850,0,,,,,-1.4720844,,Right Foot,,,"[53.4, 18.8]",,Ground Pass,,41.602524,,,,,Patrice Evra,20008.0,,True,,,,1,From Kick Off,Daniele Rugani,6953.0,Right Center Back,2,Juventus,224,['37791848-baa2-49d6-9353-9d847631a2cc'],29,,,,,,,,,,,,,,,,,,Juventus,224,00:00:29.169,Pass,
,,,,,,,,,,,,,,,,,,,0.802235,,,,,,,,,,,,,9bfe835a-3e3a-4d4a-9ad0-9fe3161aa2d9,33,,"[69.8, 14.7]",3879850,0,,,,,-0.23489836,,Left Foot,,,"[81.5, 11.9]",,Ground Pass,,12.030378,,,,,Kwadwo Asamoah,6940.0,,,,,,1,From Kick Off,Patrice Evra,20008.0,Left Center Back,2,Juventus,224,['ce047995-7fd1-4f2c-b73a-fc6cbbe848b1'],35,,,,,,,,,,,,,,,,,,Juventus,224,00:00:35.394,Pass,
,,,,,,,,,,,,,,,,,,,0.715771,,,,,,,,,,,,,c2e2a719-5956-4cae-9567-b4f28dafed0b,38,,"[74.4, 13.1]",3879850,0,,,,,-3.0856512,,Left Foot,,,"[61.9, 12.4]",,Ground Pass,,12.519585,,,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Kick Off,Kwadwo Asamoah,6940.0,Left Center Midfield,2,Juventus,224,"['69ddc2c3-4d4a-4012-9b45-bcbde279f420', '9de603bc-7cc4-4edf-aa6e-2a9fc0d96811']",37,,,,,,,,,,,,,,,,,,Juventus,224,00:00:37.664,Pass,True
,,,,,,,,,,,,,,,,,,,2.231805,,,,,,,,,,,,,b2a9722d-c3a7-4adc-9577-9eed6b3f2750,41,,"[59.3, 17.0]",3879850,0,,,,,1.6903354,,Right Foot,,,"[55.0, 52.8]",,Ground Pass,,36.057316,,,,,Daniele Rugani,6953.0,,,,,,1,From Kick Off,Álvaro Borja Morata Martín,3477.0,Left Center Forward,2,Juventus,224,['04c9c31e-eec0-4405-af1f-34dcb0cbcdeb'],39,,,,,,,,,,,,,,,,,,Juventus,224,00:00:39.516,Pass,
,,,,,,,,,,,,,,,,,,,1.478833,,,,,,,,,,,,,373620b9-04dc-4d46-931a-b0d2181ebbd4,44,,"[57.8, 57.4]",3879850,0,,,,,0.80733824,,Right Foot,,,"[73.4, 73.7]",,Ground Pass,,22.562136,,,,,Paul Pogba,20004.0,,,,,,1,From Kick Off,Daniele Rugani,6953.0,Right Center Back,2,Juventus,224,['4ca9a622-916c-4f3b-bc93-9f3fe8d1830e'],43,,,,,,,,,,,,,,,,,,Juventus,224,00:00:43.062,Pass,
,,,,,,,,,,,,,,,,,,,0.877316,,,,,,,,,,,,,4c52ecb1-888c-4894-b3f1-92c4bd741c25,47,,"[77.5, 65.5]",3879850,0,,,,,-1.3977203,,Right Foot,,,"[80.0, 51.2]",,Ground Pass,,14.516887,,,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Kick Off,Paul Pogba,20004.0,Right Center Midfield,2,Juventus,224,['4f014a9e-d0db-4fb9-880e-a35246fdafe9'],47,,,,,,,,,,,,,,,,,,Juventus,224,00:00:47.002,Pass,
,,,,,,,,,,,,,,,,,,,0.966887,,,,,,,,,,,,,c2f418b9-b4c1-4aac-baaf-76772c3f10de,50,,"[80.3, 53.5]",3879850,0,,,,,1.8404847,,Right Foot,,,"[76.9, 65.8]",,Ground Pass,,12.76127,,,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,1,From Kick Off,Álvaro Borja Morata Martín,3477.0,Left Center Forward,2,Juventus,224,['ed4e7892-a867-4b05-a51e-837ecfe4b47b'],48,,,,,,,,,,,,,,,,,,Juventus,224,00:00:48.650,Pass,
,,,,,,,,,,,,,,,,,,,1.37941,,,,,,,,,,,,,9eb01812-fa92-4b58-9301-41fe87c95ffa,53,,"[76.7, 65.3]",3879850,0,,,,,1.2462447,,Left Foot,,,"[80.3, 76.0]",,Ground Pass,,11.289375,,,,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,From Kick Off,Anderson Hernanes de Carvalho Andrade,25345.0,Center Defensive Midfield,2,Juventus,224,['bf58757e-3fd7-4a73-972e-e1875d5ee1fa'],49,,,,,,,,,,,,,,,,,,Juventus,224,00:00:49.728,Pass,
,,,,,,,,,,,,,,,,,,,2.97017,,,,,,,,,,,,,e9dee3dd-97a3-404c-bb34-bb1c2d525a36,58,,"[78.7, 74.7]",3879850,0,,,,,-3.0644732,,Right Foot,,,"[56.7, 73.0]",,Ground Pass,,22.065584,,,,,Daniele Rugani,6953.0,,,,,,1,From Kick Off,Juan Guillermo Cuadrado Bello,5689.0,Right Wing Back,2,Juventus,224,"['8e4ba7b3-134b-48f2-a18c-dcd90c9d2112', 'a18bb3ad-1e31-4145-a46c-f56f72ec3d96']",52,,,,,,,,,,,,,,,,,,Juventus,224,00:00:52.373,Pass,True
,,,,,,,,,,,,,,,,,,,1.136878,,,,,,,,,,,,,01e22dc6-c227-4845-92e0-a7cfaabf50e5,61,,"[56.7, 70.9]",3879850,0,,,,,-0.8012698,,Left Foot,,,"[62.9, 64.5]",,Ground Pass,,8.910667,,,,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,1,From Kick Off,Daniele Rugani,6953.0,Right Center Back,2,Juventus,224,['b51ecd37-d250-44db-8d9d-fc0078edb43f'],56,,,,,,,,,,,,,,,,,,Juventus,224,00:00:56.504,Pass,
,,,,,,,,,,,,,,,,,,,1.794405,,,,,,,,,,,,,9efa8f14-db10-4176-ac4e-3fd1752bc2c0,64,,"[62.6, 64.5]",3879850,0,,,,,2.9068701,,Left Foot,,,"[48.8, 67.8]",,Ground Pass,,14.18908,,,,,Daniele Rugani,6953.0,,,,,,1,From Kick Off,Anderson Hernanes de Carvalho Andrade,25345.0,Center Defensive Midfield,2,Juventus,224,['c1ab0613-92b6-40d9-9fa5-0b49c0279aaf'],57,,,,,,,,,,,,,,,,,,Juventus,224,00:00:57.722,Pass,
,,,,,,,,,,,,,,,,,,,2.21015,,,,,,,,,,,,,df107065-7e06-489a-8006-12ba55324c2d,67,,"[39.4, 59.7]",3879850,1,,,,,-2.3815699,,Right Foot,,,"[19.2, 40.5]",,Ground Pass,,27.868979,,,,,Gianluigi Buffon,6949.0,,,,,,1,From Kick Off,Daniele Rugani,6953.0,Right Center Back,2,Juventus,224,['50cfa438-40e0-4ba1-9788-a060f8e47ce3'],0,,,,,,,,,,,,,,,,,,Juventus,224,00:01:00.915,Pass,
,,,,,,,,,,,,,,,,,,,1.70469,,,,,,,,,,,,,e8e609d1-84e5-4bb7-9ea0-49aa2b61c47b,70,,"[19.4, 39.2]",3879850,1,,,,,1.549966,,Right Foot,,,"[19.9, 63.2]",,Ground Pass,,24.005207,,,,,Daniele Rugani,6953.0,,,,,,1,From Kick Off,Gianluigi Buffon,6949.0,Goalkeeper,2,Juventus,224,['6df58c91-0f18-4547-b853-8f6b73c57b4c'],3,,,,,,,,,,,,,,,,,,Juventus,224,00:01:03.769,Pass,
,,,,,,,,,,,,,,,,,,,1.271114,,,,,,,,,,,,,e1205cc4-ea8e-475f-9810-d1de340780e7,73,,"[27.9, 75.3]",3879850,1,,,,,0.4386528,,Left Foot,,,"[36.0, 79.1]",,Ground Pass,,8.947066,,,,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,From Kick Off,Daniele Rugani,6953.0,Right Center Back,2,Juventus,224,['9513ba16-3cc2-4e44-8a5b-3b85fd58091b'],10,,,,,,,,,,,,,,,,,,Juventus,224,00:01:10.065,Pass,
,,,,,,,,,,,,,,,,,,,0.847443,,,,,,,,,,,,,a03d3a03-9d4f-4f8a-9f2d-0e668991a76f,80,,"[47.5, 77.8]",3879850,1,,,,,-0.55640393,,Right Foot,,,"[63.9, 67.6]",,Ground Pass,,19.313208,,,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Kick Off,Juan Guillermo Cuadrado Bello,5689.0,Right Wing Back,2,Juventus,224,['e60ba94c-eaa6-4ed7-80a4-8a242a48d669'],14,,,,,,,,,,,,,,,,,,Juventus,224,00:01:14.066,Pass,
,,,,,,,,,,,,,,,,,,,2.747489,,,,,,,,,,,,,f0721749-22bb-4932-8d20-a3cc44302f68,88,,"[66.0, 71.4]",3879850,2,,,,,-1.7796403,,Right Foot,,,"[55.7, 22.8]",,High Pass,,49.679474,,,,,Patrice Evra,20008.0,,True,,,Free Kick,1,From Free Kick,Paul Pogba,20004.0,Right Center Midfield,3,Juventus,224,['6eca3c48-54e2-4b8f-a65b-c5c5964747ad'],13,,,,,,,,,,,,,,,,,,Juventus,224,00:02:13.141,Pass,
,,,,,,,,,,,,,,,,,,,0.839323,,,,,,,,,,,,,fa66a990-89cd-441b-82a5-4c6e4abf5841,91,,"[57.0, 17.0]",3879850,2,,,,,-0.3142319,,Left Foot,,,"[69.0, 13.1]",,Ground Pass,,12.617845,,,,,Kwadwo Asamoah,6940.0,,,,,,1,From Free Kick,Patrice Evra,20008.0,Left Center Back,3,Juventus,224,['5e1caf74-17e0-45e6-86f8-96a3ff50d881'],17,,,,,,,,,,,,,,,,,,Juventus,224,00:02:17.303,Pass,
,,,,,,,,,,,,,,,,,,,1.163343,,,,,,,,,,,,,04057196-5039-46cd-bbed-25321a2dc9ce,95,,"[68.3, 13.9]",3879850,2,,,,,-2.7143528,,Left Foot,,,"[56.0, 8.3]",,Ground Pass,,13.514807,,,,,Patrice Evra,20008.0,,,,,,1,From Free Kick,Kwadwo Asamoah,6940.0,Left Center Midfield,3,Juventus,224,['2b1fc029-8c2d-4975-83e8-0001c088fe46'],18,,,,,,,,,,,,,,,,,,Juventus,224,00:02:18.777,Pass,
,,,,,,,,,,,,,,,,,,,1.178903,,,,,,,,,,,,,1d5f4823-8c08-4d7a-908e-1030aadae49f,97,,"[55.2, 8.3]",3879850,2,,,,,0.02272336,,Left Foot,,,"[77.2, 8.8]",,Ground Pass,,22.005682,,,,,Mario Mandžukić,5472.0,,,,,,1,From Free Kick,Patrice Evra,20008.0,Left Center Back,3,Juventus,224,['f000a66f-8a48-4740-829d-ee030e0f584f'],19,,,,,,,,,,,,,,,,,,Juventus,224,00:02:19.940,Pass,
,,,,,,,,,,,,,,,,,,,0.298306,,,,,,,,,,,,,45a06ac7-3bd6-4a7c-a14d-28657c78bf14,100,,"[78.7, 9.0]",3879850,2,,,,,-2.5329034,,Right Foot,,,"[75.4, 6.7]",,Low Pass,,4.022437,,,Incomplete,,,,,,,,,1,From Free Kick,Mario Mandžukić,5472.0,Right Center Forward,3,Juventus,224,"['27cf658c-749e-4967-895f-51418efe680c', '2d584276-8c25-4405-9c6e-c756094607a1']",21,,,,,,,,,,,,,,,,,,Juventus,224,00:02:21.119,Pass,True
,,,,,,,,,,,,,,,,,,,1.590055,,,,,,,,,,,,,9e3e9cb1-e333-4d1c-b80c-eb0b656db8d1,109,,"[57.5, 16.2]",3879850,2,,,,,2.5480895,,Left Foot,,,"[36.6, 30.3]",,Ground Pass,,25.211506,,,,,Leonardo Bonucci,7173.0,,,,,,1,From Free Kick,Kwadwo Asamoah,6940.0,Left Center Midfield,3,Juventus,224,"['21c0a7f3-0d42-431e-9c95-ad18abf9efaf', 'c5afe539-6052-41d7-9482-847c8638ce3d']",25,,,,,,,,,,,,,,,,,,Juventus,224,00:02:25.809,Pass,True
,,,,,,,,,,,,,,,,,,,2.091304,,,,,,,,,,,,,7cb0d01d-8389-4ee8-a252-196695243674,112,,"[35.5, 34.1]",3879850,2,,,,,1.2819078,,Left Foot,,,"[44.0, 62.7]",,Ground Pass,,29.836388,,,,,Daniele Rugani,6953.0,,,,,,1,From Free Kick,Leonardo Bonucci,7173.0,Center Back,3,Juventus,224,['e11f91c7-bbbc-460a-9435-3db7ac13fad4'],28,,,,,,,,,,,,,,,,,,Juventus,224,00:02:28.431,Pass,
,,,,,,,,,,,,,,,,,,,1.285759,,,,,,,,,,,,,8993dff5-2839-4a53-a54a-68ffbcaaa9a1,115,,"[45.2, 64.8]",3879850,2,,,,,0.78156674,,Right Foot,,,"[58.3, 77.8]",,Ground Pass,,18.455622,,,,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,From Free Kick,Daniele Rugani,6953.0,Right Center Back,3,Juventus,224,['fcf1ad49-3d91-4466-8b2b-5e825adcb99a'],31,,,,,,,,,,,,,,,,,,Juventus,224,00:02:31.439,Pass,
,,,,,,,,,,,,,,,,,,,1.093647,,,,,,,,,,,,,e2ed7241-5dd2-47aa-aacd-1aa8b3e160f6,118,,"[58.8, 77.0]",3879850,2,,,,,0.06494917,,Right Foot,,,"[71.1, 77.8]",,Low Pass,,12.325989,,,,,Paul Pogba,20004.0,,,,,,1,From Free Kick,Juan Guillermo Cuadrado Bello,5689.0,Right Wing Back,3,Juventus,224,['89d06ae9-5e0d-41b7-a0bc-8eee1799c14e'],34,,,,,,,,,,,,,,,,,,Juventus,224,00:02:34.085,Pass,
,,,,,,,,,,,,,,,,,,,0.845516,,,,,,,,,,,,,4b776f47-caea-4889-b715-3cbcc51b5bc6,122,,"[70.0, 78.3]",3879850,2,,,,,-1.9472866,,Right Foot,,,"[68.3, 74.0]",,Low Pass,,4.6238513,,,Incomplete,,Juan Guillermo Cuadrado Bello,5689.0,,,,,,1,From Free Kick,Paul Pogba,20004.0,Right Center Midfield,3,Juventus,224,"['58db0e75-f544-497e-b930-1946f69f115f', 'bcc450ac-ac87-4a1d-ac54-bf1c630279e9', 'cb15eaf3-bc2a-4ece-ae0d-11924f892a5e']",35,,,,,,,,,,,,,,,,,,Juventus,224,00:02:35.229,Pass,True
,,,,,,,,,,,,,,,,,,,1.475327,,,,,,,,,,,,,7449bde8-52ac-4177-bb45-096bbbe56503,129,,"[102.5, 80.0]",3879850,2,,,,,-1.8692952,,,,,"[95.3, 56.6]",,High Pass,,24.482647,,,,,Álvaro Borja Morata Martín,3477.0,,,,,Throw-in,1,From Throw In,Juan Guillermo Cuadrado Bello,5689.0,Right Wing Back,4,Juventus,224,['b4b874cf-3e05-4843-a700-85b733c24be3'],50,,,,,,,,,,,,,,,,,,Juventus,224,00:02:50.871,Pass,
,,,,,,,,,,,,,,,,,,,0.89891,,,,,,,,,,,,,f34d79fe-8a1b-4d1b-86e6-bb428271f612,134,,"[89.5, 56.6]",3879850,2,,,,,-1.8611983,,Right Foot,,,"[86.9, 47.9]",,Ground Pass,,9.080198,,,Incomplete,,Anderson Hernanes de Carvalho Andrade,25345.0,,,,,,1,From Throw In,Álvaro Borja Morata Martín,3477.0,Left Center Forward,4,Juventus,224,"['5d4ee164-3ed3-4db6-9542-56574434671a', '5e0d2103-17aa-48cf-a072-60fefc93e393', '8517f4a6-6710-43ff-bbcb-df0e20dc267d', 'ae7617c7-ef5d-4817-b2b9-84b435ba99bd']",54,,,,,,,,,,,,,,,,,,Juventus,224,00:02:54.452,Pass,True
