ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.255724,,,,,,,,,,,bdecc4bb-d155-4940-8231-77baf1daedb3,18,,,"[29.2, 26.1]",3878543,0,,,,,1.3483961,,Left Foot,,,"[40.1, 74.3]",,High Pass,,49.417103,,,,,Andrea Masiello,6992.0,,True,,,,1,From Kick Off,Nicolò Cherubin,45590.0,Left Center Back,2,Atalanta,228,['d6b113bc-d376-45f8-bf5e-8be3ecb64b5c'],11,,,,,,,,,,,,,,,,Atalanta,228,00:00:11.628,Pass,
,,,,,,,,,,,,,,,,1.450742,,,,,,,,,,,c6e326f1-b8fd-497f-a006-9913f04464c1,21,,,"[40.1, 74.3]",3878543,0,,,,,-0.12095365,,Right Foot,,,"[58.2, 72.1]",,Ground Pass,,18.233212,,,,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Kick Off,Andrea Masiello,6992.0,Right Back,2,Atalanta,228,['636a9907-a45b-4d1d-99d2-4b7ac0a68f2b'],15,,,,,,,,,,,,,,,,Atalanta,228,00:00:15.409,Pass,
,,,,,,,,,,,,,,,,0.81546,,,,,,,,,,,fa3ad9f8-f3d9-4351-aa20-30ab6e3d37b5,26,,,"[49.6, 69.5]",3878543,0,,,,,-2.4592762,,Right Foot,,,"[44.8, 65.6]",,Ground Pass,,6.1846585,,,,,Marten de Roon,6994.0,,,,,,1,From Kick Off,Maximiliano Nicol Moralez,12759.0,Right Wing,2,Atalanta,228,"['8b858280-dede-44dc-a212-40311296ff24', 'f6c4129c-ef74-48d4-abfb-83f7a5abea10']",18,,,,,,,,,,,,,,,,Atalanta,228,00:00:18.132,Pass,True
,,,,,,,,,,,,,,,,1.231657,,,,,,,,,,,850b5935-1be2-4264-a215-f00d391bacfb,29,,,"[44.8, 65.6]",3878543,0,,,,,1.5019399,,Right Foot,,,"[45.4, 74.3]",,Ground Pass,,8.720665,,,,,Andrea Masiello,6992.0,,,,,,1,From Kick Off,Marten de Roon,6994.0,Center Defensive Midfield,2,Atalanta,228,['ccc252ca-08c1-43fd-bba8-066bbd0da782'],18,,,,,,,,,,,,,,,,Atalanta,228,00:00:18.987,Pass,
,,,,,,,,,,,,,,,,3.754276,,,,,,,,,,,ac972e12-1574-4e5e-aef2-f836e8358a5b,32,,,"[47.0, 74.5]",3878543,0,,,,,0.07564998,,Right Foot,,,"[87.9, 77.6]",,High Pass,,41.017315,,,Incomplete,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Kick Off,Andrea Masiello,6992.0,Right Back,2,Atalanta,228,"['254a0690-728d-4ed9-96e3-1cf7cc16d494', 'c45c4bf2-94c8-40e7-8ab1-6bc68c4099c2']",21,,,,,,,,,,,,,,,,Atalanta,228,00:00:21.452,Pass,
,,,,,,,,,,,,,,,,1.891381,,,,,,,,,,,7d2fc76a-3dd7-4e0e-977f-828416ed1c38,43,,,"[13.5, 0.1]",3878543,0,,,,,0.1563489,,,,,"[33.8, 3.3]",,High Pass,,20.550669,,,Incomplete,,Geoffrey Kondogbia,6589.0,,,,,Throw-in,1,From Throw In,Juan Guilherme Nunes Jesus,6969.0,Left Back,3,Inter Milan,238,"['04b76e08-75b8-49ee-ac6a-1f1516ca10a3', 'fe67cfe5-d0dc-4e95-8a7d-f14a587fae5b']",49,,,,,,,,,,,,,,,,Inter Milan,238,00:00:49.824,Pass,
,,,,,,,,,,,,,,,,1.637569,,,,,,,,,,,455d57b2-4a73-40b4-b02d-df9e31049510,48,,,"[28.0, 15.0]",3878543,0,,,,,1.9780521,,Right Foot,,,"[19.2, 35.4]",,Ground Pass,,22.21711,,,,,João Miranda de Souza Filho,5551.0,,,,,,1,From Throw In,Assane Demoya Gnoukouri,40348.0,Center Defensive Midfield,3,Inter Milan,238,['28af1b8b-e8a9-4dfd-9fac-f87ea84e5977'],53,,,,,,,,,,,,,,,,Inter Milan,238,00:00:53.787,Pass,
,,,,,,,,,,,,,,,,1.191136,,,,,,,,,,,872e700d-0298-4852-9dc1-7e28e17722a7,51,,,"[33.5, 57.0]",3878543,1,,,,,-1.5293263,,Right Foot,,,"[34.5, 32.9]",,Ground Pass,,24.120737,,,,,Assane Demoya Gnoukouri,40348.0,,,,,,1,From Throw In,João Miranda de Souza Filho,5551.0,Right Center Back,3,Inter Milan,238,['54e3de4b-3ab0-471d-934a-582c58479263'],0,,,,,,,,,,,,,,,,Inter Milan,238,00:01:00.705,Pass,
,,,,,,,,,,,,,,,,1.521925,,,,,,,,,,,0958e4cb-e62b-4b20-b5af-cb1a6531d884,54,,,"[36.8, 32.9]",3878543,1,,,,,-1.4072536,,Right Foot,,,"[41.8, 2.6]",,Ground Pass,,30.70977,,,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,From Throw In,Assane Demoya Gnoukouri,40348.0,Center Defensive Midfield,3,Inter Milan,238,['5cb3f698-815a-4e2e-ac9a-ff2ec694588e'],3,,,,,,,,,,,,,,,,Inter Milan,238,00:01:03.390,Pass,
,,,,,,,,,,,,,,,,3.747996,,,,,,,,,,,054fd052-5224-4966-93c9-6734c3ed23f6,57,,,"[41.5, 2.1]",3878543,1,,,,,2.206018,,Left Foot,,,"[15.7, 37.1]",,Ground Pass,,43.48149,,,,,Samir Handanovič,7001.0,,,,,,1,From Throw In,Juan Guilherme Nunes Jesus,6969.0,Left Back,3,Inter Milan,238,['38f4435e-6c52-4cef-9914-cfed77af51a2'],6,,,,,,,,,,,,,,,,Inter Milan,238,00:01:06.508,Pass,
,,,,,,,,,,,,,,,,1.992891,,,,,,,,,,,d7dd09d6-8cf9-4d14-90ea-5c81caa8c932,59,,,"[15.7, 37.1]",3878543,1,,,,,0.9487643,,Left Foot,,,"[27.1, 53.0]",,Ground Pass,,19.564508,,,,,João Miranda de Souza Filho,5551.0,,,,,,1,From Throw In,Samir Handanovič,7001.0,Goalkeeper,3,Inter Milan,238,['90859197-1d4c-4869-8646-82d139192dbe'],10,,,,,,,,,,,,,,,,Inter Milan,238,00:01:10.256,Pass,
,,,,,,,,,,,,,,,,1.987298,,,,,,,,,,,375d7c84-b6e4-42ce-a82b-d7898bd27dd9,62,,,"[30.3, 51.3]",3878543,1,,,,,-1.4593717,,Right Foot,,,"[33.5, 22.7]",,Ground Pass,,28.778463,,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,From Throw In,João Miranda de Souza Filho,5551.0,Right Center Back,3,Inter Milan,238,['783d657e-a3be-4d2e-8307-c93c8de817d4'],13,,,,,,,,,,,,,,,,Inter Milan,238,00:01:13.869,Pass,
,,,,,,,,,,,,,,,,1.202307,,,,,,,,,,,d0922641-8f2d-4716-ae1d-de9dd5afa875,65,,,"[44.7, 15.3]",3878543,1,,,,,0.98412883,,Right Foot,,,"[56.2, 32.6]",,Ground Pass,,20.77354,,,,,Assane Demoya Gnoukouri,40348.0,,,,,,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,3,Inter Milan,238,['58e3be20-cb24-44de-a468-76f01f4aabc3'],19,,,,,,,,,,,,,,,,Inter Milan,238,00:01:19.099,Pass,
,,,,,,,,,,,,,,,,2.196182,,,,,,,,,,,496e63c6-316b-4656-b20a-b89e3f8bd9c4,68,,,"[63.6, 32.9]",3878543,1,,,,,0.82109725,,Left Foot,,,"[90.6, 61.9]",,High Pass,,39.623226,,,Incomplete,,Davide Santon,6999.0,,,,,,1,From Throw In,Assane Demoya Gnoukouri,40348.0,Center Defensive Midfield,3,Inter Milan,238,"['36274459-8ee7-4fb8-9e6d-57e31fe3e725', '3b80cbad-2949-4536-8ed8-cb45ba46c5cf']",21,,,,,,,,,,,,,,,,Inter Milan,238,00:01:21.710,Pass,
,,,,,,,,,,,,,,,,1.458311,,,,,,,,,,,6833ff92-4aa0-42d4-b2d0-b3eb19d3418c,73,,,"[23.0, 7.7]",3878543,1,,,,,2.6130645,,Right Foot,,,"[9.3, 15.7]",,Ground Pass,,15.86474,,,,,Nicolò Cherubin,45590.0,,,,,,1,From Throw In,Boukary Dramé,11722.0,Left Back,3,Inter Milan,238,['e65ea746-710f-4387-92c1-4c0eb5c3586f'],29,,,,,,,,,,,,,,,,Atalanta,228,00:01:29.486,Pass,
,,,,,,,,,,,,,,,,1.750384,,,,,,,,,,,25becb01-2fa7-4c0c-a0e4-6c6e876b3d96,77,,,"[12.3, 15.6]",3878543,1,,,,,0.0,,Left Foot,,,"[48.7, 15.6]",,High Pass,,36.4,,,Incomplete,,Germán Gustavo Denis,49439.0,,,,,,1,From Throw In,Nicolò Cherubin,45590.0,Left Center Back,3,Inter Milan,238,"['90b305dc-5aed-4009-b0b6-2f69ffe83391', '9d149bb0-fce5-4d04-bc4d-575ce30b90f0', 'e9b89187-778b-4ec3-8249-894dd797f2f5']",31,,,,,,,,,,,,,,,,Atalanta,228,00:01:31.024,Pass,True
,,,,,,,,,,,,,,,,1.690265,,,,,,,,,,,c5a1156d-3f2d-4d93-b18b-4c817c0c4f70,82,,,"[70.5, 65.1]",3878543,1,,,,,-0.350605,,Right Foot,,,"[88.0, 58.7]",,High Pass,,18.633572,,,,,Rodrigo Sebastián Palacio,7165.0,,,,,,1,From Throw In,Assane Demoya Gnoukouri,40348.0,Center Defensive Midfield,3,Inter Milan,238,['0cce2768-80fc-4253-9c87-908d751fbd99'],33,,,,,,,,,,,,,,,,Inter Milan,238,00:01:33.801,Pass,
,,,,,,,,,,,,,,,,1.301463,,,,,,,,,,,1bab8c02-86c0-4189-b34d-5ac224e81ddc,85,,,"[88.0, 58.7]",3878543,1,,,,,2.5148497,,Right Foot,,,"[82.2, 62.9]",,Low Pass,,7.1610055,,,,,Marcelo Brozović,5469.0,,,,,,1,From Throw In,Rodrigo Sebastián Palacio,7165.0,Right Center Forward,3,Inter Milan,238,['5daeb147-a066-4199-88ec-3e15633d9d6a'],36,,,,,,,,,,,,,,,,Inter Milan,238,00:01:36.019,Pass,
,,,,,,,,,,,,,,,,0.692504,,,,,,,,,,,42100a17-fd84-44d8-bba6-28b071662964,88,,,"[84.5, 62.9]",3878543,1,,,,,1.1109655,,Right Foot,,,"[89.7, 73.4]",,Ground Pass,,11.717082,,,,,Mauro Emanuel Icardi Rivero,6987.0,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Center Attacking Midfield,3,Inter Milan,238,['5fc00f00-9e98-426c-aa83-d30e16a72343'],37,,,,,,,,,,,,,,,,Inter Milan,238,00:01:37.682,Pass,
,,,,,,,,,,,,,,,,2.669811,,,,,,,,,,,4c51dc86-257f-4b3a-bee0-b5eac5fea64f,91,,,"[90.6, 73.4]",3878543,1,,,,,-0.25121558,,Right Foot,,,"[113.2, 67.6]",,Ground Pass,,23.33238,True,,Incomplete,,Marcelo Brozović,5469.0,,,,,,1,From Throw In,Mauro Emanuel Icardi Rivero,6987.0,Left Center Forward,3,Inter Milan,238,"['1e142b0f-1da1-400f-bd87-cbb23fe5200d', 'ba5e9298-4f4f-48f9-96d3-ca67d601110e']",38,,,,,,,,,,,,,,,,Inter Milan,238,00:01:38.792,Pass,
,,,,,,,,,,,,,,,,2.518123,,,,,,,,,,,4b2e7dab-67db-424b-bd8c-189c5732449c,96,,,"[14.8, 16.9]",3878543,1,,,,,0.06401498,,Right Foot,,,"[53.8, 19.4]",,High Pass,,39.080048,,,,,Germán Gustavo Denis,49439.0,,,,,,1,From Counter,Marten de Roon,6994.0,Center Defensive Midfield,4,Atalanta,228,['3544572a-7414-4933-8866-a56008fd403a'],43,,,,,,,,,,,,,,,,Atalanta,228,00:01:43.005,Pass,
,,,,,,,,,,,,,,,,0.539038,,,,,,,,,,,60f0b5af-4822-4397-bfc5-85dc4cee9559,100,,,"[50.1, 17.2]",3878543,1,,,,,-1.5707964,,Right Foot,,,"[50.1, 14.7]",,Ground Pass,,2.5,,,,,Alejandro Darío Gómez,7006.0,,,,,,1,From Counter,Germán Gustavo Denis,49439.0,Center Forward,4,Atalanta,228,['4544b5b7-778d-43c6-ad2c-3f43c5110499'],46,,,,,,,,,,,,,,,,Atalanta,228,00:01:46.507,Pass,
,,,,,,,,,,,,,,,,3.13014,,,,,,,,,,,527fc9d7-661d-4efa-bdd8-c4e55786f078,104,,,"[63.4, 17.9]",3878543,1,,,,,0.1882215,,Left Foot,,,"[101.2, 25.1]",,Ground Pass,,38.479607,,,Incomplete,,Maximiliano Nicol Moralez,12759.0,,,,,,1,From Counter,Alejandro Darío Gómez,7006.0,Left Wing,4,Atalanta,228,"['d3de2268-101f-4a64-8823-f3ccf576999a', 'deaf21c2-6b08-4987-9352-68bc8a01324a']",49,,,,,,,,,,,,,,,,Atalanta,228,00:01:49.339,Pass,
,,,,,,,,,,,,,,,,1.286723,,,,,,,,,,,d3de2268-101f-4a64-8823-f3ccf576999a,106,,,"[18.9, 55.0]",3878543,1,,,,,-2.4946473,,Left Foot,,,"[5.0, 44.5]",,Ground Pass,,17.420103,,,,,Samir Handanovič,7001.0,,,,,Recovery,1,Regular Play,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,5,Inter Milan,238,"['527fc9d7-661d-4efa-bdd8-c4e55786f078', 'cf05df56-3d07-4f13-ad99-67605017d27d']",52,,,,,,,,,,,,,,,,Inter Milan,238,00:01:52.469,Pass,
,,,,,,,,,,,,,,,,1.971069,,,,,,,,,,,920aecb3-892d-4c6b-9c00-200b7ea45887,110,,,"[8.2, 39.6]",3878543,1,,,,,-1.0525954,,Left Foot,,,"[21.2, 16.8]",,Ground Pass,,26.245762,,,,,Juan Guilherme Nunes Jesus,6969.0,,,,,,1,Regular Play,Samir Handanovič,7001.0,Goalkeeper,5,Inter Milan,238,['205b9083-eb47-4650-ae8a-e2599e5d3f74'],55,,,,,,,,,,,,,,,,Inter Milan,238,00:01:55.611,Pass,
,,,,,,,,,,,,,,,,2.19394,,,,,,,,,,,c2a6519c-e132-4623-9e8f-9a06442e19e8,113,,,"[26.1, 2.6]",3878543,2,,,,,0.40839747,,Left Foot,,,"[53.6, 14.5]",,High Pass,,29.964312,,,Incomplete,,Marcelo Brozović,5469.0,,,,,,1,Regular Play,Juan Guilherme Nunes Jesus,6969.0,Left Back,5,Inter Milan,238,"['1395e8d8-143a-4ab1-b51e-7483f11d79e2', 'e493e337-c54d-4b7d-b18d-1c4a5373a333']",0,,,,,,,,,,,,,,,,Inter Milan,238,00:02:00.192,Pass,
,,,,,,,,,,,,,,,,1.835769,,,,,,,,,,,e493e337-c54d-4b7d-b18d-1c4a5373a333,116,,,"[66.5, 65.6]",3878543,2,,,,True,0.057080783,,,,,"[84.0, 66.6]",,Low Pass,,17.528547,,,,,Germán Gustavo Denis,49439.0,,,,,Recovery,1,Regular Play,Guglielmo Stendardo,40426.0,Right Center Back,5,Inter Milan,238,"['395596d6-c773-40ee-8220-51dfe8e72bfb', '44b321e6-8538-4604-aee0-6f7ce5b9fcd7', 'c2a6519c-e132-4623-9e8f-9a06442e19e8']",2,,,,,,,,,,,,,,,,Atalanta,228,00:02:02.386,Pass,True
,,,,,,,,,,,,,,,,0.604141,,,,,,,,,,,f25a4ccd-e7ad-4bd6-8f24-ec73ad7a1fc1,120,,,"[83.1, 75.0]",3878543,2,,,,,1.5707964,,Right Foot,,,"[83.1, 78.0]",,Ground Pass,,3.0,,,Incomplete,,Carlos Emilio Carmona Tello,35923.0,,,,,,1,Regular Play,Germán Gustavo Denis,49439.0,Center Forward,5,Inter Milan,238,"['87504a8f-9949-451b-ae41-ae3399ec0f25', 'de39eda4-5c56-434b-b9ec-60f30ca1b883']",5,,,,,,,,,,,,,,,,Atalanta,228,00:02:05.308,Pass,
,,,,,,,,,,,,,,,,0.979385,,,,,,,,,,,6140f067-1d6c-4762-ada4-65fe16a06829,125,,,"[30.5, 1.8]",3878543,2,,,,,1.4975332,,Left Foot,,,"[31.3, 12.7]",,Ground Pass,,10.929318,,,,,Assane Demoya Gnoukouri,40348.0,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Left Center Midfield,5,Inter Milan,238,"['3358b6a9-5295-4435-9318-3f3149add9d6', '78ed451c-6188-44d3-8db4-f3ed44eaf690']",7,,,,,,,,,,,,,,,,Inter Milan,238,00:02:07.283,Pass,True
,,,,,,,,,,,,,,,,1.368037,,,,,,,,,,,0b5b217c-2195-4f34-92b8-cbef89650cf8,128,,,"[31.3, 16.3]",3878543,2,,,,,2.1530435,,Right Foot,,,"[20.7, 32.4]",,Ground Pass,,19.276152,,,,,João Miranda de Souza Filho,5551.0,,,,,,1,Regular Play,Assane Demoya Gnoukouri,40348.0,Center Defensive Midfield,5,Inter Milan,238,['b92dfed6-c761-4166-8bcb-fa474aa804fa'],9,,,,,,,,,,,,,,,,Inter Milan,238,00:02:09.033,Pass,
,,,,,,,,,,,,,,,,1.684688,,,,,,,,,,,18b14c67-9110-48d3-9e29-3c33bd35fae5,131,,,"[22.4, 38.1]",3878543,2,,,,,1.384182,,Right Foot,,,"[27.8, 66.7]",,Ground Pass,,29.105326,,,,,Davide Santon,6999.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,5,Inter Milan,238,['b99d0d64-20e6-4537-9d17-8b58a01c2375'],12,,,,,,,,,,,,,,,,Inter Milan,238,00:02:12.929,Pass,
,,,,,,,,,,,,,,,,1.608858,,,,,,,,,,,fc2e1e6a-1ef7-4902-858a-cf1a547a92e1,134,,,"[28.1, 66.7]",3878543,2,,,,,-1.2525382,,Right Foot,,,"[36.6, 40.9]",,Ground Pass,,27.164131,,,,,Assane Demoya Gnoukouri,40348.0,,,,,,1,Regular Play,Davide Santon,6999.0,Right Back,5,Inter Milan,238,['253a2cb9-65d2-45b3-877f-a6341edae83e'],16,,,,,,,,,,,,,,,,Inter Milan,238,00:02:16.026,Pass,
