50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.753343,,,,,,,,,,,,,,,6a1f7437-d713-452e-8c0d-65229e413593,15,,"[36.8, 21.1]",3878545,0,,,,,0.084083736,,Left Foot,,,,"[80.7, 24.8]",,High Pass,,44.055645,,Incomplete,,Eder Citadin Martins,7000.0,,,,,,,1,From Kick Off,Andrea Coda,40321.0,Left Center Back,2,Sampdoria,234,"['c3b5fb9b-721e-4870-b99d-8d4d7807c105', 'ee422399-7eab-4212-b01d-08179c3ccc42']",6,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:06.232,Pass,
,,,,,,,,,,,,,,,,,,0.638754,,,,,,,,,,,,,,,e39b3337-8489-45a2-a437-dc486b0f1f16,21,,"[62.7, 36.6]",3878545,0,,,,,-2.8610559,,Right Foot,,,,"[56.8, 34.9]",,Ground Pass,,6.140033,,,,Fernando Lucas Martins,16586.0,,,,,,,1,From Kick Off,Dávid Ivan,36364.0,Right Center Midfield,2,Sampdoria,234,['dbbea290-feda-4536-be5b-7416bd9ebd8e'],11,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:11.165,Pass,
,,,,,,,,,,,,,,,,,,2.336682,,,,,,,,,,,,,,,ced763a3-52c9-411c-a405-f539e9d51f0b,23,,"[56.8, 34.9]",3878545,0,,,,,1.6691177,,Left Foot,,,,"[53.9, 64.3]",,Ground Pass,,29.54268,,,,Mattia Cassani,387417.0,,,,,,,1,From Kick Off,Fernando Lucas Martins,16586.0,Center Defensive Midfield,2,Sampdoria,234,['d62c156c-9b32-48eb-9420-5f3eb5470dff'],11,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:11.804,Pass,
,,,,,,,,,,,,,,,,,,1.280785,,,,,,,,,,,,,,,8aabba85-0ce3-4300-8475-29438d528e73,26,,"[54.4, 64.3]",3878545,0,,,,,-0.9180576,,Right Foot,,,,"[80.7, 29.9]",,Low Pass,,43.30185,,Incomplete,,Eder Citadin Martins,7000.0,,,,,,,1,From Kick Off,Mattia Cassani,387417.0,Right Back,2,Sampdoria,234,"['7f3a73ef-84ed-4561-894c-1a70e94355f5', 'e26edd92-3954-4a24-9968-2db4e02449d9']",15,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:15.595,Pass,
,,,,,,,,,,,,,,,,,,1.152424,,,,,,,,,,,,,,,ad1df5b2-dd06-419a-8535-23ef1cc20154,31,,"[38.4, 38.1]",3878545,0,,,,,0.27829966,,Right Foot,,,,"[52.4, 42.1]",,Ground Pass,,14.56022,,,,Ryder Matos Santos,7696.0,,,,,,,1,Regular Play,Filippo Porcari,387832.0,Right Defensive Midfield,3,Carpi,1683,['00d94628-ac07-439e-8cba-f7ebb8d08372'],18,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:18.242,Pass,
,,,,,,,,,,,,,,,,,,0.918352,,,,,,,,,,,,,,,a68e83fb-da0e-48f4-bfc3-b034b8cfa4da,36,,"[52.7, 42.1]",3878545,0,,,,,-0.07624082,,Right Foot,,,,"[67.1, 41.0]",,Ground Pass,,14.441953,,,,Kevin Lasagna,7793.0,,,,,,,1,Regular Play,Ryder Matos Santos,7696.0,Right Midfield,3,Carpi,1683,"['b6ce95e6-55d3-4cbd-9eb4-eab5112b0b4c', 'd66a1777-4e18-41a2-a6a4-a6a33e88d3a8']",19,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:19.835,Pass,True
,,,,,,,,,,,,,,,,,,1.296373,,,,,,,,,,,,,,,2653d9f8-a947-406a-8693-6f9705965eae,39,,"[65.2, 36.7]",3878545,0,,,,,-1.4936019,,Left Foot,,,,"[66.6, 18.6]",,Ground Pass,,18.154062,,,,Gabriel Moisés Antunes da Silva,3416.0,,,,,,,1,Regular Play,Kevin Lasagna,7793.0,Center Forward,3,Carpi,1683,['9813f9c9-8f2d-44ad-a38e-fa85aea4d5fc'],22,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:22.184,Pass,
,,,,,,,,,,,,,,,,,,1.81439,,,,,,,,,,,,,,,7f920253-eb56-4ec4-aa43-36171c7a6b09,49,,"[70.7, 24.0]",3878545,0,,,,,-1.3990362,,Right Foot,,,,"[74.1, 4.4]",,Ground Pass,,19.892712,,,,Riccardo Gagliolo,11499.0,,,,,,Free Kick,1,From Free Kick,Filippo Porcari,387832.0,Right Defensive Midfield,4,Carpi,1683,['9f77cda4-3c3d-4edb-9a3e-e2dee738941b'],36,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:36.355,Pass,
,,,,,,,,,,,,,,,,,,1.57694,,,,,,,,,,,,,,,2657be27-1ccf-47f2-9713-2ba6242253d5,52,,"[74.1, 4.4]",3878545,0,,,,,0.801563,,Left Foot,,,,"[95.4, 26.4]",,High Pass,,30.621725,,Incomplete,,Andrea Lazzari,387475.0,,,,,,,1,From Free Kick,Riccardo Gagliolo,11499.0,Left Back,4,Carpi,1683,"['9d9264b2-62b7-4c94-8402-1c54c73f6232', 'f74faef9-8985-4646-87d8-a6e20853b308']",39,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:39.359,Pass,
,,,,,,,,,,,,,,,,,,0.813856,,,,,,,,,,,,,,,fc5255a3-fdc6-404e-a2bb-2d20b43eb65a,57,,"[24.3, 58.6]",3878545,0,,,,,-0.3196364,,Right Foot,,,,"[38.5, 53.9]",,Ground Pass,,14.957606,,,,Roberto Soriano,6759.0,,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Center Defensive Midfield,5,Sampdoria,234,"['65863c9f-05e0-44d0-b881-41f2899faab3', 'ae5951b4-3171-47c2-aeb7-c3446f04818f']",41,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:41.844,Pass,True
,,,,,,,,,,,,,,,,,,0.86985,,,,,,,,,,,,,,,4d36c717-760c-4778-903d-21f7fcec58d7,60,,"[39.0, 52.8]",3878545,0,,,,,2.1072319,,Right Foot,,,,"[34.6, 60.2]",,Ground Pass,,8.609298,,,,Fernando Lucas Martins,16586.0,,,,,,,1,Regular Play,Roberto Soriano,6759.0,Center Attacking Midfield,5,Sampdoria,234,"['b260c452-aa2e-406a-886e-00c5452c67be', 'f94a7c51-21ef-4474-8ef5-0fbddec15ff5']",42,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:42.657,Pass,True
,,,,,,,,,,,,,,,,,,1.827446,,,,,,,,,,,,,,,ed03de4d-f957-427b-8277-6371eea971c8,63,,"[34.6, 60.2]",3878545,0,,,,,-1.217806,,Right Foot,,,,"[47.2, 26.0]",,Low Pass,,36.447224,,Incomplete,,Eder Citadin Martins,7000.0,,,,,,,1,Regular Play,Fernando Lucas Martins,16586.0,Center Defensive Midfield,5,Sampdoria,234,"['1d9f27d2-092f-48a7-b89d-48c1d58ab253', '985def5d-bc21-40d7-bb8b-a5f165dd5991']",43,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:00:43.704,Pass,
,,,,,,,,,,,,,,,,,,0.84308,,,,,,,,,,,,,,,df9fde11-8b2c-4a4f-a26c-ad2498a58b22,68,,"[82.1, 70.5]",3878545,0,,,,,0.853255,,Right Foot,,,,"[86.9, 76.0]",,Ground Pass,,7.3,,,,Ryder Matos Santos,7696.0,,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Back,6,Carpi,1683,"['56c25393-b6da-4018-864d-4ffcacd40154', '72962ae4-0d60-4307-a3c0-19bef3b95904']",47,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:47.990,Pass,True
,,,,,,,,,,,,,,,,,,1.176187,,,,,,,,,,,,,,,ed40bb88-c02d-4def-b005-2eb2a8d3492b,71,,"[86.9, 76.0]",3878545,0,,,,,-0.15264933,,Right Foot,,,,"[101.2, 73.8]",,Ground Pass,,14.468241,,,,Gaetano Letizia,7114.0,,,,,,,1,Regular Play,Ryder Matos Santos,7696.0,Right Midfield,6,Carpi,1683,['897ae946-32bd-44df-8d41-e5c0a42a82da'],50,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:50.640,Pass,
,,,,,,,,,,,,,,,,,,0.852643,,,,,,,,,,,,,,,fc74a76a-f22e-4689-8344-0ebabf66d2bd,74,,"[106.4, 75.6]",3878545,0,,,,,-3.0012176,,Right Foot,,,,"[97.2, 74.3]",,Ground Pass,,9.291394,,,,Ryder Matos Santos,7696.0,,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Back,6,Carpi,1683,['9dd66f73-6758-4bf7-bb7b-6443f1819189'],55,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:55.020,Pass,
,,,,,,,,,,,,,,,,,,1.111272,,,,,,,,,,,,,,,2f91c5ad-c835-4418-bb5a-2f0ae13c0441,78,,"[97.4, 73.8]",3878545,0,,,,,-1.6850506,,Right Foot,,,,"[96.0, 61.6]",,Ground Pass,,12.280066,,,,Andrea Lazzari,387475.0,,,,,,,1,Regular Play,Ryder Matos Santos,7696.0,Right Midfield,6,Carpi,1683,"['2fb0923f-ec50-4adb-85f3-8d2d706714b6', '8e1cc027-e4a3-47db-8cc2-82f5cb8be548']",58,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:58.637,Pass,True
,,,,,,,,,,,,,,,,,,0.834185,,,,,,,,,,,,,,,8956731f-3d98-4088-b2c2-a546950bf4ea,82,,"[95.5, 61.4]",3878545,0,,,,,0.65607905,,Left Foot,,,,"[108.1, 71.1]",,Ground Pass,,15.9012575,,Incomplete,,Ryder Matos Santos,7696.0,,,,,,,1,Regular Play,Andrea Lazzari,387475.0,Center Attacking Midfield,6,Carpi,1683,"['2c5567cf-2a4c-4a59-b411-c215f247fded', '84d0d3a0-0fa8-4825-981f-2836cd69a2d8', 'd33fc151-e76a-432b-a7df-bb766853ace6']",59,,,,,,,,,,,,,,,,,,,Carpi,1683,00:00:59.753,Pass,True
,,,,,,,,,,,,,,,,,,2.439432,,,,,,,,,,,,,,,2c5567cf-2a4c-4a59-b411-c215f247fded,84,,"[12.0, 9.0]",3878545,1,,,,,0.8314183,,Right Foot,,,,"[26.5, 24.9]",,Low Pass,,21.51883,,Incomplete,,Fernando Lucas Martins,16586.0,,,,,,Recovery,1,Regular Play,Édgar Osvaldo Barreto Cáceres,7009.0,Left Center Midfield,6,Carpi,1683,"['42712aa1-fd2c-42aa-9792-97d06f88edbb', '8956731f-3d98-4088-b2c2-a546950bf4ea', 'e0e37a66-9db7-49ba-85e5-c74133116505']",0,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:00.588,Pass,
,,,,,,,,,,,,,,,,,,1.81191,,,,,,,,,,,,,,,1e51f56a-84c0-4035-b6fe-d4544e4b4fd5,91,,"[88.9, 67.0]",3878545,1,,,,,0.6489956,,Left Foot,,,,"[97.6, 73.6]",,Ground Pass,,10.920165,,,,Gaetano Letizia,7114.0,,,,,,,1,Regular Play,Andrea Lazzari,387475.0,Center Attacking Midfield,6,Carpi,1683,"['1f773d5e-97f0-40d4-9d83-bfb173cd4b0a', '4c5cd261-c5aa-455c-91e7-48886f4d9102']",4,,,,,,,,,,,,,,,,,,,Carpi,1683,00:01:04.234,Pass,True
,,,,,,,,,,,,,,,,,,0.95797,,,,,,,,,,,,,,,e3ee8a76-5861-42f1-bc19-0fc8e8000bde,94,,"[99.4, 74.6]",3878545,1,,,,,-1.2676195,,Right Foot,,,,"[105.5, 55.1]",,High Pass,,20.431837,,Incomplete,,Kevin Lasagna,7793.0,,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Back,6,Carpi,1683,"['903fb1ec-5b2e-4c48-9548-f8403c2c7d41', 'f56f52dd-d454-4c80-b262-fd5255e63eb6']",6,,,,,,,,,,,,,,,,,,,Carpi,1683,00:01:06.603,Pass,
,,,,,,,,,,,,,,,,,,2.342889,,,,,,,,,,,,,,,3293f0a1-4802-43a7-b434-98a218c65929,98,,"[34.4, 57.5]",3878545,1,,,,,2.1938431,,Right Foot,,,,"[24.7, 71.0]",,Low Pass,,16.623478,,,,Mattia Cassani,387417.0,,,,,,Recovery,1,Regular Play,Luis Fernando Muriel Fruto,6334.0,Right Center Forward,7,Sampdoria,234,"['380cf2cb-5df0-4ad7-bcb7-4c45dccebc31', 'c83c701c-61cc-4e15-b70e-2b759524f956']",10,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:10.098,Pass,True
,,,,,,,,,,,,,,,,,,0.892208,,,,,,,,,,,,,,,5614703d-7ac0-41b7-9123-0f165ac2c01a,101,,"[48.6, 74.7]",3878545,1,,,,,-1.3833672,,Right Foot,,,,"[50.8, 63.1]",,Ground Pass,,11.806778,,,,Dávid Ivan,36364.0,,,,,,,1,Regular Play,Mattia Cassani,387417.0,Right Back,7,Sampdoria,234,['dfc854dd-3ebd-4ec7-b340-ff30850ac019'],15,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:15.194,Pass,
,,,,,,,,,,,,,,,,,,1.47858,,,,,,,,,,,,,,,2b2e76fd-8768-463b-a635-9dc36960dc95,104,,"[50.8, 63.1]",3878545,1,,,,,0.6424941,,Right Foot,,,,"[66.7, 75.0]",,Ground Pass,,19.86001,,,,Mattia Cassani,387417.0,,,,,,,1,Regular Play,Dávid Ivan,36364.0,Right Center Midfield,7,Sampdoria,234,['b0d2d4a2-a27c-4bf2-aa40-a2b64c3061f4'],17,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:17.079,Pass,
,,,,,,,,,,,,,,,,,,0.605142,,,,,,,,,,,,,,,b30f8199-e038-4c55-bd34-ba16d15b9b18,107,,"[82.7, 63.1]",3878545,1,,,,,-0.3665754,,Right Foot,,,,"[93.9, 58.8]",,Ground Pass,,11.997083,,Incomplete,,Eder Citadin Martins,7000.0,,,,,,,1,Regular Play,Mattia Cassani,387417.0,Right Back,7,Sampdoria,234,"['051507d9-53fe-4ea1-a299-be7b9c4ea2ea', 'cb368749-1dd7-4530-834a-bfb2f16a112f']",20,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:20.410,Pass,
,,,,,,,,,,,,,,,,,,1.548355,,,,,,,,,,,,,,,365a74a4-7495-4411-ae30-a26685268efd,113,,"[83.1, 63.8]",3878545,1,,,,,2.5588531,,Left Foot,,,,"[69.9, 72.5]",,Ground Pass,,15.809175,,,,Dávid Ivan,36364.0,,,,,,,1,Regular Play,Mattia Cassani,387417.0,Right Back,7,Sampdoria,234,"['67583019-6de2-4720-b78e-aad09b1d6024', 'efcd830c-0596-4c26-b34d-4867b4e87762']",23,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:23.506,Pass,True
,,,,,,,,,,,,,,,,,,0.323781,,,,,,,,,,,,,,,238673e4-97a6-4824-8a7f-ec508961f119,118,,"[84.5, 77.9]",3878545,1,,,,,-1.3352513,,Right Foot,,,,"[85.1, 75.4]",,Ground Pass,,2.570992,,Incomplete,,Roberto Soriano,6759.0,,,,,,,1,Regular Play,Dávid Ivan,36364.0,Right Center Midfield,7,Sampdoria,234,"['5f325c40-236f-4213-a702-d7a709d50985', 'ba92d97d-c41a-40e0-8424-2cecb0badbef', 'e5c94a3c-ff61-43a2-a299-3e7f5a361ebb']",28,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:01:28.374,Pass,True
,,,,,,,,,,,,,,,,,,0.302522,,,,,,,,,,,,,,,d6de3f07-1ef0-443c-a403-3d3b56b83ed5,124,,"[2.0, 8.0]",3878545,1,,,,,-0.5880026,,Left Foot,,,,"[5.6, 5.6]",,Low Pass,,4.3266616,,Incomplete,,,,,,,,,,1,Regular Play,Riccardo Gagliolo,11499.0,Left Back,7,Sampdoria,234,"['82ca91dd-7b6d-406f-8abb-8aa2d46ebe53', 'e8920274-9727-4fea-905a-649f36d40a19']",32,,,,,,,,,,,,,,,,,,,Carpi,1683,00:01:32.659,Pass,True
,,,,,,,,,,,,,,,,,,1.800294,,,,,,,,,,,,,,,26086f03-f20a-4617-b494-2a3b53aa1325,129,,"[16.1, 0.1]",3878545,1,,,,,0.17286061,,,,,,"[47.6, 5.6]",,High Pass,,31.976553,,Incomplete,,Kevin Lasagna,7793.0,,,,,,Throw-in,1,From Throw In,Riccardo Gagliolo,11499.0,Left Back,8,Carpi,1683,"['19cda2bc-e816-4fc8-a6e0-afd347fb09d1', '64e8d126-2616-4fb8-991d-7dee923a4599']",53,,,,,,,,,,,,,,,,,,,Carpi,1683,00:01:53.723,Pass,
,,,,,,,,,,,,,,,,,,1.482328,,,,,,,,,,,,,,,eb5763c7-e655-4cc3-92ab-ca11e3ad2bf4,135,,"[63.4, 60.4]",3878545,2,,,,,1.0104364,,Right Foot,,,,"[73.0, 75.7]",,Ground Pass,,18.062391,,Incomplete,,Mattia Cassani,387417.0,,,,,,,1,Regular Play,Andrea Coda,40321.0,Left Center Back,9,Sampdoria,234,"['85a000b2-a709-48c7-bcb0-c28b9fc01ca9', 'ee62f179-4316-4479-b2ac-ef8de0a9cc1b']",0,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:00.329,Pass,
,,,,,,,,,,,,,,,,,,1.811902,,,,,,,,,,,,,,,d6942331-4f98-4084-a800-49f167b768ac,139,,"[44.0, 57.8]",3878545,2,,,,,-2.6221173,,Left Foot,,,,"[11.3, 39.1]",,Low Pass,,37.66935,,,,Emiliano Viviano,7018.0,,,,,,Recovery,1,Regular Play,Andrea Coda,40321.0,Left Center Back,9,Sampdoria,234,['237de017-1631-46ab-9cc3-536447d87827'],5,,,,,,,,,,,,,,,,,,,Sampdoria,234,00:02:05.110,Pass,
