50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.503854,,,,,,,,,,,,,,192e06e1-cf62-4350-85de-ebb1c7c8f220,44,,"[16.1, 54.2]",3879772,0,,,,,-2.4929502,,Left Foot,,,,"[3.7, 44.8]",Ground Pass,,15.560205,,,,,Daniele Padelli,34881.0,,,,,,1,Regular Play,Kamil Glik,3034.0,Center Back,5,Torino,241,['699d4bc7-6ec8-48bf-9318-539a867e342b'],55,,,,,,,,,,,,,,,,,Torino,241,00:00:55.682,Pass,
,,,,,,,,,,,,,,,,,,4.283384,,,,,,,,,,,,,,98641b26-0c34-4d9f-a64b-bb5ea2e0f5c7,48,,"[5.3, 38.1]",3879772,0,,,,,-0.3150585,,Left Foot,,,,"[68.2, 17.6]",High Pass,,66.15633,,,Incomplete,,Andrea Belotti,7471.0,,,,,,1,Regular Play,Daniele Padelli,34881.0,Goalkeeper,5,Torino,241,"['29233af1-17b4-4c5d-a7cd-e354e40a8726', '2fa7ab3e-a034-466c-b4e8-51b503cdaf6a', '513c23eb-7d9b-4c5f-b5c4-cc6be151a82a']",58,,,,,,,,,,,,,,,,,Torino,241,00:00:58.708,Pass,True
,,,,,,,,,,,,,,,,,,0.807282,,,,,,,,,,,,,,513c23eb-7d9b-4c5f-b5c4-cc6be151a82a,50,,"[51.9, 62.5]",3879772,1,,,,,0.0,,Head,,,,"[59.4, 62.5]",Low Pass,,7.5,,,Incomplete,,Danilo Cataldi,7107.0,,,,,Recovery,1,Regular Play,Milan Biševac,3103.0,Right Center Back,5,Torino,241,"['16d78c41-f377-4292-ba88-ed62ce5548ac', '7b8b0dc6-4f6f-4aa2-b3b3-8b3dabe130c1', '98641b26-0c34-4d9f-a64b-bb5ea2e0f5c7']",2,,,,,,,,,,,,,,,,,Lazio,236,00:01:02.991,Pass,
,,,,,,,,,,,,,,,,,,2.359351,,,,,,,,,,,,,,deb6fe7b-edb7-4542-9198-6beb2f1772df,55,,"[69.1, 17.6]",3879772,1,,,,,0.027660927,,Right Foot,,,,"[94.4, 18.3]",High Pass,,25.309683,,,Incomplete,,Ciro Immobile,7788.0,,,,,,1,Regular Play,Marco Benassi,7149.0,Left Center Midfield,5,Torino,241,"['15f3f1d0-0ae5-4233-9afd-74f37af3b62c', '447e3722-5e26-4df1-841e-565c2340da92', '840b29eb-4195-4379-901b-5cfc0a81fe9e']",5,,,,,,,,,,,,,,,,,Torino,241,00:01:05.085,Pass,True
,,,,,,,,,,,,,,,,,,1.866809,,,,,,,,,,,,,,f7d31a01-b546-4ae4-87bf-38710046a409,59,,"[69.5, 15.4]",3879772,1,,,,,3.0486932,,Head,,,,"[53.4, 16.9]",High Pass,,16.169725,,,Incomplete,,Giuseppe Vives,40430.0,,,,,Recovery,1,Regular Play,Marco Benassi,7149.0,Left Center Midfield,5,Torino,241,"['543d887e-0128-402d-9e4e-db0d1916cf5f', '57bd6889-7504-4930-9536-c19ac4742934']",10,,,,,,,,,,,,,,,,,Torino,241,00:01:10.853,Pass,
,,,,,,,,,,,,,,,,,,1.597375,,,,,,,,,,,,,,3c8433f6-0115-48cf-9827-e5198c0b5f01,67,,"[46.8, 6.7]",3879772,1,,,,,2.6203647,,Right Foot,,,,"[31.3, 15.6]",Ground Pass,,17.873444,,,,,Emiliano Moretti,7476.0,,,,,Recovery,1,Regular Play,Cristian Molinaro,7479.0,Left Wing Back,5,Torino,241,['8ef196fe-fd76-499a-ab1e-85b56ab3cd43'],15,,,,,,,,,,,,,,,,,Torino,241,00:01:15.578,Pass,
,,,,,,,,,,,,,,,,,,2.339379,,,,,,,,,,,,,,e6742c5a-7bc7-4852-a042-e78d65d77c14,70,,"[30.4, 15.6]",3879772,1,,,,,1.8131295,,Left Foot,,,,"[21.6, 51.2]",Ground Pass,,36.671516,,,,,Nikola Maksimović,16202.0,,,,,,1,Regular Play,Emiliano Moretti,7476.0,Left Center Back,5,Torino,241,['304e6487-233a-48db-b96b-31cc0aa23b26'],17,,,,,,,,,,,,,,,,,Torino,241,00:01:17.505,Pass,
,,,,,,,,,,,,,,,,,,1.57302,,,,,,,,,,,,,,50197f12-1664-4aa0-a152-3340e21a3069,73,,"[24.0, 52.9]",3879772,1,,,,,0.08995267,,Right Foot,,,,"[49.5, 55.2]",Ground Pass,,25.603516,,,,,Afriyie Acquah,7474.0,,,,,,1,Regular Play,Nikola Maksimović,16202.0,Right Center Back,5,Torino,241,['7bc72ced-81c8-4c06-8c0f-c214db3a9669'],21,,,,,,,,,,,,,,,,,Torino,241,00:01:21.486,Pass,
,,,,,,,,,,,,,,,,,,1.661019,,,,,,,,,,,,,,7030f1f8-b81a-439c-a7b7-7265a8e446b5,79,,"[56.2, 50.7]",3879772,1,,,,,-2.8442276,,Right Foot,,,,"[43.8, 46.9]",Ground Pass,,12.969194,,,,,Kamil Glik,3034.0,,,,,Free Kick,1,From Free Kick,Giuseppe Vives,40430.0,Center Defensive Midfield,6,Torino,241,['4f0d150a-9e7d-4ea0-8f24-116bfd04b732'],38,,,,,,,,,,,,,,,,,Torino,241,00:01:38.554,Pass,
,,,,,,,,,,,,,,,,,,2.243203,,,,,,,,,,,,,,12bccb51-08b7-4ffa-a447-2acba1027aa0,82,,"[44.6, 48.3]",3879772,1,,,,,1.0249661,,Right Foot,,,,"[62.7, 78.1]",High Pass,,34.866173,,,,,Bruno da Silva Peres,6965.0,,,,,,1,From Free Kick,Kamil Glik,3034.0,Center Back,6,Torino,241,['1ee4b220-401b-4d5d-9cdf-2a9d77a86acf'],42,,,,,,,,,,,,,,,,,Torino,241,00:01:42.728,Pass,
,,,,,,,,,,,,,,,,,,0.79655,,,,,,,,,,,,,,020c7085-ec7d-4387-bc9a-56d756f1a95c,86,,"[62.7, 77.9]",3879772,1,,,,,-1.345338,,Right Foot,,,,"[65.2, 67.0]",Ground Pass,,11.1830225,,,,,Afriyie Acquah,7474.0,,,,,,1,From Free Kick,Bruno da Silva Peres,6965.0,Right Wing Back,6,Torino,241,"['8b087324-95e6-47e8-a0fa-264cd3dfadab', 'a224e28b-7695-4c67-aabe-6801507a8f94']",45,,,,,,,,,,,,,,,,,Torino,241,00:01:45.678,Pass,True
,,,,,,,,,,,,,,,,,,3.524303,,,,,,,,,,,,,,8a043a84-fb70-4a1f-994f-128da5182de8,88,,"[65.8, 68.6]",3879772,1,,,,,0.301023,,Right Foot,,,,"[96.4, 78.1]",Ground Pass,,32.040756,,,,,Bruno da Silva Peres,6965.0,,,,,,1,From Free Kick,Afriyie Acquah,7474.0,Right Center Midfield,6,Torino,241,['4e7ea934-da33-4b6d-b754-33fb25eda1ae'],46,,,,,,,,,,,,,,,,,Torino,241,00:01:46.475,Pass,
,,,,,,,,,,,,,,,,,,2.282916,,,,,,,,,,,,,,13f9c5c4-f3ad-4f30-ad81-c269acf3a6ea,90,,"[97.0, 77.2]",3879772,1,,,,,-1.2892061,,Right Foot,True,,,"[108.6, 37.1]",Ground Pass,,41.744102,,,Incomplete,,Ciro Immobile,7788.0,,True,,,,1,From Free Kick,Bruno da Silva Peres,6965.0,Right Wing Back,6,Torino,241,"['2e9b162e-1adc-4b21-bfe9-238888fd82eb', 'f3e5a87e-7f85-490b-b93c-fc040fc7a5e7']",49,,,,,,,,,,,,,,,,,Torino,241,00:01:49.999,Pass,
,,,,,,,,,,,,,,,,,,1.828146,,,,,,,,,,,,,,5b2df5bb-41d1-484d-84be-a20c18b804d7,93,,"[120.0, 0.1]",3879772,2,,,,,1.7727665,,Right Foot,,,,"[111.4, 42.1]",High Pass,True,42.871437,,,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Marco Benassi,7149.0,Left Center Midfield,7,Torino,241,['6bacef45-8318-4dff-b5d6-c8f5622cf22b'],16,,,,,,,,,,,,,,,,,Torino,241,00:02:16.626,Pass,
,,,,,,,,,,,,,,,,,,1.748939,,,,,,,,,,,,,,cac20cf7-8688-4614-a2fc-61d29b795101,96,,"[95.3, 61.1]",3879772,2,,,,,-1.2753555,,Right Foot,,,,"[102.3, 38.1]",High Pass,,24.04163,,,Incomplete,,Emiliano Moretti,7476.0,,,,,Recovery,1,From Corner,Giuseppe Vives,40430.0,Center Defensive Midfield,7,Torino,241,"['51ba279c-9522-4171-a1b9-022345b193b5', '5dda047e-a5c4-4f02-ba32-97b39ff8eb96', '7ad6ab7c-2a4d-49c4-be09-43fd34887847']",21,,,,,,,,,,,,,,,,,Torino,241,00:02:21.696,Pass,True
,,,,,,,,,,,,,,,,,,2.806763,,,,,,,,,,,,,,76fc565a-d4f5-489f-9c39-d8a45ce98310,101,,"[23.9, 53.4]",3879772,2,,,,,2.164339,,Head,,,,"[12.7, 70.0]",High Pass,,20.024984,,,,,Lucas Rodrigo Biglia,5510.0,,,,,Recovery,1,Regular Play,Danilo Cataldi,7107.0,Right Center Midfield,8,Lazio,236,['0d338272-567a-4ec4-a5e1-a4035e5c5eac'],26,,,,,,,,,,,,,,,,,Lazio,236,00:02:26.446,Pass,
,,,,,,,,,,,,,,,,,,1.178486,,,,,,,,,,,,,,63ec7c59-6a40-437b-884f-ce37f03d3531,105,,"[12.0, 70.2]",3879772,2,,,,,-2.2489157,,Left Foot,,,,"[6.2, 63.0]",Ground Pass,,9.24554,,,,,Abdoulay Konko,26683.0,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,8,Lazio,236,"['6d925400-39c1-44d7-a40b-b7e42983b23d', 'a5f19524-84be-458b-9d0b-109425a1aa24']",29,,,,,,,,,,,,,,,,,Lazio,236,00:02:29.445,Pass,True
,,,,,,,,,,,,,,,,,,0.968207,,,,,,,,,,,,,,a77d9eac-865d-4647-93a8-1c71b0da0685,107,,"[6.4, 63.2]",3879772,2,,,,,0.67309076,,Right Foot,,,,"[13.8, 69.1]",Ground Pass,,9.464143,,,,,Danilo Cataldi,7107.0,,,,,,1,Regular Play,Abdoulay Konko,26683.0,Right Back,8,Lazio,236,['a4b175e7-d559-4ee2-b2c4-e7b16be4ed62'],30,,,,,,,,,,,,,,,,,Lazio,236,00:02:30.623,Pass,
,,,,,,,,,,,,,,,,,,1.036644,,,,,,,,,,,,,,e1eedfc9-07fa-4f92-98bd-888ee624e984,113,,"[9.3, 80.0]",3879772,2,,,,,-1.1856388,,,,,,"[12.3, 72.6]",Low Pass,,7.984986,,,,,Lucas Rodrigo Biglia,5510.0,,,,,Throw-in,1,From Throw In,Abdoulay Konko,26683.0,Right Back,9,Lazio,236,['af479778-98ea-4639-9174-83f741df9153'],46,,,,,,,,,,,,,,,,,Lazio,236,00:02:46.856,Pass,
,,,,,,,,,,,,,,,,,,1.166713,,,,,,,,,,,,,,2e17a6f9-b498-4a69-afb7-542686a06b6d,115,,"[12.3, 72.6]",3879772,2,,,,,1.8347601,,Right Foot,,,,"[10.3, 80.0]",Low Pass,,7.6655073,,,Out,,Abdoulay Konko,26683.0,,,,,,1,From Throw In,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,9,Lazio,236,['4dce8d98-bba5-4048-9ce0-ebfddb28e672'],47,,,,,,,,,,,,,,,,,Lazio,236,00:02:47.892,Pass,
,,,,,,,,,,,,,,,,,,1.367782,,,,,,,,,,,,,,3d891f42-fe67-4c33-98d7-69c70c92bd07,117,,"[106.6, 0.1]",3879772,2,,,,,1.8403854,,,,,,"[104.5, 7.7]",Low Pass,,7.8847957,,,,,Marco Benassi,7149.0,,,,,Throw-in,1,From Throw In,Cristian Molinaro,7479.0,Left Wing Back,10,Torino,241,['4ec3d054-dc7c-4032-a9b2-b9654bc3c359'],59,,,,,,,,,,,,,,,,,Torino,241,00:02:59.914,Pass,
,,,,,,,,,,,,,,,,,,1.037516,,,,,,,,,,,,,,502f91d7-6b5f-4fe0-a2f9-f1f78b181998,119,,"[104.5, 7.7]",3879772,3,,,,,-0.8288491,,Left Foot,,,,"[107.8, 4.1]",Low Pass,,4.883646,,,Incomplete,,Cristian Molinaro,7479.0,,,,,,1,From Throw In,Marco Benassi,7149.0,Left Center Midfield,10,Torino,241,"['24d09c22-f768-44d5-88de-46310f95699a', '886961b0-d143-440d-b1e6-ff7b319fa9b4']",1,,,,,,,,,,,,,,,,,Torino,241,00:03:01.282,Pass,
,,,,,,,,,,,,,,,,,,0.639611,,,,,,,,,,,,,,24d09c22-f768-44d5-88de-46310f95699a,122,,"[12.3, 76.0]",3879772,3,,,,,-1.5707964,,Right Foot,,,,"[12.3, 68.1]",Ground Pass,,7.9,,,,,Abdoulay Konko,26683.0,,,,,Recovery,1,Regular Play,Danilo Cataldi,7107.0,Right Center Midfield,11,Lazio,236,"['3ce87f09-a0e2-4686-8f70-901abce4e8cf', '502f91d7-6b5f-4fe0-a2f9-f1f78b181998', 'cabd8740-1ca2-4e9d-922b-995dde0caec3']",2,,,,,,,,,,,,,,,,,Lazio,236,00:03:02.320,Pass,True
,,,,,,,,,,,,,,,,,,0.165898,,,,,,,,,,,,,,a0eeab83-3411-4fdd-bf4a-b116d17ecb88,125,,"[8.2, 75.5]",3879772,3,,,,,0.0,,Right Foot,,,,"[11.1, 75.5]",Low Pass,,2.9,,,Incomplete,,Filip Đorđević,11427.0,,,,,,1,Regular Play,Abdoulay Konko,26683.0,Right Back,11,Lazio,236,"['60f5a9e4-810d-4a15-a4e1-9b192d5fd79d', 'a614f3fe-e0f5-499f-aab1-56886e2ec851']",4,,,,,,,,,,,,,,,,,Lazio,236,00:03:04.897,Pass,
,,,,,,,,,,,,,,,,,,1.082531,,,,,,,,,,,,,,7f06e46b-1f9a-4b96-bc88-8333fa0bbd25,128,,"[35.4, 80.0]",3879772,3,,,,,-0.2739281,,,,,,"[47.5, 76.6]",Low Pass,,12.568612,,,,,Filip Đorđević,11427.0,,,,,Throw-in,1,From Throw In,Abdoulay Konko,26683.0,Right Back,12,Lazio,236,['00b2c5ec-d222-4ea0-ac74-fe4bf1cbf88c'],27,,,,,,,,,,,,,,,,,Lazio,236,00:03:27.331,Pass,
