50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.333226,,,,,,,,,,,,,,,,,e43d128f-441b-4b0c-ad71-632ed8b3b280,16,,"[63.2, 7.9]",3879709,0,,,,,-0.6215266,,Left Foot,,,"[70.6, 2.6]",,Ground Pass,,9.102198,,,,,Robin Quaison,8552.0,,,,,,1,From Kick Off,Ivaylo Chochev,40349.0,Left Center Midfield,2,Palermo,2256,['2d75938b-879a-4294-bc9a-462e1f29707c'],9,,,,,,,,,,,,,,,,,Palermo,2256,00:00:09.022,Pass,
,,,,,,,,,,,,,,,4.151155,,,,,,,,,,,,,,,,,08f2671d-bb51-435f-ba05-76bfa38f3b39,24,,"[63.2, 66.4]",3879709,0,,,,,0.1638082,,Left Foot,,,"[111.6, 74.4]",,Ground Pass,,49.0567,,,,,Jerry Uche Mbakogu,32608.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Midfield,3,Carpi,1683,['3d03cf2d-708d-492e-b3aa-67e25fc43864'],13,,,,,,,,,,,,,,,,,Carpi,1683,00:00:13.277,Pass,
,,,,,,,,,,,,,,,1.292744,,,,,,,,,,,,,,,,,94cea9c7-ba92-46e5-9717-09ece717e44e,28,,"[107.9, 72.7]",3879709,0,,,,,3.0945685,,Right Foot,,,"[99.4, 73.1]",,Ground Pass,,8.509406,,,,,Cristian Zaccardo,387300.0,,,,,,1,Regular Play,Jerry Uche Mbakogu,32608.0,Center Forward,3,Carpi,1683,"['820b070b-afd9-4252-9383-1f727b5269f6', 'a17071ed-5602-43d6-adc7-e24be046b6d2']",21,,,,,,,,,,,,,,,,,Carpi,1683,00:00:21.122,Pass,True
,,,,,,,,,,,,,,,1.330078,,,,,,,,,,,,,,,,,1ffccb2a-2a43-4006-879a-849daa272249,32,,"[99.4, 73.3]",3879709,0,,,,,-1.306454,,Right Foot,True,,"[106.6, 46.7]",,High Pass,,27.557213,,,Incomplete,,Lorenzo Lollo,30829.0,,,,,,1,Regular Play,Cristian Zaccardo,387300.0,Right Back,3,Carpi,1683,"['2bc8d745-d041-4c28-91c4-09e93f46f9be', 'b0808bde-0e9e-468a-9e63-2693e0211e63', 'f632ed85-ab64-497c-8445-e0b1f6f34849']",22,,,,,,,,,,,,,,,,,Carpi,1683,00:00:22.495,Pass,True
,,,,,,,,,,,,,,,2.151158,,,,,,,,,,,,,,,,,d416e9ae-d049-47cc-9134-d5c12df79fdd,36,,"[29.2, 38.2]",3879709,0,,,,True,2.7575486,,,,,"[14.6, 44.1]",,Low Pass,,15.747064,,,,,Aljaž Struna,24061.0,,,,,Recovery,1,Regular Play,Franco Damián Vázquez,6719.0,Right Wing,4,Palermo,2256,"['16c8a498-eaf9-48b9-87aa-f562c760622c', '38bace96-585d-40f0-8790-a5d718e17397']",25,,,,,,,,,,,,,,,,,Palermo,2256,00:00:25.165,Pass,True
,,,,,,,,,,,,,,,1.177196,,,,,,,,,,,,,,,,,21155fad-4fb2-4e6c-8368-5b1ec3a32342,39,,"[14.3, 43.4]",3879709,0,,,,,-2.5730681,,Right Foot,,,"[7.1, 38.8]",,Ground Pass,,8.5440035,,,,,Stefano Sorrentino,7055.0,,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Back,4,Palermo,2256,['f454e569-9843-47de-8abd-1f7b849ece4f'],27,,,,,,,,,,,,,,,,,Palermo,2256,00:00:27.640,Pass,
,,,,,,,,,,,,,,,3.238711,,,,,,,,,,,,,,,,,c6d3efec-4a0e-4376-a1e6-caf436cd1ac5,42,,"[7.1, 38.8]",3879709,0,,,,,0.017586127,,Right Foot,,,"[46.9, 39.5]",,High Pass,,39.806156,,,Incomplete,,Alberto Gilardino,38389.0,,,,,,1,Regular Play,Stefano Sorrentino,7055.0,Goalkeeper,4,Palermo,2256,"['037d075f-875e-4d65-b7c1-e6e1ecb8bf52', '25442f02-05a2-4821-98ad-4ed05378a4a1']",28,,,,,,,,,,,,,,,,,Palermo,2256,00:00:28.897,Pass,
,,,,,,,,,,,,,,,1.545944,,,,,,,,,,,,,,,,,25442f02-05a2-4821-98ad-4ed05378a4a1,45,,"[73.2, 40.6]",3879709,0,,,,True,0.27346098,,,,,"[89.6, 45.2]",,Low Pass,,17.03291,,,,,Jerry Uche Mbakogu,32608.0,,,,,Recovery,1,Regular Play,Simone Romagnoli,7172.0,Right Center Back,5,Carpi,1683,"['b443201d-661c-48a1-9543-e3581ed59229', 'c6d3efec-4a0e-4376-a1e6-caf436cd1ac5', 'fead59ee-f03e-4c01-8f53-e466219ac029']",32,,,,,,,,,,,,,,,,,Carpi,1683,00:00:32.136,Pass,True
,,,,,,,,,,,,,,,1.422029,,,,,,,,,,,,,,,,,e5429a3b-42cf-4097-8280-2cb5de457de7,48,,"[90.7, 44.8]",3879709,0,,,,,1.0743736,,Right Foot,,,"[93.3, 49.6]",,Ground Pass,,5.4589376,,,Incomplete,,Lorenzo Lollo,30829.0,,,,,,1,Regular Play,Jerry Uche Mbakogu,32608.0,Center Forward,5,Carpi,1683,"['2494bb44-e49d-4948-914b-bd5952482ace', 'dba8508a-6576-42f6-aa9f-a87df2843697']",33,,,,,,,,,,,,,,,,,Carpi,1683,00:00:33.725,Pass,
,,,,,,,,,,,,,,,1.311862,,,,,,,,,,,,,,,,,215a634a-a5a5-43a2-8a03-21c93ab4304e,55,,"[65.0, 72.9]",3879709,0,,,,True,-0.41157746,,,,,"[77.6, 67.4]",,High Pass,,13.748091,,,Incomplete,,Gaetano Letizia,7114.0,,,,,Recovery,1,Regular Play,Cristian Zaccardo,387300.0,Right Back,5,Carpi,1683,"['160bcaa0-525e-4c7a-a701-23711b7ef6f8', '1d6b6473-e938-4495-b2e4-bf7b25757e28', 'ad36a6c2-1ef8-4f33-aa5e-4889158c5b2a']",40,,,,,,,,,,,,,,,,,Carpi,1683,00:00:40.174,Pass,True
,,,,,,,,,,,,,,,1.088876,,,,,,,,,,,,,,,,,ad36a6c2-1ef8-4f33-aa5e-4889158c5b2a,59,,"[42.5, 12.7]",3879709,0,,,,True,0.21991427,,,,,"[51.0, 14.6]",,High Pass,,8.7097645,,,Incomplete,,Alberto Gilardino,38389.0,,,,,Recovery,1,Regular Play,Ivaylo Chochev,40349.0,Left Center Midfield,5,Carpi,1683,"['215a634a-a5a5-43a2-8a03-21c93ab4304e', '84615e78-0dbe-49f4-9fa8-d5a181e28750', '8532cbcd-3adf-445f-bc61-6eb5305c86eb', 'd666105c-28cd-4223-a1ea-a5ff9ccf7f2b']",41,,,,,,,,,,,,,,,,,Palermo,2256,00:00:41.485,Pass,True
,,,,,,,,,,,,,,,1.172623,,,,,,,,,,,,,,,,,89bb9b27-d907-4c78-9d48-52494d6215ce,64,,"[71.3, 63.1]",3879709,0,,,,,-0.64888984,,Right Foot,,,"[92.0, 47.4]",,Ground Pass,,25.980377,,,,,Jerry Uche Mbakogu,32608.0,,,,,,1,Regular Play,Isaac Cofie,7460.0,Right Defensive Midfield,5,Carpi,1683,"['4fbcaf1e-6601-4551-9b79-047a2f3e4c33', '881755bb-d63c-4ad2-9c2f-5194d9dd956e']",43,,,,,,,,,,,,,,,,,Carpi,1683,00:00:43.502,Pass,True
,,,,,,,,,,,,,,,1.157654,,,,,,,,,,,,,,,,,87782593-377c-4f6e-ace8-9f8ee6e1dccf,68,,"[92.4, 60.0]",3879709,0,,,,,1.5707964,,Right Foot,,,"[92.4, 74.4]",,Ground Pass,,14.4,,,,,Gaetano Letizia,7114.0,,,,,,1,Regular Play,Jerry Uche Mbakogu,32608.0,Center Forward,5,Carpi,1683,['afa1d3f2-7099-4a2b-afb1-31c8f95cf5d9'],47,,,,,,,,,,,,,,,,,Carpi,1683,00:00:47.496,Pass,
,,,,,,,,,,,,,,,2.058782,,,,,,,,,,,,,,,,,a0d67a43-bd65-4cbf-9e72-2fc4bf454c6f,71,,"[99.9, 73.1]",3879709,0,,,,,-1.1407398,,Right Foot,True,,"[116.0, 38.0]",,High Pass,,38.616318,,,Incomplete,,Antonio Di Gaudio,11502.0,,,,,,1,Regular Play,Gaetano Letizia,7114.0,Right Midfield,5,Carpi,1683,"['659f271f-4b23-4445-a390-68b3f5b8fd28', 'daf604e6-3a80-4e06-b64d-88df26ca6a84']",52,,,,,,,,,,,,,,,,,Carpi,1683,00:00:52.482,Pass,
,,,,,,,,,,,,,,,0.507014,,,,,,,,,,,,,,,,,659f271f-4b23-4445-a390-68b3f5b8fd28,73,,"[4.1, 42.1]",3879709,0,,,,,-2.067219,,Other,,,"[2.8, 39.7]",,Low Pass,,2.7294688,,,,,Stefano Sorrentino,7055.0,,,,,Recovery,1,Regular Play,Aljaž Struna,24061.0,Right Back,6,Palermo,2256,"['0fa2964a-9d92-46b4-8279-f42fff157d9e', 'a0d67a43-bd65-4cbf-9e72-2fc4bf454c6f']",54,,,,,,,,,,,,,,,,,Palermo,2256,00:00:54.540,Pass,
,,,,,,,,,,,,,,,2.539005,,,,,,,,,,,,,,,,,3769023e-5fae-4095-8707-655b63b7f0d5,77,,"[3.7, 46.0]",3879709,0,,,,,1.2919323,,Keeper Arm,,,"[10.4, 69.4]",,Low Pass,,24.340296,,,,,Aljaž Struna,24061.0,,,,,,1,Regular Play,Stefano Sorrentino,7055.0,Goalkeeper,6,Palermo,2256,['ab2f68e0-487c-4a12-a5ce-136e405bbff5'],56,,,,,,,,,,,,,,,,,Palermo,2256,00:00:56.490,Pass,
,,,,,,,,,,,,,,,1.18632,,,,,,,,,,,,,,,,,6fb2316a-4517-4a34-89c9-5d822cb7b37d,80,,"[50.1, 70.9]",3879709,1,,,,,-0.62424624,,Right Foot,,,"[61.9, 62.4]",,Ground Pass,,14.542696,,,,,Franco Damián Vázquez,6719.0,,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Back,6,Palermo,2256,['0b988e17-e879-43e3-a838-62f861d6d569'],4,,,,,,,,,,,,,,,,,Palermo,2256,00:01:04.107,Pass,
,,,,,,,,,,,,,,,1.152874,,,,,,,,,,,,,,,,,806f21d7-7c6f-4abb-b073-b08499f02da1,86,,"[64.7, 14.4]",3879709,1,,,,,-3.0742788,,Left Foot,,,"[55.8, 13.8]",,Ground Pass,,8.920202,,,,,Raffaele Bianco,352172.0,,,,,Recovery,1,Regular Play,Antonio Di Gaudio,11502.0,Left Midfield,7,Carpi,1683,['58ecbb9b-1683-4ac1-be6d-001161eb5138'],8,,,,,,,,,,,,,,,,,Carpi,1683,00:01:08.214,Pass,
,,,,,,,,,,,,,,,0.845749,,,,,,,,,,,,,,,,,30ee730d-1b41-419a-bb4e-c67a73a4e8a1,88,,"[55.6, 13.8]",3879709,1,,,,,0.60932636,,Right Foot,,,"[65.2, 20.5]",,Ground Pass,,11.706836,,,,,Isaac Cofie,7460.0,,,,,,1,Regular Play,Raffaele Bianco,352172.0,Left Defensive Midfield,7,Carpi,1683,['6ebeef3d-fe9c-4d80-818d-bd11fbf2b9a3'],9,,,,,,,,,,,,,,,,,Carpi,1683,00:01:09.367,Pass,
,,,,,,,,,,,,,,,1.091682,,,,,,,,,,,,,,,,,ee618cbd-fe5e-4adf-acd7-ee60559abf05,92,,"[49.9, 55.0]",3879709,1,,,,,2.0831857,,Right Foot,,,"[41.8, 69.4]",,Ground Pass,,16.521803,,,,,Aljaž Struna,24061.0,,,,,Recovery,1,Regular Play,Mato Jajalo,30735.0,Center Defensive Midfield,8,Palermo,2256,['d192f0c1-a5bb-4db7-88e9-3e2e2b9b69b4'],11,,,,,,,,,,,,,,,,,Palermo,2256,00:01:11.631,Pass,
,,,,,,,,,,,,,,,0.710559,,,,,,,,,,,,,,,,,924700d1-a7b3-45a8-9dd4-94cf077650e5,95,,"[42.1, 68.9]",3879709,1,,,,,-0.768733,,Right Foot,,,"[48.2, 63.0]",,Ground Pass,,8.48646,,,,,Oscar Hiljemark,5605.0,,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Back,8,Palermo,2256,['2e8faac7-3aa4-4f8b-b851-a40e424fd5f0'],14,,,,,,,,,,,,,,,,,Palermo,2256,00:01:14.295,Pass,
,,,,,,,,,,,,,,,2.851897,,,,,,,,,,,,,,,,,ecb62c33-2a34-4704-b1ba-5a64af1cac44,98,,"[47.7, 64.1]",3879709,1,,,,,2.5079596,,Right Foot,,,"[37.9, 71.3]",,High Pass,,12.160592,,,,,Aljaž Struna,24061.0,,,,,,1,Regular Play,Oscar Hiljemark,5605.0,Right Center Midfield,8,Palermo,2256,['3ef81e03-605a-43ea-862a-639f373eb561'],15,,,,,,,,,,,,,,,,,Palermo,2256,00:01:15.046,Pass,
,,,,,,,,,,,,,,,1.663575,,,,,,,,,,,,,,,,,3c88d08f-86f4-45cd-93e8-af8aac3027d0,102,,"[34.4, 71.6]",3879709,1,,,,,-0.08526287,,Right Foot,,,"[57.8, 69.6]",,High Pass,,23.485315,,,,,Alberto Gilardino,38389.0,,,,,,1,Regular Play,Aljaž Struna,24061.0,Right Back,8,Palermo,2256,"['1d60a554-8b58-462f-b4a6-289731f6fd52', '2874a6b9-86ee-483d-bb0d-53d368270d30']",18,,,,,,,,,,,,,,,,,Palermo,2256,00:01:18.431,Pass,True
,,,,,,,,,,,,,,,1.045037,,,,,,,,,,,,,,,,,e1234492-2027-4620-a1d9-1f0a19a59f03,106,,"[57.3, 68.9]",3879709,1,,,,,0.36813077,,Right Foot,,,"[64.3, 71.6]",,High Pass,,7.502666,,,Incomplete,,Franco Damián Vázquez,6719.0,,,,,,1,Regular Play,Alberto Gilardino,38389.0,Center Forward,8,Palermo,2256,"['a0ece84d-1bdb-4c95-b5a0-d2e2f6afab7d', 'b3ae41d2-1cbd-467e-ba75-f1ae17cc35d3', 'e4740892-1603-4b4a-8623-7b2a9ab63ff0']",20,,,,,,,,,,,,,,,,,Palermo,2256,00:01:20.135,Pass,True
,,,,,,,,,,,,,,,1.071954,,,,,,,,,,,,,,,,,1f4438d1-ef49-4735-8cef-59288ca134cd,109,,"[70.6, 80.0]",3879709,1,,True,,,-1.6211739,,,,,"[70.0, 68.1]",,High Pass,,11.915116,,,Incomplete,,Alberto Gilardino,38389.0,,,,,Throw-in,1,From Throw In,Aljaž Struna,24061.0,Right Back,9,Palermo,2256,"['818e5503-8467-4c4f-ba93-71b9e38602ae', 'a8997429-5d1f-4cfa-97e5-f27eb28d6608']",30,,,,,,,,,,,,,,,,,Palermo,2256,00:01:30.165,Pass,
,,,,,,,,,,,,,,,1.314427,,,,,,,,,,,,,,,,,818e5503-8467-4c4f-ba93-71b9e38602ae,111,,"[50.1, 12.0]",3879709,1,,,,,0.0,,Left Foot,,,"[56.7, 12.0]",,Low Pass,,6.6,,,Incomplete,,Antonio Di Gaudio,11502.0,,,,,Recovery,1,From Throw In,Raffaele Bianco,352172.0,Left Defensive Midfield,9,Palermo,2256,"['1f4438d1-ef49-4735-8cef-59288ca134cd', '3ab80298-35db-48fc-b450-69db2b29bb96', 'c99480ea-92f7-407b-aa03-089cea5d3144']",31,,,,,,,,,,,,,,,,,Carpi,1683,00:01:31.237,Pass,
,,,,,,,,,,,,,,,0.051118,,,,,,,,,,,,,,,,,3ab80298-35db-48fc-b450-69db2b29bb96,114,,"[63.4, 68.1]",3879709,1,,,,,2.7430701,,Right Foot,,,"[61.5, 68.9]",,Low Pass,,2.0615528,,,Incomplete,,Aljaž Struna,24061.0,,,,,Recovery,1,From Throw In,Oscar Hiljemark,5605.0,Right Center Midfield,9,Palermo,2256,"['1290b346-4bc9-4a9b-8c6e-028d0f10a962', '818e5503-8467-4c4f-ba93-71b9e38602ae', 'cd87a1af-9c6e-4428-b828-3bb18d8410ba', 'd0a8ba1e-a454-41bd-bc9b-adea5236e2e6']",32,,,,,,,,,,,,,,,,,Palermo,2256,00:01:32.552,Pass,True
,,,,,,,,,,,,,,,1.002155,,,,,,,,,,,,,,,,,bddad0c1-fb26-44d6-9119-eae25a41d63a,117,,"[45.5, 80.0]",3879709,1,,,,,-0.45364794,,,,,"[65.6, 70.2]",,High Pass,,22.361797,,,Incomplete,,Franco Damián Vázquez,6719.0,,,,,Throw-in,1,From Throw In,Aljaž Struna,24061.0,Right Back,10,Palermo,2256,"['655d72a5-1907-4427-bfb6-779b9dac3337', 'f8181267-e5e6-4d48-8868-7dec2f123150']",41,,,,,,,,,,,,,,,,,Palermo,2256,00:01:41.558,Pass,
,,,,,,,,,,,,,,,1.234178,,,,,,,,,,,,,,,,,315998d5-e846-40e5-a2ed-dee53ded916f,121,,"[67.1, 80.0]",3879709,2,,,,,-0.5130579,,,,,"[81.3, 72.0]",,High Pass,,16.298466,,,Incomplete,,Oscar Hiljemark,5605.0,,,,,Throw-in,1,From Throw In,Aljaž Struna,24061.0,Right Back,11,Palermo,2256,"['413074a5-f0be-47b2-94ca-775cd783ddb0', '4f691458-3347-4cc8-abb1-cd578d98d996']",6,,,,,,,,,,,,,,,,,Palermo,2256,00:02:06.061,Pass,
,,,,,,,,,,,,,,,1.309674,,,,,,,,,,,,,,,,,413074a5-f0be-47b2-94ca-775cd783ddb0,123,,"[38.8, 8.1]",3879709,2,,,,,0.16154292,,Head,,,"[52.3, 10.3]",,Low Pass,,13.678084,,,,,Lorenzo Lollo,30829.0,,,,,Recovery,1,Regular Play,Fabrizio Poli,32525.0,Left Back,12,Carpi,1683,"['315998d5-e846-40e5-a2ed-dee53ded916f', '67012983-1394-412c-ae05-06b34a331e59']",7,,,,,,,,,,,,,,,,,Carpi,1683,00:02:07.295,Pass,
