50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.901231,,,,,,,,,,,,,fc09b72c-386e-4181-9613-c2fa92990307,16,,"[88.1, 69.5]",3879648,0,,,,1.8123621,,Right Foot,,,,"[86.4, 76.4]",,Ground Pass,,7.106335,,,,Martín Montoya Torralbo,6593.0,,,,,,1,From Throw In,Stevan Jovetić,3434.0,Left Center Forward,3,Inter Milan,238,"['2387e806-9721-4278-92fa-e3160aefc5d4', '2b68e558-8171-4336-a53c-8e4f7fa55387']",18,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:18.127,Pass,True
,,,,,,,,,,,,,,,,0.754322,,,,,,,,,,,,,97eb86a2-e5c4-449f-b65f-429819e3f2e2,19,,"[86.5, 76.4]",3879648,0,,,,0.15037143,,Right Foot,,,,"[93.1, 77.4]",,Ground Pass,,6.675328,,,,Ivan Perišić,5474.0,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,3,Inter Milan,238,['7181b74e-1e4a-4b8c-8d17-4fbd61c47d1d'],19,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:19.399,Pass,
,,,,,,,,,,,,,,,,1.071247,,,,,,,,,,,,,94a1424b-72c0-4792-b289-6e83a4e78d83,22,,"[92.9, 77.5]",3879648,0,,,,-1.6362764,,Right Foot,,,,"[92.5, 71.4]",,High Pass,,6.1131005,,Incomplete,,Martín Montoya Torralbo,6593.0,,,,,,1,From Throw In,Ivan Perišić,5474.0,Right Midfield,3,Inter Milan,238,"['45066bfe-0f9a-492c-9549-31612b9e6497', 'ba81543a-1b14-48f2-afce-a63906d05f14', 'ced9ba69-c249-4bfa-85ee-c4906d5c0446']",20,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:20.154,Pass,True
,,,,,,,,,,,,,,,,0.766371,,,,,,,,,,,,,45066bfe-0f9a-492c-9549-31612b9e6497,24,,"[27.6, 8.7]",3879648,0,,,,-0.65499485,,Head,,,,"[34.5, 3.4]",,Low Pass,,8.700575,,,,Edenílson Andrade dos Santos,25116.0,,,,,Recovery,1,From Throw In,Francesco Lodi,40367.0,Center Defensive Midfield,3,Inter Milan,238,"['94a1424b-72c0-4792-b289-6e83a4e78d83', 'ad970fb8-98ff-4814-bb2d-b4dedf5b1d79']",21,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:21.225,Pass,
,,,,,,,,,,,,,,,,2.788771,,,,,,,,,,,,,41833be4-d32c-4407-8924-d8e25d516b92,30,,"[37.0, 11.2]",3879648,0,,,,0.5970933,,Right Foot,,,,"[69.8, 33.5]",,High Pass,,39.662704,,Incomplete,,,,,,,,Recovery,1,From Throw In,Iván Rodrigo Piris Leguizamón,46670.0,Left Center Back,3,Inter Milan,238,['02bcbc8b-f9cc-43ea-8c6f-dd516592ade1'],25,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:25.175,Pass,
,,,,,,,,,,,,,,,,3.04646,,,,,,,,,,,,,4cf33114-41e3-4006-97ce-f2ccbea1870b,33,,"[46.7, 30.0]",3879648,0,,,,-0.31265354,,Left Foot,,,,"[89.7, 16.1]",,High Pass,,45.19082,,Incomplete,,Adem Ljajić,5587.0,,,,,,1,From Throw In,Alex Nicolao Telles,11183.0,Left Back,3,Inter Milan,238,"['65d8c416-ac60-4627-9055-f2523f839910', 'd3849d46-0e58-4ef9-9de0-3314f3d16074']",30,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:30.236,Pass,
,,,,,,,,,,,,,,,,2.502723,,,,,,,,,,,,,d3849d46-0e58-4ef9-9de0-3314f3d16074,35,,"[30.4, 64.0]",3879648,0,,,,0.26299474,,Head,,,,"[51.2, 69.6]",,High Pass,,21.540659,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,Recovery,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,3,Inter Milan,238,"['1998a6a3-57df-44ec-8c87-8b7d7c46e8e5', '4cf33114-41e3-4006-97ce-f2ccbea1870b']",33,,,,,,,,,,,,,,,,,,,Udinese,230,00:00:33.283,Pass,
,,,,,,,,,,,,,,,,1.684851,,,,,,,,,,,,,f7fba48c-5ca0-4c34-85cb-7970b241bc1d,40,,"[68.2, 13.0]",3879648,0,True,,,3.0961695,,Left Foot,,,,"[50.6, 13.8]",,Ground Pass,,17.618172,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,Free Kick,1,From Free Kick,Alex Nicolao Telles,11183.0,Left Back,4,Inter Milan,238,['cfd43def-b965-42dd-8f81-b35bff346b34'],46,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:46.321,Pass,
,,,,,,,,,,,,,,,,1.072577,,,,,,,,,,,,,d02491b2-1c68-4677-a222-48bb728ffd4b,42,,"[44.3, 10.8]",3879648,0,,,,-0.61266863,,Right Foot,,,,"[58.1, 1.1]",,Ground Pass,,16.868017,,,,Alex Nicolao Telles,11183.0,,,,,,1,From Free Kick,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,4,Inter Milan,238,['880edc64-e219-46d4-80a6-d78015c0bac5'],49,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:49.049,Pass,
,,,,,,,,,,,,,,,,0.140406,,,,,,,,,,,,,d58e2f80-e877-43e9-958b-80eb420f9170,46,,"[51.2, 1.9]",3879648,0,,,,0.24497867,,Left Foot,,,,"[53.6, 2.5]",,Ground Pass,,2.4738634,,Incomplete,,,,,,,,,1,From Free Kick,Alex Nicolao Telles,11183.0,Left Back,4,Inter Milan,238,"['1e9341d8-4872-4cea-a9af-c71a9b5d1e5e', 'a66e47d0-e161-4625-b309-31ea80e18595']",57,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:57.016,Pass,True
,,,,,,,,,,,,,,,,0.927539,,,,,,,,,,,,,ba1a6ba2-be78-4cb4-a27c-eca59a63ad5d,51,,"[68.9, 80.0]",3879648,1,,,,-1.4791002,,,,,,"[69.7, 71.3]",,Low Pass,,8.736704,,,,Francesco Lodi,40367.0,,,,,Throw-in,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,5,Udinese,230,['b699e00b-2453-436a-8cf3-95c49c5e9cc2'],9,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:09.094,Pass,
,,,,,,,,,,,,,,,,2.391616,,,,,,,,,,,,,abfa48f9-de4d-472a-b780-7cf21e062b88,53,,"[69.7, 71.3]",3879648,1,,,,0.14373867,,Right Foot,,,,"[100.1, 75.7]",,High Pass,,30.71677,,Incomplete,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,1,From Throw In,Francesco Lodi,40367.0,Center Defensive Midfield,5,Udinese,230,"['19f89de0-263f-46ff-b0a5-f2021d2bcd7f', 'e146071d-2a43-4f81-b6d3-5cde804d1a56']",10,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:10.021,Pass,
,,,,,,,,,,,,,,,,2.012772,,,,,,,,,,,,,e146071d-2a43-4f81-b6d3-5cde804d1a56,55,,"[20.0, 4.4]",3879648,1,,,True,-0.0145975035,,,,,,"[33.7, 4.2]",,Low Pass,,13.70146,,Incomplete,,Adem Ljajić,5587.0,,,,,Recovery,1,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,5,Udinese,230,"['01f7fe05-fe94-47e2-97cc-ae5c54bb12c6', '10f44191-10dd-4db6-86fa-cf6415330ae7', '14a78ec6-7630-4947-bdc4-c24cc369a61a', 'abfa48f9-de4d-472a-b780-7cf21e062b88']",12,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:12.413,Pass,True
,,,,,,,,,,,,,,,,0.609283,,,,,,,,,,,,,6e371cbe-4e1b-4f77-bf4e-baf552384202,60,,"[84.7, 77.0]",3879648,1,,,,-2.1458685,,Right Foot,,,,"[81.2, 71.6]",,Ground Pass,,6.43506,,,,Francesco Lodi,40367.0,,,,,,1,From Throw In,Silvan Widmer,7796.0,Right Wing Back,5,Udinese,230,['7e58e649-49e4-46c8-9602-0ba53f4c0db2'],15,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:15.949,Pass,
,,,,,,,,,,,,,,,,0.791394,,,,,,,,,,,,,02159f28-7a5c-4ec6-a481-2201d482f2e6,63,,"[81.2, 71.6]",3879648,1,,,,0.31926918,,Right Foot,,,,"[93.3, 75.6]",,Ground Pass,,12.744019,,,,Manuel Rolando Iturra Urrutia,6743.0,,,,,,1,From Throw In,Francesco Lodi,40367.0,Center Defensive Midfield,5,Udinese,230,['4951d43f-5bc2-4b7f-b394-4898fbdd2225'],16,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:16.678,Pass,
,,,,,,,,,,,,,,,,0.444356,,,,,,,,,,,,,587bf13a-c441-432d-9bb7-4b941bc32a07,65,,"[93.1, 75.6]",3879648,1,,,,2.5040438,,Left Foot,,,,"[90.4, 77.6]",,Ground Pass,,3.3600595,,,,Silvan Widmer,7796.0,,,,,,1,From Throw In,Manuel Rolando Iturra Urrutia,6743.0,Right Center Midfield,5,Udinese,230,['17d77fa1-bdb2-4e7d-8b20-45767a800691'],17,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:17.470,Pass,
,,,,,,,,,,,,,,,,1.046185,,,,,,,,,,,,,5489edfc-9541-4dff-9a37-d51e66c60384,71,,"[20.9, 5.5]",3879648,1,,,,0.47951928,,Left Foot,,,,"[33.4, 12.0]",,Low Pass,,14.089003,,,,Felipe Melo de Carvalho,25430.0,,,,,,1,Regular Play,Alex Nicolao Telles,11183.0,Left Back,6,Inter Milan,238,['3a0d7312-2700-4052-8742-5196d49b96e4'],19,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:19.253,Pass,
,,,,,,,,,,,,,,,,2.779133,,,,,,,,,,,,,6598a56d-3516-47b0-9545-ca0f016e76a0,73,,"[33.2, 12.2]",3879648,1,,,,-2.890975,,Right Foot,,,,"[8.2, 5.8]",,Low Pass,,25.8062,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,1,Regular Play,Felipe Melo de Carvalho,25430.0,Left Defensive Midfield,6,Inter Milan,238,['149b3202-e1fd-4e7e-8108-e41b418db6f5'],20,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:20.299,Pass,
,,,,,,,,,,,,,,,,1.155031,,,,,,,,,,,,,0d4abf8b-2d54-46c0-8e80-1650bbdd2951,78,,"[108.9, 80.0]",3879648,1,,,,-1.4421574,,,,,,"[111.5, 59.9]",,High Pass,,20.267462,,Incomplete,,Cyril Théréau,8272.0,,,,,Throw-in,1,From Throw In,Manuel Rolando Iturra Urrutia,6743.0,Right Center Midfield,7,Udinese,230,"['2bd09c73-303b-4a86-bf47-da6b2f54b766', '72a99b20-36d8-4435-9487-f1123ffaed1e']",27,,,,,,,,,,,,,,,,,,,Udinese,230,00:01:27.875,Pass,
,,,,,,,,,,,,,,,,0.145685,,,,,,,,,,,,,2bd09c73-303b-4a86-bf47-da6b2f54b766,80,,"[8.6, 20.2]",3879648,1,,,,2.5796711,,Head,,,,"[5.9, 21.9]",,High Pass,,3.1906111,,Incomplete,,,,,,,,Interception,1,From Throw In,Felipe Melo de Carvalho,25430.0,Left Defensive Midfield,7,Udinese,230,"['0d4abf8b-2d54-46c0-8e80-1650bbdd2951', 'd755d8f2-b10f-4068-9b5c-02a9218f6976']",29,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:29.030,Pass,
,,,,,,,,,,,,,,,,1.100131,,,,,,,,,,,,,d16f4b97-a784-4089-9653-b078707caf46,82,,"[6.0, 36.0]",3879648,1,,,,0.5404195,,Right Foot,,,,"[19.0, 43.8]",,Ground Pass,,15.160475,,,,Fredy Alejandro Guarín Vásquez,32807.0,,,,,Goal Kick,1,From Goal Kick,Samir Handanovič,7001.0,Goalkeeper,8,Inter Milan,238,['3988165f-45a4-45c0-ada9-bfa40cad7368'],45,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:45.753,Pass,
,,,,,,,,,,,,,,,,1.884544,,,,,,,,,,,,,369cebf8-67b6-40db-a1e9-0b7d85f2c8f0,86,,"[20.0, 42.4]",3879648,1,,,,-2.687591,,Right Foot,,,,"[7.5, 36.3]",,Ground Pass,,13.90899,,,,Samir Handanovič,7001.0,,,,,,1,From Goal Kick,Fredy Alejandro Guarín Vásquez,32807.0,Right Defensive Midfield,8,Inter Milan,238,['453830a4-4ab9-4cd3-a4b9-d54c1d004a18'],47,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:47.850,Pass,
,,,,,,,,,,,,,,,,2.608647,,,,,,,,,,,,,85c24b6f-d3fa-4949-9d81-48cb50d1f0da,89,,"[17.8, 37.7]",3879648,1,,,,-0.9132446,,Right Foot,,,,"[43.9, 3.9]",,High Pass,,42.704216,,,,Alex Nicolao Telles,11183.0,,,,,,1,From Goal Kick,Samir Handanovič,7001.0,Goalkeeper,8,Inter Milan,238,['415c91f1-61ba-43dd-b935-fd350edd0bf3'],53,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:53.822,Pass,
,,,,,,,,,,,,,,,,1.544017,,,,,,,,,,,,,39cc3ce3-3723-4929-8106-0e120f24ea9f,92,,"[47.8, 4.2]",3879648,1,,,,0.65145326,,Left Foot,,,,"[71.8, 22.5]",,Low Pass,,30.180954,,,,Stevan Jovetić,3434.0,,,,,,1,From Goal Kick,Alex Nicolao Telles,11183.0,Left Back,8,Inter Milan,238,['b22202df-d5db-42ed-95d9-71599ebe9322'],59,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:01:59.415,Pass,
,,,,,,,,,,,,,,,,2.668173,,,,,,,,,,,,,b29a83c7-1599-4977-b541-496b63097501,96,,"[66.2, 30.0]",3879648,2,,,,1.2777117,,Right Foot,,,,"[76.4, 63.8]",,High Pass,,35.305523,,,,Martín Montoya Torralbo,6593.0,,,,,,1,From Goal Kick,Stevan Jovetić,3434.0,Left Center Forward,8,Inter Milan,238,"['aff509b7-2c80-458a-ada3-d725a946fe82', 'd3214c1d-b0e8-41d9-9f56-d279bcb47e4e']",2,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:02.476,Pass,True
,,,,,,,,,,,,,,,,1.445543,,,,,,,,,,,,,8b9db916-81bf-4ce3-85d6-0296d419f66d,98,,"[77.3, 65.8]",3879648,2,,,,-1.7834413,2d54786b-f313-4577-914c-1c8836a59454,Right Foot,,,,"[75.4, 57.0]",,Ground Pass,,9.002777,,,,Fredy Alejandro Guarín Vásquez,32807.0,True,,,,,1,From Goal Kick,Martín Montoya Torralbo,6593.0,Right Back,8,Inter Milan,238,['00e01071-fc1f-4d43-962a-8b6f621c19ff'],5,,,,,,,,,,,,,,,,,,,Inter Milan,238,00:02:05.144,Pass,
,,,,,,,,,,,,,,,,1.56325,,,,,,,,,,,,,ec89a390-7455-433b-acec-29fb48f30110,107,,"[31.7, 74.5]",3879648,2,,,,-0.23901303,,Right Foot,,,,"[63.3, 66.8]",,Ground Pass,,32.524605,,,,Cyril Théréau,8272.0,,,,,,1,Regular Play,Silvan Widmer,7796.0,Right Wing Back,9,Udinese,230,['1efab10d-5929-4ddf-83f3-81fd1f59d241'],16,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:16.405,Pass,
,,,,,,,,,,,,,,,,1.272059,,,,,,,,,,,,,84f3575d-4dec-4eaf-9f4c-fea2a1b42fcc,112,,"[64.2, 76.8]",3879648,2,,,,3.1056368,,Left Foot,,,,"[50.3, 77.3]",,Ground Pass,,13.90899,,,,Silvan Widmer,7796.0,,,,,,1,Regular Play,Cyril Théréau,8272.0,Right Center Forward,9,Udinese,230,['9c1d995e-f958-43fc-96c1-c67f08d9e2df'],23,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:23.273,Pass,
,,,,,,,,,,,,,,,,2.483865,,,,,,,,,,,,,248f3cb6-d0ac-401b-84aa-abd919461cb9,115,,"[49.8, 77.0]",3879648,2,,,,-2.243275,,Right Foot,,,,"[32.6, 55.4]",,Ground Pass,,27.611591,,,,Maurizio Domizzi,386654.0,,,,,,1,Regular Play,Silvan Widmer,7796.0,Right Wing Back,9,Udinese,230,['2fc3a069-6742-4eea-966b-ff410bbaeb0b'],26,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:26.249,Pass,
,,,,,,,,,,,,,,,,2.180495,,,,,,,,,,,,,2682b631-f66b-45cb-841c-d95faeb6e1a2,118,,"[33.6, 45.7]",3879648,2,,,,-1.1200513,,Left Foot,,,,"[48.7, 14.5]",,Ground Pass,,34.661938,,,,Iván Rodrigo Piris Leguizamón,46670.0,,,,,,1,Regular Play,Maurizio Domizzi,386654.0,Center Back,9,Udinese,230,['2f4be208-cc13-49ea-8d78-a70cdc173f1c'],30,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:30.038,Pass,
,,,,,,,,,,,,,,,,1.150266,,,,,,,,,,,,,f76d5cb1-92ab-465a-857c-75b0f88a8347,121,,"[56.1, 9.8]",3879648,2,,,,0.30499235,,Left Foot,,,,"[72.3, 14.9]",,Ground Pass,,16.983816,,,,Antonio Di Natale,19846.0,,,,,,1,Regular Play,Iván Rodrigo Piris Leguizamón,46670.0,Left Center Back,9,Udinese,230,['ab138854-de84-4b70-9cef-a23e736832ac'],33,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:33.837,Pass,
,,,,,,,,,,,,,,,,2.552517,,,,,,,,,,,,,28bbb2e1-b99d-4f5c-b221-8e4d78532f53,125,,"[63.6, 16.5]",3879648,2,,,,2.509902,,Right Foot,,,,"[39.0, 34.5]",,Ground Pass,,30.482126,,,,Maurizio Domizzi,386654.0,,,,,,1,Regular Play,Antonio Di Natale,19846.0,Left Center Forward,9,Udinese,230,['7e55a89e-c6fc-4392-8351-b30b5367eac7'],36,,,,,,,,,,,,,,,,,,,Udinese,230,00:02:36.327,Pass,
