50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.382897,,,,,,,,,,,,,,,,2020a8fb-f16b-4500-aeeb-17ab732a39c9,15,,"[75.3, 60.7]",3890459,0,,,,True,-0.6544446,,,,,,"[86.9, 51.8]",,High Pass,,14.620875,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,Recovery,1,From Kick Off,Sambou Yatabaré,23660.0,Right Center Midfield,2,Werder Bremen,176,"['11611da4-bec9-43f6-a727-31d15fa85341', '209e4322-d1f4-447a-b651-c2947d34e98d', 'b5079512-5655-4642-961c-5fbb674dac81', 'd78e7c35-7636-487c-807b-78e5deb1c1b3']",8,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:08.938,Pass,True
,,,,,,,,,,,,,,,,,1.725021,,,,,,,,,,,,,,,,b5079512-5655-4642-961c-5fbb674dac81,17,,"[33.2, 28.3]",3890459,0,,,,,0.7446967,,Head,,,,"[44.7, 38.9]",,High Pass,,15.640013,,Incomplete,,Jan Rosenthal,40477.0,,,,,Recovery,1,From Kick Off,Peter Niemeyer,40467.0,Right Defensive Midfield,2,Werder Bremen,176,"['2020a8fb-f16b-4500-aeeb-17ab732a39c9', 'a4eacbb8-78f9-48bd-8c1a-df3965ae1b1a', 'ef73cdd1-5744-4f66-bc40-b17339dda4d9']",10,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:10.321,Pass,
,,,,,,,,,,,,,,,,,1.176539,,,,,,,,,,,,,,,,ef73cdd1-5744-4f66-bc40-b17339dda4d9,19,,"[75.4, 41.2]",3890459,0,,,,,1.4494443,,Head,,,,"[76.9, 53.5]",,High Pass,,12.391126,,,,Zlatko Junuzović,8762.0,,,,,Recovery,1,From Kick Off,Fin Bartels,8389.0,Left Center Midfield,2,Werder Bremen,176,"['60870f04-7acf-4655-bb8d-f8678c02b6c4', 'b5079512-5655-4642-961c-5fbb674dac81']",12,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:12.046,Pass,
,,,,,,,,,,,,,,,,,1.28782,,,,,,,,,,,,,,,,6c9c7d5c-c59a-416f-bcc7-610126c85e5b,21,,"[76.9, 53.5]",3890459,0,,,,,-1.3370532,,Head,,,,"[81.4, 34.6]",,High Pass,,19.42833,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,From Kick Off,Zlatko Junuzović,8762.0,Center Attacking Midfield,2,Werder Bremen,176,"['6e6bea67-cad2-4c4c-b685-3aff1b8cef91', 'cbe83c3b-95a0-410b-8c43-1b0079d8d30b']",13,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:13.223,Pass,
,,,,,,,,,,,,,,,,,1.983343,,,,,,,,,,,,,,,,cbe83c3b-95a0-410b-8c43-1b0079d8d30b,23,,"[38.7, 45.5]",3890459,0,,,,,-1.210737,,Right Foot,,,,"[45.1, 28.5]",,High Pass,,18.1648,,,,Jérôme Gondorf,8388.0,,,,,Recovery,1,Regular Play,Aytac Sulu,9217.0,Right Center Back,3,Darmstadt 98,872,"['6c9c7d5c-c59a-416f-bcc7-610126c85e5b', '8ac49d15-fb8e-4d64-9375-9035f795ba8b']",14,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:14.511,Pass,
,,,,,,,,,,,,,,,,,0.753329,,,,,,,,,,,,,,,,726653ab-df5c-4242-8580-9a01ded30814,25,,"[45.7, 31.0]",3890459,0,,,,,0.25121558,,Head,,,,"[57.0, 33.9]",,Low Pass,,11.66619,,,,Sandro Wagner,9723.0,,,,,,1,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,3,Darmstadt 98,872,['3a2000d1-c6b2-4503-8231-47c05c6be9a8'],16,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:16.644,Pass,
,,,,,,,,,,,,,,,,,1.482747,,,,,,,,,,,,,,,,1d3cb183-72b8-4390-b5b3-659f64c6595f,28,,"[55.9, 33.9]",3890459,0,,,,,0.6055447,,Right Foot,,,,"[65.0, 40.2]",,High Pass,,11.067972,,Incomplete,,Jan Rosenthal,40477.0,,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,3,Darmstadt 98,872,"['2a34a9c3-8770-4a82-9710-43cb7910adf7', '4feaf952-fde6-492b-9c89-b034e5a662d0', 'f3c8adb6-2606-4833-b62b-5dbfb65e50b2']",17,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:17.397,Pass,True
,,,,,,,,,,,,,,,,,1.94472,,,,,,,,,,,,,,,,4feaf952-fde6-492b-9c89-b034e5a662d0,30,,"[55.1, 39.9]",3890459,0,,,,,-0.59699786,,Head,,,,"[70.4, 29.5]",,High Pass,,18.5,,,,Fin Bartels,8389.0,,,,,Recovery,1,Regular Play,Papiss Mison Djilobodji,3774.0,Left Center Back,4,Werder Bremen,176,"['1d3cb183-72b8-4390-b5b3-659f64c6595f', 'de325196-9dee-49ff-9c33-0ce5a404ac06']",18,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:18.880,Pass,
,,,,,,,,,,,,,,,,,1.695028,,,,,,,,,,,,,,,,55be4ae4-3d63-4708-ba17-afb11d3161d4,34,,"[68.3, 29.9]",3890459,0,,,,,1.7317535,,Right Foot,,,,"[63.9, 57.0]",,High Pass,,27.454872,,,,Sambou Yatabaré,23660.0,,,,,,1,Regular Play,Fin Bartels,8389.0,Left Center Midfield,4,Werder Bremen,176,"['0e2920d6-a069-4f8f-bb6c-3f5d7b804794', '199003f8-72ed-4477-bc2f-2799044500ba']",21,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:21.623,Pass,True
,,,,,,,,,,,,,,,,,0.761981,,,,,,,,,,,,,,,,f94c7490-ce50-4222-be48-9d9355558bc1,37,,"[63.9, 69.0]",3890459,0,,,,,1.640451,,Right Foot,,,,"[63.3, 77.6]",,Ground Pass,,8.620905,,,,Theodor Gebre Selassie,8396.0,,,,,,1,Regular Play,Sambou Yatabaré,23660.0,Right Center Midfield,4,Werder Bremen,176,['aae85847-1c3e-4c82-b621-2d134867db4d'],26,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:26.792,Pass,
,,,,,,,,,,,,,,,,,2.033656,,,,,,,,,,,,,,,,53f13bb9-22c2-40fe-aaeb-078afff5e155,40,,"[63.3, 77.6]",3890459,0,,,,,-2.244039,,Right Foot,,,,"[50.3, 61.3]",,Ground Pass,,20.84922,,,,Jannik Vestergaard,8815.0,,,,,,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,4,Werder Bremen,176,['a1f8f1f0-9e31-41b5-a964-c6f06f4023de'],28,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:28.016,Pass,
,,,,,,,,,,,,,,,,,1.654629,,,,,,,,,,,,,,,,4e486006-9425-4f05-becf-05fd32a2e27c,43,,"[57.5, 48.4]",3890459,0,,,,,-1.8876208,,Right Foot,,,,"[51.5, 30.1]",,Ground Pass,,19.258505,,,,Papiss Mison Djilobodji,3774.0,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Right Center Back,4,Werder Bremen,176,['1d2716c5-397f-4534-a123-7a9c8a0f6ac1'],33,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:33.388,Pass,
,,,,,,,,,,,,,,,,,2.72873,,,,,,,,,,,,,,,,301a148e-8456-472a-9717-47c704a1ce24,46,,"[52.5, 22.9]",3890459,0,,,,,-0.25818372,,Left Foot,,,,"[104.0, 9.3]",,High Pass,,53.26547,,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,Regular Play,Papiss Mison Djilobodji,3774.0,Left Center Back,4,Werder Bremen,176,['09ae8a59-72ec-4343-93cc-81d20014e9b9'],36,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:36.876,Pass,
,,,,,,,,,,,,,,,,,1.863401,,,,,,,,,,,,,,,,2708c0e0-ed80-4988-b214-8757ec16ecfa,50,,"[4.5, 80.0]",3890459,0,,,,,-0.39965165,,,,,,"[32.2, 68.3]",,High Pass,,30.069586,,,,Peter Niemeyer,40467.0,,,,,Throw-in,1,From Throw In,Florian Jungwirth,12383.0,Right Back,5,Darmstadt 98,872,['695c2745-17b4-43bd-86ce-bfd8b9ef38ae'],58,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:58.032,Pass,
,,,,,,,,,,,,,,,,,2.038891,,,,,,,,,,,,,,,,e18f0cff-7bf7-4aac-9cac-7663f0e62d01,53,,"[31.1, 68.3]",3890459,0,,,,True,0.06731387,,,,,,"[40.0, 68.9]",,High Pass,,8.920202,,,,Marcel Heller,9401.0,,,,,,1,From Throw In,Peter Niemeyer,40467.0,Right Defensive Midfield,5,Darmstadt 98,872,"['da161632-bfbf-453b-948d-ef6bab50f9a4', 'f4bff81e-15a6-480d-9cf3-87828c2bc09a']",59,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:59.896,Pass,True
,,,,,,,,,,,,,,,,,1.5785,,,,,,,,,,,,,,,,3dda664d-17e9-4a1f-89da-ce941dec22f6,58,,"[80.1, 17.1]",3890459,1,,,,,-2.8223867,,Left Foot,,,,"[68.3, 13.2]",,Low Pass,,12.427792,,,,Papiss Mison Djilobodji,3774.0,,,,,Recovery,1,Regular Play,Zlatko Junuzović,8762.0,Center Attacking Midfield,6,Werder Bremen,176,"['bafd4035-bcf5-42ad-917a-0c805521b280', 'ea1d6e97-c135-4e13-a685-da85f4040276']",2,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:02.836,Pass,True
,,,,,,,,,,,,,,,,,3.132685,,,,,,,,,,,,,,,,688693ee-9595-4a7f-872d-388cdbf5ba89,61,,"[65.3, 13.2]",3890459,1,,,,,2.6687334,,Left Foot,,,,"[26.4, 33.1]",,Ground Pass,,43.694622,,,,Felix Wiedwald,23269.0,,,,,,1,Regular Play,Papiss Mison Djilobodji,3774.0,Left Center Back,6,Werder Bremen,176,['6ad8ad6b-5b6c-40c2-ba9c-8ad4a063cf62'],4,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:04.828,Pass,
,,,,,,,,,,,,,,,,,2.249613,,,,,,,,,,,,,,,,83dd469d-c7de-4639-aa0a-87128e33aca6,64,,"[26.4, 35.9]",3890459,1,,,,,0.44926012,,Right Foot,,,,"[37.6, 41.3]",,Ground Pass,,12.433825,,,,Jannik Vestergaard,8815.0,,,,,,1,Regular Play,Felix Wiedwald,23269.0,Goalkeeper,6,Werder Bremen,176,['343dcd30-c379-43eb-9f2e-3ce7b1b67ba9'],9,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:09.549,Pass,
,,,,,,,,,,,,,,,,,2.021775,,,,,,,,,,,,,,,,616da2eb-ade5-4fcd-a090-8abed3db8731,67,,"[38.4, 43.1]",3890459,1,,,,,1.1471274,,Right Foot,,,,"[52.2, 73.7]",,Ground Pass,,33.56784,,,,Theodor Gebre Selassie,8396.0,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Right Center Back,6,Werder Bremen,176,['feb807ae-62e8-4f25-9f5e-2a37e91bd01c'],13,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:13.825,Pass,
,,,,,,,,,,,,,,,,,1.822712,,,,,,,,,,,,,,,,c9531dd8-a3fc-4ee3-8d74-a92773b4e8a6,70,,"[52.2, 73.7]",3890459,1,,,,,-2.2243474,,Right Foot,,,,"[40.1, 57.9]",,Ground Pass,,19.901005,,,,Jannik Vestergaard,8815.0,,,,,,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,6,Werder Bremen,176,['023a8576-bbee-42bd-bc43-436e65a5c485'],16,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:16.105,Pass,
,,,,,,,,,,,,,,,,,1.782745,,,,,,,,,,,,,,,,2dade709-8cf6-4d0d-8c09-200b012473ad,73,,"[51.9, 52.1]",3890459,1,,,,,-1.6567906,,Right Foot,,,,"[49.4, 23.1]",,Ground Pass,,29.10756,,,,Papiss Mison Djilobodji,3774.0,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Right Center Back,6,Werder Bremen,176,['32f528b2-e249-479f-bcae-08c0d11510e1'],21,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:21.332,Pass,
,,,,,,,,,,,,,,,,,4.415557,,,,,,,,,,,,,,,,03b0ef42-1e1a-46c7-995f-1e913b8e5093,76,,"[50.9, 16.8]",3890459,1,,,,,-0.28892985,,Left Foot,,,,"[105.4, 0.6]",,High Pass,,56.85675,,Out,,Anthony Ujah,12624.0,,,,,,1,Regular Play,Papiss Mison Djilobodji,3774.0,Left Center Back,6,Werder Bremen,176,['0bd10766-564a-4155-8904-5f212339bb7d'],24,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:24.573,Pass,
,,,,,,,,,,,,,,,,,1.895108,,,,,,,,,,,,,,,,032bf90b-a842-440c-b241-ffe6ee6a5e43,78,,"[14.0, 80.0]",3890459,1,,,,,-0.33771726,,,,,,"[43.9, 69.5]",,High Pass,,31.690062,,Incomplete,,Sandro Wagner,9723.0,,,,,Throw-in,1,From Throw In,Florian Jungwirth,12383.0,Right Back,7,Darmstadt 98,872,"['250790a6-dc2c-4fb5-9e55-80e5871d43a5', '6cd7a1b2-c3b1-4f75-b190-86c977e85cd1']",41,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:41.484,Pass,
,,,,,,,,,,,,,,,,,1.376189,,,,,,,,,,,,,,,,250790a6-dc2c-4fb5-9e55-80e5871d43a5,80,,"[76.2, 10.6]",3890459,1,,,,,0.3289189,,Right Foot,,,,"[92.9, 16.3]",,High Pass,,17.645962,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,Recovery,1,From Throw In,Florian Grillitsch,11396.0,Center Defensive Midfield,7,Darmstadt 98,872,"['032bf90b-a842-440c-b241-ffe6ee6a5e43', '307d397a-5d45-4172-92d5-9877b6edd7ad', 'd6fb7fd4-9ad3-4b52-a3ad-9c9998220d2c']",43,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:43.379,Pass,
,,,,,,,,,,,,,,,,,0.181714,,,,,,,,,,,,,,,,307d397a-5d45-4172-92d5-9877b6edd7ad,83,,"[27.2, 63.8]",3890459,1,,,,True,0.37433362,,,,,,"[30.0, 64.9]",,Low Pass,,3.0083218,,Incomplete,,Peter Niemeyer,40467.0,,,,,Recovery,1,From Throw In,Aytac Sulu,9217.0,Right Center Back,7,Darmstadt 98,872,"['250790a6-dc2c-4fb5-9e55-80e5871d43a5', '8b626dd6-49c3-4d1e-98e9-aae8f6936856', '93aa6f25-1592-46d3-9c88-e56c4a2e0c05', 'a01b5c8a-50bb-4dde-91f2-947c4155a715']",44,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:44.755,Pass,True
,,,,,,,,,,,,,,,,,0.032316,,,,,,,,,,,,,,,,0f485654-4827-43a6-b941-65201bb951dd,86,,"[32.6, 66.0]",3890459,1,,,,,-1.1760052,,Left Foot,,,,"[33.6, 63.6]",,Low Pass,,2.6,,Incomplete,,Jan Rosenthal,40477.0,,,,,Recovery,1,From Throw In,Peter Niemeyer,40467.0,Right Defensive Midfield,7,Darmstadt 98,872,"['2aec8705-bfad-425d-936f-b325b0cb60d2', '3b833960-b223-4024-8ef0-e1c459f5c81c']",45,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:45.998,Pass,
,,,,,,,,,,,,,,,,,0.720422,,,,,,,,,,,,,,,,b8dc8618-572b-4f36-a099-4c4400ccffd7,91,,"[85.9, 17.1]",3890459,1,,,,,1.4758446,,Right Foot,,,,"[86.9, 27.6]",,Ground Pass,,10.547511,,,,Zlatko Junuzović,8762.0,,,,,,1,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Right Center Forward,8,Werder Bremen,176,"['15107485-59b7-4200-8c5e-4804c20a8d21', 'ef6fd904-5def-4d1d-bbe5-0c610b8b1b92']",47,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:47.219,Pass,True
,,,,,,,,,,,,,,,,,0.689709,,,,,,,,,,,,,,,,855f5447-a472-4308-926d-af3d0931edcd,96,,"[87.5, 24.8]",3890459,1,,,,,-0.6192424,,Right Foot,,,,"[96.9, 18.1]",,Ground Pass,,11.543396,,,,Anthony Ujah,12624.0,,,,,,1,Regular Play,Zlatko Junuzović,8762.0,Center Attacking Midfield,8,Werder Bremen,176,"['40bb1c20-067a-4132-be3e-b1fedf9b67b3', 'b0ef17b1-764d-4396-9212-971f87513153']",48,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:48.613,Pass,True
,,,,,,,,,,,,,,,,,0.367668,,,,,,,,,,,,,,,,58505f17-38bb-45b2-8ce5-6540453eb869,99,,"[95.3, 25.4]",3890459,1,,,,,-0.15559483,,Right Foot,,,,"[100.4, 24.6]",,Ground Pass,,5.162364,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,Regular Play,Anthony Ujah,12624.0,Left Center Forward,8,Werder Bremen,176,"['0b4f1309-e932-45cf-8b82-b6f8519e4fe5', '9e379fdf-3388-4d64-b665-ff492f5f2b32']",50,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:50.258,Pass,
