ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.859701,,,,,,,,,,,,,,0360d0bc-ae58-4256-a7fc-048c6ce769c7,18,,"[17.7, 73.5]",3775544,0,,,0.105243504,,Right Foot,,,,"[74.5, 79.5]",High Pass,,57.116024,,Out,,Stine Larsen,10102.0,,,,,,1,From Kick Off,Elisha N''Dow,46534.0,Right Center Back,2,West Ham United LFC,972,['9f99ff47-184c-454e-9e17-4fe3b395c565'],23,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:23.751,Pass,
,,,,,,,,,,,,,,,,,,1.31738,,,,,,,,,,,,,,0da03645-4a72-4774-8033-5bd73ef1471a,20,,"[53.5, 0.1]",3775544,0,,,0.41342533,,,,,,"[69.0, 6.9]",Low Pass,,16.926016,,,,Martha Thomas,31558.0,,,,,Throw-in,1,From Throw In,Mayumi Pacheco,15724.0,Left Wing Back,3,West Ham United LFC,972,['9b73dd91-6b4d-41a6-b940-4e8b988e3239'],45,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:45.507,Pass,
,,,,,,,,,,,,,,,,,,1.168831,,,,,,,,,,,,,,a689c12f-4200-4277-8ad0-d6a2e4851f31,24,,"[65.3, 4.9]",3775544,0,,,2.9996955,,Right Foot,,,,"[55.5, 6.3]",Ground Pass,,9.899495,,,,Mayumi Pacheco,15724.0,,,,,,1,From Throw In,Martha Thomas,31558.0,Center Forward,3,West Ham United LFC,972,"['528dfc78-8308-422b-ba0c-2b0a731ec4e1', '8bd7dd71-1a63-4b5e-aea2-95e04f241671']",47,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:47.296,Pass,True
,,,,,,,,,,,,,,,,,,1.14334,,,,,,,,,,,,,,62fa72e6-b3ad-4fea-8264-e452ea4d40a2,27,,"[55.5, 6.3]",3775544,0,,,0.87427235,,Left Foot,,,,"[64.7, 17.3]",Ground Pass,,14.340154,,,,Dagný Brynjarsdóttir,10124.0,,,,,,1,From Throw In,Mayumi Pacheco,15724.0,Left Wing Back,3,West Ham United LFC,972,['cc888493-729e-4cc8-b477-b51438e8a91f'],48,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:48.538,Pass,
,,,,,,,,,,,,,,,,,,0.915086,,,,,,,,,,,,,,e4aa5a74-4091-4451-8b4c-0b5c1bc285e6,29,,"[64.7, 17.3]",3775544,0,,,1.709436,,Right Foot,,,,"[63.5, 25.9]",Ground Pass,,8.683317,,Incomplete,,Kate Longhurst,18147.0,,,,,,1,From Throw In,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,3,West Ham United LFC,972,"['b88ac15b-59a8-4e2e-bb43-9ab79aa09cf9', 'd3ce314a-7b94-4681-aeb4-825cb41cca27']",49,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:49.681,Pass,
,,,,,,,,,,,,,,,,,,1.878633,,,,,,,,,,,,,,22c42368-946b-498b-b0ed-d320bb08f438,34,,"[60.9, 56.2]",3775544,0,,,0.7547955,,Right Foot,,,,"[71.0, 65.7]",Ground Pass,,13.865786,,,,Stine Larsen,10102.0,,,,,,1,From Throw In,Olivia McLoughlin,77717.0,Left Defensive Midfield,3,West Ham United LFC,972,"['4ce6bfa0-7030-4793-a85d-d960d752e849', 'e4de2354-cce3-4054-b23e-ba1355160b42']",51,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:51.072,Pass,True
,,,,,,,,,,,,,,,,,,0.967014,,,,,,,,,,,,,,0e7e980a-211c-4e4b-89ae-fb49942a6fef,37,,"[72.7, 65.7]",3775544,0,,,-2.861986,,Left Foot,,,,"[62.6, 62.8]",Ground Pass,,10.508092,,Incomplete,,Mana Iwabuchi,25610.0,,,,,,1,From Throw In,Stine Larsen,10102.0,Right Center Forward,3,West Ham United LFC,972,"['19c6b5b8-96dd-4b65-b163-ca0ccab707d4', '7f3ca2ba-3607-4655-bee5-1d2ddea3a15f', 'd73190aa-b125-42b8-8e47-8dd08b4bff0d']",52,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:52.951,Pass,True
,,,,,,,,,,,,,,,,,,1.104415,,,,,,,,,,,,,,d3d5a966-0e9b-4202-8f25-fa27933f6923,41,,"[54.6, 19.6]",3775544,0,,,0.6223029,,Right Foot,,,,"[63.8, 26.2]",Ground Pass,,11.322544,,,,Emily Louise van Egmond,5076.0,,,,,,1,From Throw In,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,3,West Ham United LFC,972,['dd2d85e1-7ffb-4a00-874d-948b2a77cd66'],55,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:55.070,Pass,
,,,,,,,,,,,,,,,,,,0.643103,,,,,,,,,,,,,,05bf97af-f1c1-4357-ac9e-4d189b88c690,45,,"[73.0, 8.1]",3775544,1,,,-0.07677189,,Left Foot,,,,"[86.0, 7.1]",Ground Pass,,13.038404,,Incomplete,,Martha Thomas,31558.0,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Center Attacking Midfield,3,West Ham United LFC,972,"['725cea8f-7e7c-45bd-b694-a6dfc5f9e2ec', '8a23331b-25cf-4c06-8876-bd643ffee986', 'f6f9a374-e3ed-423b-b171-78d2be369a1c']",1,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:01.646,Pass,True
,,,,,,,,,,,,,,,,,,0.923705,,,,,,,,,,,,,,b2be317d-aef9-48b9-aaf9-a7ec3893cca4,50,,"[95.8, 10.1]",3775544,1,,,1.2631294,,Left Foot,,,,"[99.2, 20.8]",Low Pass,,11.2272,,,,Martha Thomas,31558.0,,,,,Recovery,1,From Throw In,Mayumi Pacheco,15724.0,Left Wing Back,3,West Ham United LFC,972,['f75e3950-bcbc-471b-988d-a227a924494a'],5,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:05.820,Pass,
,,,,,,,,,,,,,,,,,,1.614302,,,,,,,,,,,,,,fe25eb51-205f-44b6-b04b-4212d45a756f,53,,"[98.1, 21.0]",3775544,1,,,1.4974587,,Right Foot,,,,"[99.9, 45.5]",Ground Pass,,24.566034,,Incomplete,,,,,,,,,1,From Throw In,Martha Thomas,31558.0,Center Forward,3,West Ham United LFC,972,['e8e75a9c-c043-429a-ba05-7ba0b08edbad'],7,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:07.572,Pass,
,,,,,,,,,,,,,,,,,,2.011026,,,,,,,,,,,,,,e8e75a9c-c043-429a-ba05-7ba0b08edbad,54,,"[20.2, 34.6]",3775544,1,,,-0.052421067,,Left Foot,,,,"[52.6, 32.9]",Ground Pass,,32.44457,,Incomplete,,Shania Hayles,19499.0,,,,,Recovery,1,From Throw In,Jodie Hutton,46537.0,Left Wing Back,3,West Ham United LFC,972,"['c82e2b02-b33a-48f0-ac9f-fe9681bdd3ad', 'f6c58d84-2a26-477c-a388-391839865230', 'fe25eb51-205f-44b6-b04b-4212d45a756f']",9,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:09.186,Pass,
,,,,,,,,,,,,,,,,,,1.666194,,,,,,,,,,,,,,c10ab523-8868-4db1-98ba-be609e942813,60,,"[53.1, 6.4]",3775544,1,,,3.0871909,,Left Foot,,,,"[32.9, 7.5]",Ground Pass,,20.229929,,,,Natalie Haigh,46535.0,,,,,,1,From Throw In,Shania Hayles,19499.0,Left Center Forward,3,West Ham United LFC,972,['3ea8637a-08ce-41e3-9cfb-7fc3e55654f5'],17,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:17.338,Pass,
,,,,,,,,,,,,,,,,,,2.207499,,,,,,,,,,,,,,d14ca504-eb9d-4d96-9ee7-acab5dd6aaa6,63,,"[34.1, 7.9]",3775544,1,,,0.0181386,,Right Foot,,,,"[78.2, 8.7]",High Pass,,44.107254,,Incomplete,,Shania Hayles,19499.0,,,,,,1,From Throw In,Natalie Haigh,46535.0,Left Center Back,3,West Ham United LFC,972,"['87896007-4825-4907-bdc1-d8d53f29906a', 'c48d95c3-c19c-41b6-9c1f-8259eb232a11']",20,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:20.339,Pass,
,,,,,,,,,,,,,,,,,,1.980327,,,,,,,,,,,,,,440a7376-fba9-4f92-90d7-8306f92344fa,68,,"[78.5, 8.7]",3775544,1,,True,2.863293,,,,,,"[73.6, 10.1]",High Pass,,5.096077,,Incomplete,,Shania Hayles,19499.0,,,,,Recovery,1,From Throw In,Olivia McLoughlin,77717.0,Left Defensive Midfield,3,West Ham United LFC,972,"['0371696e-ba2d-46fa-a046-9d94ab311a53', '0b3bc456-a33c-44e6-a494-5eab9a6a9877', 'ac415637-d3b6-4d24-ba32-f3aed61ccd8c']",25,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:25.469,Pass,True
,,,,,,,,,,,,,,,,,,1.831685,,,,,,,,,,,,,,0371696e-ba2d-46fa-a046-9d94ab311a53,70,,"[46.5, 70.0]",3775544,1,,,-0.088007376,,Right Foot,,,,"[63.5, 68.5]",High Pass,,17.066048,,Incomplete,,Kenza Dali,15421.0,,,,,Recovery,1,From Throw In,Emily Louise van Egmond,5076.0,Center Attacking Midfield,3,West Ham United LFC,972,"['40ed95e7-ac3e-45b8-9111-42472dfa4c20', '440a7376-fba9-4f92-90d7-8306f92344fa', '9c30fb8c-2a2c-4e85-9a26-ec32872eee29']",27,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:27.450,Pass,
,,,,,,,,,,,,,,,,,,1.637424,,,,,,,,,,,,,,67d307aa-9fb4-4398-8323-a73b5695bcbd,79,,"[65.8, 80.0]",3775544,1,,,-0.0662536,,,,,,"[86.9, 78.6]",Low Pass,,21.146395,,Incomplete,,Kenza Dali,15421.0,,,,,Throw-in,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,4,West Ham United LFC,972,"['2ce45eaa-00fc-457e-b4b4-bc70aeb087d9', '3298548b-4e91-4a79-8554-8c4221283b2f']",47,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:47.195,Pass,
,,,,,,,,,,,,,,,,,,0.838973,,,,,,,,,,,,,,bcf9378d-7ba5-4516-b0c3-1e16af8b8f3d,84,,"[36.9, 1.5]",3775544,1,,,-0.18432441,,Left Foot,,,,"[42.8, 0.4]",High Pass,,6.0016665,,Out,,Shania Hayles,19499.0,,,,,,1,From Throw In,Jodie Hutton,46537.0,Left Wing Back,4,West Ham United LFC,972,"['6499ae84-f1d7-4e41-99bf-8e1f28f9eb46', 'be7c0090-e447-4831-b668-8a2bc055b6e1']",50,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:50.077,Pass,True
,,,,,,,,,,,,,,,,,,3.66498,,,,,,,,,,,,,,5fa95133-76dd-4a06-92a1-2b7cadffd132,86,,"[73.0, 80.0]",3775544,1,,,-0.07311783,,,,,,"[104.4, 77.7]",High Pass,,31.484123,,,,Martha Thomas,31558.0,,,,,Throw-in,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,5,West Ham United LFC,972,['6b4fbd49-f292-431b-8a35-ea50d83c152b'],53,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:53.248,Pass,
,,,,,,,,,,,,,,,,,,2.080794,,,,,,,,,,,,,,384eaa6f-0286-4c6f-bd84-4e2da8073c5d,94,,"[13.1, 17.1]",3775544,2,,,0.41696298,,Right Foot,,,,"[49.9, 33.4]",High Pass,,40.248356,,Incomplete,,Stine Larsen,10102.0,,,,,,1,From Throw In,Jodie Hutton,46537.0,Left Wing Back,5,West Ham United LFC,972,"['40dcfa56-2d7f-4fac-943a-e31950904168', '534f0347-209c-4d2f-b8d8-6a03f2132859']",0,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:00.978,Pass,
,,,,,,,,,,,,,,,,,,1.331841,,,,,,,,,,,,,,e03fa59b-1250-435f-8e2a-887de6e792d8,99,,"[71.3, 51.8]",3775544,2,,,0.6787928,,Right Foot,,,,"[86.3, 63.9]",Ground Pass,,19.272001,,,,Cecilie Redisch Kvamme,31553.0,,,,,,1,From Throw In,Hawa Cissoko,31157.0,Left Center Back,5,West Ham United LFC,972,"['370e6b8d-ebf0-4471-ba1f-0ae4a3df4d06', '79bf3581-e6e3-4708-9042-babaef09eac4']",4,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:04.936,Pass,True
,,,,,,,,,,,,,,,,,,0.147362,,,,,,,,,,,,,,a0289243-5071-4842-8ac1-2a562ab9ba60,103,,"[84.7, 74.9]",3775544,2,,,0.44872335,,Right Foot,,,,"[87.4, 76.2]",Ground Pass,,2.9966648,,Incomplete,,Kenza Dali,15421.0,,,,,,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,5,West Ham United LFC,972,"['014847bc-8ef0-40f7-85d0-e11158ce0104', '85d6b0f4-459b-4d7d-a195-f011390dfa3a', 'd61c2737-56c9-45d1-be7c-2cda159b14f7']",8,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:08.075,Pass,True
,,,,,,,,,,,,,,,,,,1.514403,,,,,,,,,,,,,,33fe4640-b9f1-4933-8c0a-709601a5bf5a,106,,"[75.9, 80.0]",3775544,2,,,-0.22635618,,,,,,"[92.4, 76.2]",High Pass,,16.931923,,Incomplete,,Cecilie Redisch Kvamme,31553.0,,,,,Throw-in,1,From Throw In,Grace Fisk,34232.0,Right Center Back,6,West Ham United LFC,972,"['a25e9d16-cc38-4011-bb68-a1cf3cd4c50e', 'b83ab496-2fa7-41dd-b313-f60612a44d7e']",19,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:19.049,Pass,
,,,,,,,,,,,,,,,,,,1.09427,,,,,,,,,,,,,,7e5ab9a2-5cfc-4041-a6e3-00e759ad5896,109,,"[102.4, 80.0]",3775544,2,,,-1.8453716,,,,,,"[100.4, 72.9]",Low Pass,,7.376313,,,,Emily Louise van Egmond,5076.0,,,,,Throw-in,1,From Throw In,Grace Fisk,34232.0,Right Center Back,7,West Ham United LFC,972,['1f473676-00b7-4d77-baac-853d2cd75308'],32,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:32.164,Pass,
,,,,,,,,,,,,,,,,,,4.296639,,,,,,,,,,,,,,463c8f7e-d2c0-4db0-930b-fb085c9b8812,112,,"[104.2, 73.4]",3775544,2,,,-1.505,,Right Foot,True,,,"[107.6, 21.8]",High Pass,,51.711895,,,,Mayumi Pacheco,15724.0,,True,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Center Attacking Midfield,7,West Ham United LFC,972,['6c22edf5-e719-4d03-a60a-4a564ef8e8bf'],34,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:34.160,Pass,
,,,,,,,,,,,,,,,,,,2.425979,,,,,,,,,,,,,,ef25614d-7d68-4592-a849-5f697c026ec0,115,,"[107.6, 21.8]",3775544,2,,,1.2689635,,Left Foot,,,,"[119.4, 59.7]",High Pass,,39.694458,,Out,,Martha Thomas,31558.0,,,,,,1,From Throw In,Mayumi Pacheco,15724.0,Left Wing Back,7,West Ham United LFC,972,['3d5f8ecb-cf43-4092-989f-9ec88984ff5a'],38,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:38.590,Pass,
,,,,,,,,,,,,,,,,,,3.00905,,,,,,,,,,,,,,078c56e2-3015-4d32-aa29-b4c27f6bbd3d,117,,"[6.0, 44.0]",3775544,3,,,0.3894539,,Right Foot,,,,"[54.0, 63.7]",High Pass,,51.885353,,,,Stine Larsen,10102.0,,,,,Goal Kick,1,From Goal Kick,Lisa Weiß,38317.0,Goalkeeper,8,Aston Villa,2647,['c87b1353-9483-4272-a486-34ddfb4632f0'],9,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:03:09.421,Pass,
,,,,,,,,,,,,,,,,,,1.10127,,,,,,,,,,,,,,68e15b2c-c890-43cc-b940-c85170ae42ce,120,,"[54.0, 63.7]",3775544,3,,True,0.2519553,,,,,,"[64.1, 66.3]",Low Pass,,10.429286,,Incomplete,,Mana Iwabuchi,25610.0,,,,,,1,From Goal Kick,Stine Larsen,10102.0,Right Center Forward,8,Aston Villa,2647,"['1eec2f70-8805-4853-9dc5-71bdf25d078d', '882f6db7-c066-40e7-9a17-09b370ab6e9d', 'a2f5b1ee-85f0-4e18-b42a-dcf2ad2402f9']",12,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:03:12.430,Pass,True
,,,,,,,,,,,,,,,,,,1.129714,,,,,,,,,,,,,,2f3140a0-96bb-40f1-b1e6-ac6d518c1440,124,,"[55.5, 12.9]",3775544,3,,,-0.9017533,,Left Foot,,,,"[62.3, 4.3]",Ground Pass,,10.963576,,,,Mayumi Pacheco,15724.0,,,,,,1,Regular Play,Kate Longhurst,18147.0,Center Defensive Midfield,9,West Ham United LFC,972,['206fd2ed-20e6-4d1d-9cc0-45f50c6fcdce'],13,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:13.941,Pass,
,,,,,,,,,,,,,,,,,,1.162822,,,,,,,,,,,,,,d84abf12-4cdb-4048-876f-1eb40f1bd0e6,128,,"[61.5, 1.9]",3775544,3,,,1.8397114,,Left Foot,,,,"[58.0, 14.6]",Ground Pass,,13.173458,,,,Hawa Cissoko,31157.0,,,,,,1,Regular Play,Mayumi Pacheco,15724.0,Left Wing Back,9,West Ham United LFC,972,"['60c8d51d-9340-4bd9-98cc-b760b2f709f0', 'e52848bd-9d65-4459-8196-ffb5e46b84cf']",15,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:15.746,Pass,True
