ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.801177,,,,,,,,,,,,cae92142-97f5-44f3-9dee-92968a9d1c30,21,,,"[76.8, 71.4]",3775563,0,,,,-3.038511,,Right Foot,,,"[65.2, 70.2]",,Ground Pass,,11.661903,,Rikke Læntver Sevecke,15789.0,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,4,Everton LFC,967,['5ef2a709-bcce-4aff-ad6c-c225c0d560ec'],21,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:21.873,Pass,
,,,,,,,,,,,,,,,0.767005,,,,,,,,,,,,00b2d1a5-68eb-43de-a540-fee22954e939,24,,,"[65.7, 70.4]",3775563,0,,,,-0.894906,,Left Foot,,,"[74.2, 59.8]",,Ground Pass,,13.587127,,Isobel Mary Christiansen,4645.0,,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Right Center Back,4,Everton LFC,967,['c2eac03d-de2a-4561-8d8f-dcc912e92f86'],22,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:22.674,Pass,
,,,,,,,,,,,,,,,2.105125,,,,,,,,,,,,592ae958-78e0-4297-b919-4a19eeaa6331,28,,,"[78.2, 62.9]",3775563,0,,,,-0.12740532,,Right Foot,,,"[102.4, 59.8]",,Ground Pass,,24.397745,Incomplete,Nicoline Sørensen,10274.0,,,,,,,1,Regular Play,Isobel Mary Christiansen,4645.0,Left Center Midfield,4,Everton LFC,967,"['8243987d-a92e-46fb-8ed0-a4be64f6e890', 'a9c80113-32bf-4190-8831-224593046a65']",25,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:25.000,Pass,
,,,,,,,,,True,,,,,,1.83319,,,,,,,,,,,,a9c80113-32bf-4190-8831-224593046a65,30,,,"[17.7, 20.3]",3775563,0,,,,2.2950463,,Right Foot,,,"[6.2, 33.3]",,Ground Pass,,17.356554,,Mary Alexandra Earps,31538.0,,,,,,Interception,1,Regular Play,Kirsty Smith,10196.0,Left Back,5,Manchester United,1475,"['592ae958-78e0-4297-b919-4a19eeaa6331', 'f143b36e-db46-4fa0-bc1a-eed9bd337700']",27,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:27.105,Pass,
,,,,,,,,,,,,,,,2.395966,,,,,,,,,,,,22ebdd9c-1b03-462b-a413-8e40afc5a340,34,,,"[5.9, 28.9]",3775563,0,,,,-0.3659207,,Left Foot,,,"[48.7, 12.5]",,High Pass,,45.834484,Unknown,Jackie Groenen,10654.0,,,,,,,1,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,5,Manchester United,1475,['6dbcda89-18b1-47ac-b15a-cc4bf81d2574'],30,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:30.239,Pass,
,,,,,,,,,,,,,,,2.435569,,,,,,,,,,,,28bda6f9-ce32-48d6-ae09-b70b9503ad81,39,,,"[52.0, 16.1]",3775563,0,,,,1.7932436,,Left Foot,,,"[44.4, 49.7]",,Ground Pass,,34.448803,,Amy Turner,31533.0,,,,,,Free Kick,1,From Free Kick,Millie Turner,31536.0,Left Center Back,6,Manchester United,1475,['2229e875-eb69-4bc0-8ef6-94664b2e8e0f'],46,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:46.807,Pass,
,,,,,,,,,,,,,,,1.537118,,,,,,,,,,,,9896cff1-bc96-4288-a0c1-50e09d2ee59f,42,,,"[48.2, 51.1]",3775563,0,,,,-1.5590781,,Right Foot,,,"[48.5, 25.5]",,Ground Pass,,25.601757,,Millie Turner,31536.0,,,,,,,1,From Free Kick,Amy Turner,31533.0,Right Center Back,6,Manchester United,1475,['8ca19dd5-079a-43ef-a752-2f359ea3b6e4'],51,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:51.613,Pass,
,,,,,,,,,,,,,,,1.782336,,,,,,,,,,,,3f4818d6-751d-4c68-84e9-458a7d09ec47,45,,,"[48.7, 24.3]",3775563,0,,,,1.5614798,,Right Foot,,,"[49.0, 56.5]",,Ground Pass,,32.201397,,Amy Turner,31533.0,,,,,,,1,From Free Kick,Millie Turner,31536.0,Left Center Back,6,Manchester United,1475,['fc11af54-bc05-44ee-886c-2a1ff7aa16e8'],55,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:55.480,Pass,
,,,,,,,,,,,,,,,1.63717,,,,,,,,,,,,1d32c9ce-d886-4727-9d58-dd6b3a42ed2d,48,,,"[52.9, 58.7]",3775563,0,,,,0.45903936,,Right Foot,,,"[79.0, 71.6]",,Ground Pass,,29.113914,,Ona Batlle Pascual,46639.0,,,,,,,1,From Free Kick,Amy Turner,31533.0,Right Center Back,6,Manchester United,1475,['0b3022a9-1c54-4b99-9fa4-eba797b4e28b'],59,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:59.041,Pass,
,,,,,,,,,,,,,,,1.098084,,,,,,,,,,,,55f93a07-8244-4624-a4f9-167caba737c5,51,,,"[76.8, 66.4]",3775563,1,,,,-2.1254084,,Left Foot,,,"[69.8, 55.1]",,Ground Pass,,13.2924795,,Katie Zelem,31540.0,,,,,,,1,From Free Kick,Ona Batlle Pascual,46639.0,Right Back,6,Manchester United,1475,['433da42d-ad05-4dc9-8ee3-dcb632b8189c'],2,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:02.076,Pass,
,,,,,,,,,,,,,,,1.372782,,,,,,,,,,,,b10a2679-5b7c-46a8-8036-29e988f0fb42,55,,,"[71.6, 53.4]",3775563,1,,,,-2.0312643,,Left Foot,,,"[59.1, 28.2]",,Ground Pass,,28.129877,,Millie Turner,31536.0,,,,,,,1,From Free Kick,Katie Zelem,31540.0,Center Defensive Midfield,6,Manchester United,1475,"['14d50556-963e-4187-b9ec-e90a8f48f97a', '4b516b06-5a89-4a1b-a4c4-b67627a7de7f']",4,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:04.179,Pass,True
,,,,,,,,,,,,,,,0.96611,,,,,,,,,,,,fe4b38e3-b93b-43bc-b8d5-5717d19553a6,58,,,"[65.2, 23.9]",3775563,1,,,,-0.917082,,Right Foot,,,"[78.3, 6.8]",,Ground Pass,,21.541124,,Christen Annemarie Press,6817.0,,,,,,,1,From Free Kick,Millie Turner,31536.0,Left Center Back,6,Manchester United,1475,['a997dcc1-869a-4a4b-8231-ef2ee795e254'],7,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:07.794,Pass,
,,,,,,,,,,,,,,,0.871977,,,,,,,,,,,,5140a0dd-7fb0-48c3-ba4e-96b4a2300c22,62,,,"[76.9, 5.4]",3775563,1,,,,0.005290956,,Right Foot,,,"[95.8, 5.5]",,Low Pass,,18.900265,Incomplete,Kirsty Smith,10196.0,,,,,,,1,From Free Kick,Christen Annemarie Press,6817.0,Left Wing,6,Manchester United,1475,"['68cacdd0-143d-46dd-b06a-1c2d6b40e3ea', 'a60e1d60-eec0-4320-b386-eefdd647b5e4', 'f117a400-73ac-4420-8ce5-35a2bc2319ff']",9,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:09.370,Pass,True
,,,,,,,,,,,,,,,0.724059,,,,,,,,,,,,285ec330-37a2-491e-b6dc-88ccf500b694,66,,,"[25.8, 66.2]",3775563,1,,,,0.7853982,,Right Foot,,,"[32.6, 73.0]",,Ground Pass,,9.6166525,,Nicoline Sørensen,10274.0,,,,,,Recovery,1,Regular Play,Rikke Læntver Sevecke,15789.0,Right Center Back,7,Everton LFC,967,['7a4d809c-0fae-4815-ab09-c657f9e03104'],11,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:11.985,Pass,
,,,,,,,,,,,,,,,1.11582,,,,,,,,,,,,16433ac8-b12d-4919-821b-b3c7fe0567f9,70,,,"[32.6, 76.8]",3775563,1,,,,-2.674282,,Left Foot,,,"[21.7, 71.3]",,Ground Pass,,12.209013,,Ingrid Moe Wold,10382.0,,,,,,,1,Regular Play,Nicoline Sørensen,10274.0,Right Wing,7,Everton LFC,967,"['2c117c07-2c70-4b08-a4c4-b7b948f45919', '785c94ec-7396-4083-a5f6-a9729b53e1ad']",13,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:13.879,Pass,True
,,,,,,,,,,,,,,,1.828451,,,,,,,,,,,,6a50d943-b0f5-43ba-9ebb-a8abf8518d68,73,,,"[19.4, 73.3]",3775563,1,,,,-0.17932172,,Right Foot,,,"[52.5, 67.3]",,High Pass,,33.639412,Incomplete,Hayley Emma Raso,6818.0,,,,,,,1,Regular Play,Ingrid Moe Wold,10382.0,Right Wing Back,7,Everton LFC,967,"['14755fb3-c1d1-4737-871b-0d3da5fe5ff9', '6ff4dfda-cd37-4239-90b6-6887c15d3596']",14,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:14.995,Pass,
,,,,,,,,,,,,,,,1.743426,,,,,,,,,,,,4eed185e-c21e-4d6a-a0cc-57003b53ae33,78,,,"[52.7, 80.0]",3775563,1,,,,-0.20612134,,,,,"[74.7, 75.4]",,High Pass,,22.475765,Incomplete,Ingrid Moe Wold,10382.0,,,,,,Throw-in,1,From Throw In,Rikke Læntver Sevecke,15789.0,Right Center Back,8,Everton LFC,967,"['1bcde294-a566-47cc-b865-2cd8536ad1ff', '3f7c0900-a3e0-4210-bb65-7e8ff0d80fb5']",39,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:39.015,Pass,
,,,,,,,,,,,,,,,2.053429,,,,,,,,,,,,3c126d24-ce26-49f0-a849-cca60485cd27,82,,,"[65.0, 80.0]",3775563,1,,,,-0.62309575,,,,,"[84.9, 65.7]",,High Pass,,24.505102,Incomplete,Hayley Emma Raso,6818.0,,,,,,Throw-in,1,From Throw In,Rikke Læntver Sevecke,15789.0,Right Center Back,9,Everton LFC,967,"['2c6f60c8-957d-4d19-819b-f7a016a9c1b6', 'a71a225e-bd1d-4abc-98e1-280f9aacf669']",54,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:54.636,Pass,
,,,,,,,,,,,,,,,4.877956,,,,,,,,,,,,d9d6ee2a-8c21-49b6-af0a-19749a0295b4,93,,,"[29.8, 32.6]",3775563,2,,,,-0.50466937,,Left Foot,,,"[82.3, 3.6]",,High Pass,,59.977077,Incomplete,,,,,,,,Recovery,1,From Throw In,Ella Toone,31534.0,Right Center Midfield,9,Everton LFC,967,['2dc3ac71-f122-4d52-9ddd-f7757526e3fb'],1,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:01.523,Pass,
,,,,,,,,,,,,,,,1.780954,,,,,,,,,,,,211893b5-5faf-44e1-8d5e-592cd5bb4beb,97,,,"[31.4, 76.5]",3775563,2,,,,-2.6885667,,Left Foot,,,"[4.9, 63.6]",,Ground Pass,,29.473038,,Alexandra MacIver,34360.0,,,,,,,1,From Throw In,Rikke Læntver Sevecke,15789.0,Right Center Back,9,Everton LFC,967,['23ba440b-698b-4655-b7c8-74f092bf709c'],8,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:08.678,Pass,
,,,,,,,,,,,,,,,1.420134,,,,,,,,,,,,65318546-f3f7-4e01-b809-c0288f07828f,99,,,"[4.9, 63.6]",3775563,2,,,,1.343107,,Right Foot,,,"[8.7, 80.0]",,High Pass,,16.834488,Out,,,,,,,,,1,From Throw In,Alexandra MacIver,34360.0,Goalkeeper,9,Everton LFC,967,,10,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:10.459,Pass,
,,,,,,,,,,,,,,,2.629511,,,,,,,,,,,,ddec1891-99d1-416f-b227-23eee5555b89,100,,,"[120.0, 0.1]",3775563,2,,,,1.64296,,Right Foot,,,"[116.4, 49.9]",,High Pass,True,49.92995,,Millie Turner,31536.0,,,True,Inswinging,,Corner,1,From Corner,Lucy Staniforth,15562.0,Left Center Midfield,10,Manchester United,1475,['b5bdda15-8a11-43d5-9be8-ab88056724d8'],56,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:56.425,Pass,
,,,,,,,,,,,,,,,1.936272,,,,,,,,,,,,a62a7a9d-dd35-4d6f-a72d-48b96f8d6995,102,,,"[116.4, 51.3]",3775563,2,,,True,-2.4244115,,,,,"[107.8, 43.8]",,High Pass,,11.410959,Incomplete,,,,,,,,,1,From Corner,Millie Turner,31536.0,Left Center Back,10,Manchester United,1475,"['b213dd52-0ffc-40e4-b8f2-dc94b03516c8', 'd3cd8201-72ba-4421-b624-e884d143e9cd']",59,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:59.054,Pass,True
,,,,,,,,,,,,,,,2.510011,,,,,,,,,,,,7ee6a61e-08ed-4748-8858-15ad2b8b387c,107,,,"[12.7, 40.1]",3775563,3,,,,1.4488745,,Right Foot,,,"[15.8, 65.4]",,Low Pass,,25.489214,Incomplete,,,,,,,,,1,From Corner,Claire Emslie,4646.0,Left Wing,10,Manchester United,1475,['7a970763-a5f9-411f-b5d5-560b6da38f75'],1,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:01.543,Pass,
,,,,,,,,,,,,,,,3.263848,,,,,,,,,,,,c500b995-c040-40e7-ab69-3d37e19ec400,111,,,"[104.3, 17.0]",3775563,3,,,,1.2054666,,Right Foot,True,,"[119.6, 57.0]",,High Pass,,42.82628,Out,Millie Turner,31536.0,,,True,,,,1,From Corner,Lucy Staniforth,15562.0,Left Center Midfield,10,Manchester United,1475,"['1e65d421-b412-4230-8d86-1fbd0cd39c84', '748669e0-b434-4ade-b81d-b3bdc4bf1f54']",5,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:05.159,Pass,True
,,,,,,,,,,,,,,,1.136613,,,,,,,,,,,,2f43f7f0-acaa-4075-a081-3ef165ccbe79,113,,,"[7.0, 36.1]",3775563,3,,,,1.6907003,,Left Foot,,,"[5.0, 52.7]",,Ground Pass,,16.720047,,Rikke Læntver Sevecke,15789.0,,,,,,Goal Kick,1,From Goal Kick,Alexandra MacIver,34360.0,Goalkeeper,11,Everton LFC,967,['46e885b0-01c6-4302-851d-0748d9843a34'],17,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:17.173,Pass,
,,,,,,,,,,,,,,,2.087769,,,,,,,,,,,,583659eb-4b2f-488f-b4b5-aa008e77aabe,116,,,"[5.0, 52.7]",3775563,3,,,,0.7735877,,Right Foot,,,"[30.7, 77.8]",,Ground Pass,,35.92353,,Ingrid Moe Wold,10382.0,,,,,,,1,From Goal Kick,Rikke Læntver Sevecke,15789.0,Right Center Back,11,Everton LFC,967,['0fcac5ab-f31a-494d-a257-3833aeab1cfd'],19,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:19.100,Pass,
,,,,,,,,,,,,,,,4.150482,,,,,,,,,,,,5a883570-f72e-4537-81a4-f2c0368e3104,120,,,"[30.7, 78.0]",3775563,3,,,,-0.04503391,,Right Foot,,,"[77.3, 75.9]",,High Pass,,46.647293,Incomplete,Nicoline Sørensen,10274.0,,,,,,,1,From Goal Kick,Ingrid Moe Wold,10382.0,Right Wing Back,11,Everton LFC,967,"['3ce664e7-e47b-49f3-b798-6c059234eafd', 'a7551134-755c-4a80-b0d1-ebd3caaf8334']",22,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:22.640,Pass,
,,,,,,,,,,,,,,,1.630494,,,,,,,,,,,,3ce664e7-e47b-49f3-b798-6c059234eafd,122,,,"[42.8, 4.2]",3775563,3,,,,2.3332977,,Right Foot,,,"[36.4, 10.9]",,Ground Pass,,9.265528,,Amy Turner,31533.0,,,,,,Recovery,1,Regular Play,Millie Turner,31536.0,Left Center Back,12,Manchester United,1475,"['5a883570-f72e-4537-81a4-f2c0368e3104', 'b3605562-ccf7-4912-9d33-df96ced65d52']",26,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:26.790,Pass,
,,,,,,,,,,,,,,,1.564689,,,,,,,,,,,,7597f032-a504-4590-a88e-f8017a93e35f,126,,,"[33.3, 13.5]",3775563,3,,,,2.2830393,,Right Foot,,,"[13.7, 36.2]",,Ground Pass,,29.990831,,Mary Alexandra Earps,31538.0,,,,,,,1,Regular Play,Amy Turner,31533.0,Right Center Back,12,Manchester United,1475,"['9f61d978-6736-4c2a-89c3-9b02c1d79c8e', 'ece0518b-2420-470a-b065-7bcc69b3291a']",29,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:29.328,Pass,True
,,,,,,,,,,,,,,,2.433919,,,,,,,,,,,,ab3a6a9f-0523-4da5-89f6-16890d3112f6,130,,,"[14.6, 37.6]",3775563,3,,,,0.74518996,,Right Foot,,,"[50.8, 71.0]",,High Pass,,49.25444,Incomplete,Ella Toone,31534.0,,,,,,,1,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,12,Manchester United,1475,"['1e29089a-2f1f-4d6f-9c1a-92e9bca0519d', '237e0ba9-703f-43df-824d-71b58372811f', 'd10ba2fe-c307-46e1-9841-f5244f18a787']",32,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:32.132,Pass,True
,,,,,,,,,,,,,,,6.386463,,,,,,,,,,,,237e0ba9-703f-43df-824d-71b58372811f,132,,,"[69.3, 9.1]",3775563,3,,,,-0.023651503,,Left Foot,,,"[115.8, 8.0]",,Low Pass,,46.51301,Incomplete,Claire Emslie,4646.0,,,,,,Interception,1,Regular Play,Poppy Pattinson,17274.0,Left Wing Back,12,Manchester United,1475,"['41ec63c3-5e8c-45f4-a105-a74a39d9277b', 'ab3a6a9f-0523-4da5-89f6-16890d3112f6', 'd607ad3e-3b55-4632-a5ef-11bb4e356e7c']",34,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:34.566,Pass,
,,,,,,,,,,,,,,,1.063276,,,,,,,,,,,,b772025c-9d41-4404-9ca9-677d273cec67,138,,,"[117.0, 0.1]",3775563,4,,,,2.689276,,,,,"[102.8, 7.0]",,Low Pass,,15.787653,,Isobel Mary Christiansen,4645.0,,,,,,Throw-in,1,From Throw In,Gabrielle George,15575.0,Left Center Back,13,Everton LFC,967,['5bcc682b-ac3d-4100-8d11-62f29fe6558c'],7,,,,,,,,,,,,,,,,,Everton LFC,967,00:04:07.480,Pass,
