50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.436724,,,,,,,,,,,,,3ab9f4d9-803f-4987-af90-c96c78dcc90a,63,,,"[43.1, 0.1]",3825584,1,,,,,0.3078411,,,,,,"[62.6, 6.3]",,High Pass,,20.461916,,,Youssef El-Arabi,27109.0,,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,7,Granada,1049,['398efddf-41fd-476e-aee9-473a1f3d3043'],40,,,,,,,,,,,,,,,,,Granada,1049,00:01:40.328,Pass,
,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,8f9c814b-b610-450d-ae8e-edd6047bafc7,65,,,"[62.6, 6.3]",3825584,1,,,,,-2.2813346,,Other,,,,"[58.9, 2.0]",,Low Pass,,5.672742,,,Rubén Rochina Naixes,6680.0,,,,,,,1,From Throw In,Youssef El-Arabi,27109.0,Center Forward,7,Granada,1049,['0e839e7a-7a7a-4fd7-892b-69e4b6a4a3b5'],41,,,,,,,,,,,,,,,,,Granada,1049,00:01:41.720,Pass,
,,,,,,,,,,,,,,,,0.927882,,,,,,,,,,,,,9c5c1750-29e4-47b5-bf43-dc68c3f0cfdd,68,,,"[58.9, 2.0]",3825584,1,,,,,2.1831183,,Left Foot,,,,"[53.0, 10.4]",,Ground Pass,,10.264989,,,Javier Márquez Moreno,24783.0,,,,,,,1,From Throw In,Rubén Rochina Naixes,6680.0,Left Wing,7,Granada,1049,['c30ec29e-82a0-4081-91cf-6d768c8c43d0'],42,,,,,,,,,,,,,,,,,Granada,1049,00:01:42.830,Pass,
,,,,,,,,,,,,,,,,2.364478,,,,,,,,,,,,,b14ed0cb-a131-4b4b-b7ed-4f4253abb957,71,,,"[53.6, 11.4]",3825584,1,,,,,1.1354848,,Right Foot,,,,"[74.9, 57.2]",,Low Pass,,50.510693,Incomplete,,Isaac Ajayi Success,6918.0,,,True,,,,1,From Throw In,Javier Márquez Moreno,24783.0,Center Attacking Midfield,7,Granada,1049,"['5aa387e4-1563-48ee-909d-3ca777acd147', '8ae96d9d-a95e-4e7d-9a9c-4ec7703f98d9']",44,,,,,,,,,,,,,,,,,Granada,1049,00:01:44.618,Pass,
,,,,,,,,,,,,,,,,1.289423,,,,,,,,,,,,,91d6d3d2-14fe-47c8-8907-b85598cfd7cf,74,,,"[65.8, 80.0]",3825584,1,,,,,-1.2673364,,,,,,"[68.9, 70.1]",,Low Pass,,10.374006,,,Javier Márquez Moreno,24783.0,,,,,,Throw-in,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,8,Granada,1049,['2bcab901-61ab-47f1-ad72-f5fb12999585'],54,,,,,,,,,,,,,,,,,Granada,1049,00:01:54.862,Pass,
,,,,,,,,,,,,,,,,1.116651,,,,,,,,,,,,,b54c2835-9084-4a88-bbf4-14bed587a801,76,,,"[68.3, 70.4]",3825584,1,,,,,0.029931178,,Right Foot,,,,"[85.0, 70.9]",,Low Pass,,16.707483,,,Isaac Ajayi Success,6918.0,,,,,,,1,From Throw In,Javier Márquez Moreno,24783.0,Center Attacking Midfield,8,Granada,1049,['968f521a-f63a-4296-96c4-3153ff73183e'],56,,,,,,,,,,,,,,,,,Granada,1049,00:01:56.152,Pass,
,,,,,,,,,,,,,,,,2.307493,,,,,,,,,,,,,2cf14334-17dd-4df8-bf60-f5ca9be7d031,83,,,"[40.3, 0.1]",3825584,2,,,,,0.8178543,,,,,,"[55.2, 16.0]",,Low Pass,,21.790365,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,Throw-in,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,9,Villarreal,222,"['3b77ef88-f2ee-48e5-8e76-a5ed976d9ce7', '5730ac82-766b-48ad-a675-993ca2b60241']",8,,,,,,,,,,,,,,,,,Villarreal,222,00:02:08.570,Pass,
,,,,,,,,,,,,,,,,0.846819,,,,,,,,,,,,,5730ac82-766b-48ad-a675-993ca2b60241,87,,,"[64.9, 64.1]",3825584,2,,,,,0.29008693,,Right Foot,,,,"[71.6, 66.1]",,Ground Pass,,6.9921384,,,Javier Márquez Moreno,24783.0,,,,,,Recovery,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,10,Granada,1049,"['1169510d-dae2-4779-bc63-6ceb665cc82f', '2cf14334-17dd-4df8-bf60-f5ca9be7d031', 'fd1168cc-7d73-4692-b949-44d73da0d9d7']",10,,,,,,,,,,,,,,,,,Granada,1049,00:02:10.877,Pass,True
,,,,,,,,,,,,,,,,2.01467,,,,,,,,,,,,,d50168c5-2381-4272-a370-f65fa8f2f647,90,,,"[68.6, 48.8]",3825584,2,,,,,-1.497399,,Left Foot,,,,"[70.6, 21.6]",,Ground Pass,,27.27343,,,Cristiano Biraghi,7158.0,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Center Attacking Midfield,10,Granada,1049,['528d8c2b-cf51-454d-bd11-154ff5e3518a'],12,,,,,,,,,,,,,,,,,Granada,1049,00:02:12.787,Pass,
,,,,,,,,,,,,,,,,1.018172,,,,,,,,,,,,,c832c7b1-a6e3-45af-9d6d-cb88c02b0c95,93,,,"[93.7, 6.9]",3825584,2,,,,,0.9851166,,Left Foot,,,,"[106.9, 26.8]",,High Pass,,23.879908,Incomplete,,Rubén Rochina Naixes,6680.0,,,,,,,1,Regular Play,Cristiano Biraghi,7158.0,Left Back,10,Granada,1049,"['1e3ab590-7bcf-4fba-af96-539d073ff736', '9c3ca1a2-66fe-483a-929c-2b21f6606b4b']",17,,,,,,,,,,,,,,,,,Granada,1049,00:02:17.297,Pass,
,,,,,,,,,,,,,,,,0.902859,,,,,,,,,,,,,9ec1ef7f-8ef5-42e6-a225-200a389cdd3e,96,,,"[120.0, 0.1]",3825584,2,,True,,,2.3454423,,Left Foot,,,,"[115.4, 4.8]",,Ground Pass,,6.576473,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,Corner,1,From Corner,Rubén Rochina Naixes,6680.0,Left Wing,11,Granada,1049,['6b9df751-5581-4fa5-aa5e-8030a2bfa8af'],36,,,,,,,,,,,,,,,,,Granada,1049,00:02:36.269,Pass,
,,,,,,,,,,,,,,,,1.970208,,,,,,,,,,,,,f519cbb2-f880-4b0c-b171-4d0ada18448c,98,,,"[113.6, 5.3]",3825584,2,,,,,1.6430684,,Right Foot,True,,,"[110.4, 49.5]",,Low Pass,,44.315685,Incomplete,,,,,,True,,,,1,From Corner,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,11,Granada,1049,['4ca7d57a-39cd-44b5-9e57-d816bac5a5e1'],38,,,,,,,,,,,,,,,,,Granada,1049,00:02:38.570,Pass,
,,,,,,,,,,,,,,,,0.831745,,,,,,,,,,,,,53377fbb-6272-4986-97a8-457ed829d2df,100,,,"[110.4, 50.2]",3825584,2,,,,,-2.7645051,25ed3f42-5f28-4e7b-b9f0-79bd6391444b,Right Foot,,,,"[100.3, 46.2]",,Ground Pass,,10.863241,,,Javier Márquez Moreno,24783.0,True,,,,,Recovery,1,From Corner,Youssef El-Arabi,27109.0,Center Forward,11,Granada,1049,['356f7f44-fd60-4add-baa6-2abea57e1846'],41,,,,,,,,,,,,,,,,,Granada,1049,00:02:41.607,Pass,
,,,,,,,,,,,,,,,,1.242413,,,,,,,,,,,,,965ab48c-7ab8-498a-9a3e-e7f174227a21,106,,,"[18.0, 0.1]",3825584,3,,,,,0.98779994,,,,,,"[30.2, 18.6]",,Low Pass,,22.160551,,,Cédric Bakambu,6862.0,,,,,,Throw-in,1,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,12,Villarreal,222,['d3d574d2-cb7a-4352-84f0-38fb6f14f5ff'],11,,,,,,,,,,,,,,,,,Villarreal,222,00:03:11.743,Pass,
,,,,,,,,,,,,,,,,0.900987,,,,,,,,,,,,,99a520bb-fbbb-41b0-bf4b-1e11e4aba94e,111,,,"[77.2, 61.3]",3825584,3,,,,,-0.66206044,,Right Foot,,,,"[84.0, 56.0]",,Ground Pass,,8.621485,,,Javier Márquez Moreno,24783.0,,,,,,Recovery,1,From Throw In,Rene Krhin,3160.0,Right Defensive Midfield,12,Villarreal,222,"['b43d15d2-ada7-4159-a737-feede2ab03aa', 'd9675fbf-8ae8-4d11-82a0-46aba97c0f27']",14,,,,,,,,,,,,,,,,,Granada,1049,00:03:14.263,Pass,True
,,,,,,,,,,,,,,,,3.24279,,,,,,,,,,,,,dd718f39-4716-44a8-9064-ff2dcb43d705,117,,,"[76.6, 57.4]",3825584,3,,True,,,-0.5509607,,Left Foot,,,,"[116.8, 32.7]",,High Pass,,47.18188,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Isaac Ajayi Success,6918.0,Right Wing,13,Granada,1049,['4e1009cd-05fd-4537-ac0b-a76ed57daca9'],31,,,,,,,,,,,,,,,,,Granada,1049,00:03:31.965,Pass,
,,,,,,,,,,,,,,,,1.668175,,,,,,,,,,,,,e21d11b7-2750-483d-8e95-a507e7d21bea,119,,,"[3.8, 45.6]",3825584,3,,True,,,-1.0335975,,Keeper Arm,,,,"[14.7, 27.3]",,Ground Pass,,21.300234,,,Víctor Ruíz Torre,6752.0,,,,,,,1,Regular Play,Alphonse Areola,3379.0,Goalkeeper,14,Villarreal,222,['f9f2b9dd-b1ad-46f5-a260-153bf27e543b'],41,,,,,,,,,,,,,,,,,Villarreal,222,00:03:41.537,Pass,
