50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.369659,,,,,,,,,,,,,,8b190e13-cea0-465b-9c96-279ff2858750,18,,,"[25.4, 0.1]",3825875,0,,,,,2.515746,,,,,,"[15.3, 7.4]",Low Pass,,12.461942,,,,,Íñigo Martínez Berridi,6665.0,,,,Throw-in,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,3,Real Sociedad,210,['3e99ae3b-2512-4a6c-a73d-c54da4960c47'],21,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:21.119,Pass,
,,,,,,,,,,,,,,,,,1.361378,,,,,,,,,,,,,,775a66a9-dc8c-4641-b088-1a027b70cb5d,20,,,"[15.3, 7.4]",3825875,0,,,,,0.2808377,,Left Foot,,,,"[41.3, 14.9]",High Pass,,27.060118,,,,,Markel Bergara Larrañaga,6633.0,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,3,Real Sociedad,210,['cc716701-3502-4916-939e-4f4dda3b30f0'],22,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:22.488,Pass,
,,,,,,,,,,,,,,,,,1.086583,,,,,,,,,,,,,,8989c90b-60ee-46a7-bf5d-ddd4a6ec3877,22,,,"[41.3, 14.9]",3825875,0,,,,,-0.3665754,,Head,,,,"[52.5, 10.6]",High Pass,,11.997083,,,Incomplete,,,,,,,,1,From Throw In,Markel Bergara Larrañaga,6633.0,Right Center Midfield,3,Real Sociedad,210,['0c0bf20e-d7e8-4852-9aa2-d19d092ec8b4'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:23.850,Pass,
,,,,,,,,,,,,,,,,,2.75301,,,,,,,,,,,,,,0c0bf20e-d7e8-4852-9aa2-d19d092ec8b4,23,,,"[67.6, 69.5]",3825875,0,,,,,-2.226492,,Left Foot,,,,"[66.6, 68.2]",High Pass,,1.6401219,,,Incomplete,,,,,,,Recovery,1,From Throw In,Tomás Pina Isla,6622.0,Left Defensive Midfield,3,Real Sociedad,210,"['8989c90b-60ee-46a7-bf5d-ddd4a6ec3877', 'd7d4c187-ceda-4115-9aad-8f4c4384964e']",24,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:24.936,Pass,
,,,,,,,,,,,,,,,,,1.935247,,,,,,,,,,,,,,d7d4c187-ceda-4115-9aad-8f4c4384964e,24,,,"[53.5, 11.9]",3825875,0,,,,,2.3376782,,Head,,,,"[48.2, 17.4]",High Pass,,7.6380625,,,Incomplete,,Carlos Alberto Vela Garrido,5560.0,,,,Recovery,1,From Throw In,Markel Bergara Larrañaga,6633.0,Right Center Midfield,3,Real Sociedad,210,"['0464caa2-9fad-4607-9c3e-523485ee9856', '0c0bf20e-d7e8-4852-9aa2-d19d092ec8b4', 'f528cb93-26c1-49f0-806c-62bbc1a4f0fd']",27,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:27.689,Pass,
,,,,,,,,,,,,,,,,,2.447943,,,,,,,,,,,,,,f528cb93-26c1-49f0-806c-62bbc1a4f0fd,26,,,"[71.9, 62.7]",3825875,0,,,,,0.38650632,,Head,,,,"[80.5, 66.2]",High Pass,,9.284934,,,,,Roberto Soldado Rillo,26009.0,,,,Recovery,1,From Throw In,Víctor Ruíz Torre,6752.0,Left Center Back,3,Real Sociedad,210,"['8c945911-d1ce-402b-ab91-6673f4da805a', 'd7d4c187-ceda-4115-9aad-8f4c4384964e']",29,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:29.624,Pass,
,,,,,,,,,,,,,,,,,1.589047,,,,,,,,,,,,,,c31173ce-1e81-4c1f-bc96-4c643d0be59b,29,,,"[80.5, 66.2]",3825875,0,,,,True,-0.34174788,,,,,,"[95.4, 60.9]",High Pass,,15.81455,,,Incomplete,,Cédric Bakambu,6862.0,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Right Center Forward,3,Real Sociedad,210,"['2e93df1f-6444-4942-94a5-879be4611833', '521b9d3b-c1dc-4e2e-9411-e6312ac63919', 'be339f45-fb09-450c-aa06-21fa269af7c4']",32,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:32.112,Pass,True
,,,,,,,,,,,,,,,,,0.668432,,,,,,,,,,,,,,e88e6cb0-0122-4481-bf97-d33b95473f8b,33,,,"[27.9, 18.7]",3825875,0,,,,True,-0.06053202,,,,,,"[37.8, 18.1]",Low Pass,,9.918165,,,,,Asier Illarramendi Andonegi,6671.0,,,,Recovery,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Center Back,3,Real Sociedad,210,"['c4e4295f-922a-43f7-b9c9-4b2832f5c66e', 'fb45e38c-56e9-4343-bec0-349947414803']",36,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:36.144,Pass,True
,,,,,,,,,,,,,,,,,1.007914,,,,,,,,,,,,,,5522e366-7476-4b85-8a97-e7e769a0f932,37,,,"[84.0, 72.2]",3825875,0,,,,,-0.8247479,,Head,,,,"[90.1, 65.6]",High Pass,,8.987213,,,Incomplete,,,,,,,Recovery,1,From Throw In,Tomás Pina Isla,6622.0,Left Defensive Midfield,3,Real Sociedad,210,['3e28f694-747c-4b1a-bdb6-c048a6c20fd5'],38,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:38.045,Pass,
,,,,,,,,,,,,,,,,,1.488981,,,,,,,,,,,,,,3e28f694-747c-4b1a-bdb6-c048a6c20fd5,38,,,"[30.0, 14.5]",3825875,0,,,,,-0.9129077,,Left Foot,,,,"[36.8, 5.7]",Ground Pass,,11.121151,,,,,David Zurutuza Veillet,6669.0,,,,Interception,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,3,Real Sociedad,210,"['5522e366-7476-4b85-8a97-e7e769a0f932', 'e8f047cd-ab02-443b-8087-961d9c70aa5b']",39,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:39.053,Pass,
,,,,,,,,,,,,,,,,,0.736444,,,,,,,,,,,,,,9f04eed0-f7ea-4c06-b6e8-fb3b13370322,46,,,"[75.5, 76.7]",3825875,0,,,,,0.14415438,,Right Foot,,,,"[81.7, 77.6]",Ground Pass,,6.264982,,,,,Denis Suárez Fernández,6609.0,,,,,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,3,Real Sociedad,210,"['01c00ea3-921c-479e-9cbe-9af698603867', '385374b0-d4c0-4e14-8ee1-4cd62ffd6493']",42,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:42.896,Pass,True
,,,,,,,,,,,,,,,,,0.866792,,,,,,,,,,,,,,420490d4-a536-4abf-a417-ec396f8a091d,49,,,"[81.7, 77.6]",3825875,0,,,,,-3.1031501,,Left Foot,,,,"[76.5, 77.4]",Low Pass,,5.2038445,,,Incomplete,,,,,,,,1,From Throw In,Denis Suárez Fernández,6609.0,Left Midfield,3,Real Sociedad,210,['6a63b053-7807-4d9f-a867-fdb4e83f3958'],43,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:43.717,Pass,
,,,,,,,,,,,,,,,,,1.828715,,,,,,,,,,,,,,5bf4aee5-1888-44fe-a358-67509b3564c1,55,,,"[48.2, 3.8]",3825875,0,,,,,3.0874288,,Left Foot,,,,"[31.6, 4.7]",Ground Pass,,16.62438,,,,,Íñigo Martínez Berridi,6665.0,,,,Free Kick,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,4,Real Sociedad,210,['36465140-74e7-4e6f-9bbf-39982e91d566'],54,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:54.684,Pass,
,,,,,,,,,,,,,,,,,2.4662,,,,,,,,,,,,,,6b39c670-a500-45d9-a34f-ee1b819f3803,58,,,"[31.6, 4.7]",3825875,0,,,,,2.1393838,,Left Foot,,,,"[11.6, 36.0]",Ground Pass,,37.14418,,,,,Gerónimo Rulli,6694.0,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,4,Real Sociedad,210,['9bc5caa4-5080-46c9-a898-ddd174c76920'],59,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:59.145,Pass,
,,,,,,,,,,,,,,,,,0.903218,,,,,,,,,,,,,,08c321b9-5f70-4c21-af43-6639f4d42c18,61,,,"[11.6, 36.0]",3825875,1,,,,,0.18432441,,Right Foot,,,,"[23.4, 38.2]",Ground Pass,,12.003333,,,,,Diego Antonio Reyes Rosales,16539.0,,,,,1,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,4,Real Sociedad,210,['55c55d07-99fc-4cde-8465-b48a09877ece'],2,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:02.767,Pass,
,,,,,,,,,,,,,,,,,2.496066,,,,,,,,,,,,,,ff8460f9-fea1-423b-8303-5cd856f47f03,65,,,"[39.0, 40.6]",3825875,1,,,,,-0.8028891,,Right Foot,,,,"[72.7, 5.7]",High Pass,,48.514946,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,From Free Kick,Diego Antonio Reyes Rosales,16539.0,Center Defensive Midfield,4,Real Sociedad,210,['f24058fc-3a5f-4973-bb8a-207d9778bbde'],7,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:07.176,Pass,
,,,,,,,,,,,,,,,,,1.791399,,,,,,,,,,,,,,999dccf8-9c64-4d39-9fb1-ce94198e19c9,68,,,"[79.1, 7.2]",3825875,1,,,,,-0.28316447,,Left Foot,,,,"[103.5, 0.1]",Ground Pass,,25.412004,,,Out,,David Zurutuza Veillet,6669.0,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,4,Real Sociedad,210,['87fce969-5df1-4e49-8395-d8efbe3dda9d'],11,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:11.015,Pass,
,,,,,,,,,,,,,,,,,1.884692,,,,,,,,,,,,,,d47534cc-0bae-4762-8a7c-93865801f81a,70,,,"[19.8, 80.0]",3825875,1,,,,,-0.52099454,,,,,,"[48.9, 63.3]",Low Pass,,33.551453,,,,,Roberto Soldado Rillo,26009.0,,,,Throw-in,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,5,Villarreal,222,['8ec66236-955f-4f0a-a710-13b31bcf1aaf'],19,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:19.284,Pass,
,,,,,,,,,,,,,,,,,0.56673,,,,,,,,,,,,,,a084ce7a-60b2-4c7f-b156-1f660bf63643,74,,,"[49.1, 65.6]",3825875,1,,,,,-2.7700748,,Right Foot,,,,"[41.4, 62.6]",Ground Pass,,8.263777,,,,,Eric Bertrand Bailly,3324.0,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Right Center Forward,5,Villarreal,222,"['67201ef8-e78f-49bd-aaa3-c0cc0a57a9df', 'f2329ed8-9718-44f2-918a-44681bbe3377']",22,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:22.557,Pass,True
,,,,,,,,,,,,,,,,,0.921883,,,,,,,,,,,,,,43f0de77-85d8-489e-a445-f7e08610468e,78,,,"[53.1, 53.3]",3825875,1,,,,,-0.6966829,,Left Foot,,,,"[73.3, 36.4]",Ground Pass,,26.337236,,,,,Cédric Bakambu,6862.0,,,,,1,From Throw In,Eric Bertrand Bailly,3324.0,Right Center Back,5,Villarreal,222,['3b8997c9-f2f8-4010-902b-a6016a9f95f4'],26,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:26.413,Pass,
,,,,,,,,,,,,,,,,,1.234712,,,,,,,,,,,,,,af1036eb-006a-4e75-b896-4b0fbc674d4d,84,,,"[22.8, 41.9]",3825875,1,,,,,-0.23860933,,Right Foot,,,,"[30.2, 40.1]",Ground Pass,,7.615773,,,,,Diego Antonio Reyes Rosales,16539.0,,,,Free Kick,1,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,6,Real Sociedad,210,['32d749b3-bd79-427f-a7db-eb94e70b1627'],53,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:53.177,Pass,
,,,,,,,,,,,,,,,,,1.332407,,,,,,,,,,,,,,5df8c04c-eea6-4bf7-b656-ade973ac746b,87,,,"[33.9, 39.5]",3825875,1,,,,,0.3433778,,Left Foot,,,,"[51.8, 45.9]",Ground Pass,,19.009735,,,,,Markel Bergara Larrañaga,6633.0,,,,,1,From Free Kick,Diego Antonio Reyes Rosales,16539.0,Center Defensive Midfield,6,Real Sociedad,210,['4425f4ce-8a39-45e2-ae49-64fc976b0d8b'],57,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:57.361,Pass,
,,,,,,,,,,,,,,,,,1.521143,,,,,,,,,,,,,,356c800c-2c9f-42e6-aeeb-59e33abda674,90,,,"[51.8, 45.9]",3825875,1,,,,,2.1421337,,Right Foot,,,,"[39.2, 65.5]",Ground Pass,,23.300644,,,,,Aritz Elustondo Irribaria,6679.0,,,,,1,From Free Kick,Markel Bergara Larrañaga,6633.0,Right Center Midfield,6,Real Sociedad,210,['ff94c16b-f599-4be8-acbd-8ecf059b2a07'],58,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:58.811,Pass,
,,,,,,,,,,,,,,,,,2.002223,,,,,,,,,,,,,,a418e3e0-a117-475d-ab96-4fe8a42d6549,93,,,"[39.2, 64.3]",3825875,2,,,,,-2.4773376,,Right Foot,,,,"[13.4, 44.1]",Ground Pass,,32.767056,,,,,Gerónimo Rulli,6694.0,,,,,1,From Free Kick,Aritz Elustondo Irribaria,6679.0,Right Center Back,6,Real Sociedad,210,['07cd7232-363c-4b11-a95c-c1e79ff27e74'],1,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:01.942,Pass,
,,,,,,,,,,,,,,,,,3.304994,,,,,,,,,,,,,,1478e4e1-1431-422c-b0b1-7cbab2e979b6,96,,,"[13.4, 42.4]",3825875,2,,,,,-0.6011897,,Right Foot,,,,"[63.7, 7.9]",High Pass,,60.99459,,,,,David Zurutuza Veillet,6669.0,,,,,1,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,6,Real Sociedad,210,['379954ad-0987-4822-95f7-7a77cec0ffdc'],6,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:06.092,Pass,
,,,,,,,,,,,,,,,,,1.996425,,,,,,,,,,,,,,cbb41260-417a-4fbb-9249-a150b3d9033e,99,,,"[64.5, 8.3]",3825875,2,,,,True,-0.6153395,,,,,,"[76.1, 0.1]",High Pass,,14.205632,,,Out,,,,,,,,1,From Free Kick,David Zurutuza Veillet,6669.0,Left Wing,6,Real Sociedad,210,['d141d4d7-f8f4-436d-a35d-f1cd79f47d19'],9,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:09.397,Pass,True
,,,,,,,,,,,,,,,,,1.243507,,,,,,,,,,,,,,d8ba3ee5-85cf-4f85-94a9-c563435b6d7c,100,,,"[55.0, 80.0]",3825875,2,,,,,-0.9793573,,,,,,"[64.0, 66.6]",Low Pass,,16.14187,,,,,Roberto Soldado Rillo,26009.0,,,,Throw-in,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,7,Villarreal,222,['41769291-9124-4618-bf0e-b0acec3f1bf9'],21,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:21.348,Pass,
,,,,,,,,,,,,,,,,,1.764341,,,,,,,,,,,,,,91028078-d794-4847-9ef2-4ef6c96424fd,103,,,"[64.1, 66.3]",3825875,2,,,,,-1.1860225,,No Touch,,,,"[69.0, 54.2]",Low Pass,,13.054502,,True,Incomplete,,Cédric Bakambu,6862.0,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Right Center Forward,7,Villarreal,222,"['3c27f1af-edc5-4ec5-b020-2c9f02c2d567', 'ef9f74af-0325-4b33-983b-6ba2f2ad0d39']",22,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:22.631,Pass,
,,,,,,,,,,,,,,,,,3.215926,,,,,,,,,,,,,,493186f5-a062-4f6f-a1ad-de1fb4cc65f2,108,,,"[51.8, 15.1]",3825875,2,,,,,2.850579,,Right Foot,,,,"[10.4, 27.5]",Ground Pass,,43.217125,,,,,Gerónimo Rulli,6694.0,,,,,1,Regular Play,Aritz Elustondo Irribaria,6679.0,Right Center Back,8,Real Sociedad,210,['751df08d-0eeb-48fe-9261-978b5ed6239f'],25,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:25.667,Pass,
,,,,,,,,,,,,,,,,,1.64217,,,,,,,,,,,,,,c40b6a57-4ec5-4286-ae3c-db1565a21e45,111,,,"[10.4, 27.5]",3825875,2,,,,,0.02666035,,Left Foot,,,,"[25.4, 27.9]",Ground Pass,,15.005332,,,,,Diego Antonio Reyes Rosales,16539.0,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,8,Real Sociedad,210,['8afa49fa-52fa-4475-8280-e68c4b4ad10f'],33,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:33.902,Pass,
,,,,,,,,,,,,,,,,,2.449904,,,,,,,,,,,,,,14959b3d-cb74-4a7d-9e64-e2485fad3bde,115,,,"[48.5, 34.8]",3825875,2,,,,,-0.9730853,,Right Foot,,,,"[69.4, 4.1]",High Pass,,37.138927,,,,,Yuri Berchiche Izeta,3023.0,,,,,1,Regular Play,Diego Antonio Reyes Rosales,16539.0,Center Defensive Midfield,8,Real Sociedad,210,"['4fc5cf07-e649-4155-82df-72e3a741edb6', '72d8ab39-de5c-4192-85bb-6bdf619d8c51']",42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:42.127,Pass,True
