50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.383661,,,,,,,,,,,,,,,82d10f55-579e-4216-9b76-228c2e8196dd,3003,,"[120.0, 80.0]",3825887,93,,,,,-1.6347091,,Left Foot,,,"[117.6, 42.5]",,High Pass,True,37.57672,,Incomplete,,,,,,Inswinging,,Corner,2,From Corner,Aras Özbiliz,16073.0,Right Center Midfield,173,Rayo Vallecano,360,['a2121187-a4b4-4ec1-9749-1ebad6c643e7'],10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:48:10.947,Pass,
,,,,,,,,,,,,,,,,3.040856,,,,,,,,,,,,,,,c7aa017a-18e7-4856-b91d-19c85ce2434c,3012,,"[6.0, 44.0]",3825887,93,,,,,0.3788965,,Left Foot,,,"[70.3, 69.6]",,High Pass,,69.20874,,Unknown,,,,,,,,Goal Kick,2,From Goal Kick,Jesús Fernández Collado,27240.0,Goalkeeper,174,Granada,1049,,44,,,,,,,,,,,,,,,,,Granada,1049,00:48:44.490,Pass,
,,,,,,,,,,,,,,,,1.470658,,,,,,,,,,,,,,,2978a863-7d0f-426e-b2e0-e6eb83a2890c,3015,,"[70.3, 69.6]",3825887,94,,,,,-0.551655,,Left Foot,,,"[104.1, 48.8]",,High Pass,,39.68728,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Rubén Rochina Naixes,6680.0,Right Midfield,175,Granada,1049,['818a8f54-06fc-4ca7-aab9-0c931c8a6374'],31,,,,,,,,,,,,,,,,,Granada,1049,00:49:31.459,Pass,
,,,,,,,,,,,,,,,,0.787482,,,,,,,,,,,,,,,33b3ae7c-cb9c-4aa9-bf57-0d8f6822c146,3020,,"[20.1, 48.6]",3825887,94,,,,,0.8176451,,Other,,,"[23.1, 51.8]",,Low Pass,,4.3863425,,,,Alberto Mateus Contreiras Gonçalves,26690.0,,,,,Recovery,2,From Free Kick,Roberto Trashorras Gayoso,26848.0,Center Defensive Midfield,175,Granada,1049,['19607f9d-d179-404f-8a0d-773f57fb6767'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:49:37.732,Pass,
,,,,,,,,,,,,,,,,2.016643,,,,,,,,,,,,,,,fe8b878f-2855-4127-99a2-fa496d8d4d6b,3029,,"[7.0, 44.1]",3825887,94,,True,,,1.2151605,,Left Foot,,,"[17.4, 72.1]",,Ground Pass,,29.869047,,,,Roberto Trashorras Gayoso,26848.0,,,,,Goal Kick,2,From Goal Kick,Juan Carlos Martín Corral,24255.0,Goalkeeper,176,Rayo Vallecano,360,['60c9e14e-1cf4-459f-9a77-c4a294cf34b5'],47,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:49:47.976,Pass,
,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,732143e4-f5d6-4b82-84b2-1afb61bd9f66,3031,,"[18.9, 71.9]",3825887,94,,,,,-1.4438236,,Right Foot,,,"[20.7, 57.8]",,Ground Pass,,14.214429,,,,Pablo Hernández Domínguez,4711.0,,,,,,2,From Goal Kick,Roberto Trashorras Gayoso,26848.0,Center Defensive Midfield,176,Rayo Vallecano,360,['4da490cf-90ef-4b83-89c0-0b7a6792e44f'],51,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:49:51.208,Pass,
,,,,,,,,,,,,,,,,1.719998,,,,,,,,,,,,,,,d32c0d4d-9b23-430e-8572-3b2febf4457f,3034,,"[21.3, 56.8]",3825887,94,,,,,-1.2385399,,Right Foot,,,"[32.1, 25.5]",,Ground Pass,,33.110874,,,,Roberto Román Triguero,6914.0,,,,,,2,From Goal Kick,Pablo Hernández Domínguez,4711.0,Left Center Midfield,176,Rayo Vallecano,360,['03635d65-50f8-4617-821b-0267959c3030'],53,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:49:53.768,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,7ab46cc8-b8e3-49c0-a664-d071ff56fa01,3037,,"[45.9, 20.7]",3825887,94,,,,,-1.3224105,,Right Foot,,,"[49.4, 6.9]",,Ground Pass,,14.236924,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,2,From Goal Kick,Roberto Román Triguero,6914.0,Left Center Back,176,Rayo Vallecano,360,['a347c603-5664-45c5-b837-9c71f8c0d95c'],57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:49:57.128,Pass,
,,,,,,,,,,,,,,,,0.099085,,,,,,,,,,,,,,,de4fe1d6-3951-4a1a-9331-d3ee229887e6,3040,,"[49.7, 7.2]",3825887,94,,,,,0.45624033,,Right Foot,,,"[76.8, 20.5]",,High Pass,,30.187746,,Unknown,,,,,,,,,2,From Goal Kick,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,176,Rayo Vallecano,360,,58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:49:58.888,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6337fd-e481-4e54-96ee-bb7b835dd615,6,,"[58.5, 41.9]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,2,Rayo Vallecano,360,['544d6f50-f083-4c16-a9b8-b30644aad96a'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.629,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cbacc6f-739a-4c0c-b83c-a6f148f226d9,9,,"[48.7, 38.7]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['535bf9c9-c692-4a06-b6b7-0366f19984f8'],1,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:01.543,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec12efaf-4c25-4f0c-9cfd-f59110860a8b,12,,"[44.9, 70.5]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Joaquín José Marín Ruiz,24138.0,Right Back,2,Rayo Vallecano,360,['08a81e30-6c87-4634-97ab-7d1deedac4fd'],4,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:04.259,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97c77d89-c76d-4320-bde6-84db9d40cc35,15,,"[27.8, 61.8]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,2,Rayo Vallecano,360,['f54e5c61-36a6-4b5f-ba7e-14bf26811362'],7,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:07.339,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e44e3ac2-f095-4895-acb2-d60c9bc4c42c,18,,"[28.0, 23.1]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Ángel Crespo Rincón,18404.0,Left Center Back,2,Rayo Vallecano,360,['2e0976c5-14f2-495a-b7e8-ebbcbb2e7221'],10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:10.579,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d605737-3982-411f-9759-d95965a4cd19,21,,"[48.7, 16.0]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pablo Hernández Domínguez,4711.0,Right Wing,2,Rayo Vallecano,360,['208d9636-066d-487b-9e7e-59f11e3e6ef3'],13,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:13.359,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cf93bc5-7e86-4f92-8846-32f03e51f799,25,,"[35.8, 8.2]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Ángel Crespo Rincón,18404.0,Left Center Back,2,Rayo Vallecano,360,['3756b06f-7b9a-4452-8aa1-5bff6f86e984'],14,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:14.790,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f696159f-9367-4955-ae6e-35a31218ec4c,27,,"[47.6, 13.0]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Roberto Román Triguero,6914.0,Left Back,2,Rayo Vallecano,360,['dffc95ae-6317-4cae-828a-cd14cb79ab2f'],15,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:15.272,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8aa69ff3-8973-4625-a1a2-1915ca42372d,31,,"[68.2, 2.0]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Roberto Román Triguero,6914.0,Left Back,2,Rayo Vallecano,360,['767db1b5-b276-4dbc-af97-9be120e0b580'],17,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:17.771,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828533d-0be9-4d6e-bdcd-aa51574da5e1,34,,"[107.0, 2.3]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Adrián Embarba Blázquez,11539.0,Left Wing,2,Rayo Vallecano,360,['d208d3aa-3342-4b1d-a3ce-3618a7557f28'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:22.581,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a33bd40-8262-471a-ab11-b90b970692a5,37,,"[112.3, 36.5]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,2,Rayo Vallecano,360,['bab07d85-d1d9-498c-8e8a-2ff16e00c043'],25,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:25.345,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07a333f0-36d2-4519-acbb-b41a8670807f,48,,"[69.2, 60.2]",3825887,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Abdoulaye Doucouré,3292.0,Right Defensive Midfield,3,Granada,1049,['4d07b69b-6e01-4f3c-8f51-2ae0a8d1fc71'],59,,,,,,,,,,,,,,,,,Granada,1049,00:00:59.550,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5db94b5b-169f-4e71-84e8-9f45a4daea02,52,,"[66.5, 21.7]",3825887,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,3,Granada,1049,"['db699416-be3f-4163-bf30-505408adab15', 'f73243bd-7634-47df-ae15-4e95b3eac8dc']",0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:00.823,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97edcf88-9353-4ce2-8d65-7a7047f4714f,56,,"[67.8, 68.5]",3825887,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rubén Rochina Naixes,6680.0,Right Midfield,3,Granada,1049,['48fdfe37-8265-4f00-ad31-0c47fcdc939f'],3,,,,,,,,,,,,,,,,,Granada,1049,00:01:03.245,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9041fd4e-a9c2-454c-b15d-8bec9d56a5c8,68,,"[54.2, 75.4]",3825887,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francisco Medina Luna,26797.0,Center Attacking Midfield,4,Rayo Vallecano,360,['0dcd55e6-0f91-4f1e-9358-abf86bb8291f'],40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:40.701,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2da7667-2016-4116-8ae5-c3961130214e,72,,"[91.2, 71.2]",3825887,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,5,Rayo Vallecano,360,['e33ed0e0-b3e6-4d7f-be75-1f222fa74d2d'],56,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:56.320,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94df4e21-1a10-4c0c-88f6-3d90575a4503,77,,"[96.8, 73.2]",3825887,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francisco Medina Luna,26797.0,Center Attacking Midfield,5,Rayo Vallecano,360,"['4cf9541e-944b-4dde-a766-105ebbe431e4', 'eff8df7b-571d-4bd5-ac55-3d0c6c9258c6']",59,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:59.727,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603f0b34-60c0-4c7a-ada5-c78593ab2d2a,88,,"[44.6, 7.4]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Youssef El-Arabi,27109.0,Right Center Forward,5,Rayo Vallecano,360,"['24d9c61e-2617-4ba6-ab43-0f0a1458597d', '37923d7e-6ebb-4d14-97ff-2adec2b13c99']",5,,,,,,,,,,,,,,,,,Granada,1049,00:02:05.456,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13ce03c5-8d72-4b4e-8d44-0134f2ec42fd,92,,"[100.0, 65.6]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,6,Rayo Vallecano,360,['70a38240-6fdb-435d-b515-bd91ae90cfc7'],20,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:20.808,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9e7e14b-d0ad-40c4-9ab7-6f83c87a14f6,97,,"[71.4, 7.2]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Isaac Ajayi Success,6918.0,Left Center Forward,7,Granada,1049,['273f9f91-0c88-44bd-8a50-de02c8d1abd7'],36,,,,,,,,,,,,,,,,,Granada,1049,00:02:36.774,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b9b8bf8-0e77-456e-977e-55c00c73464f,99,,"[48.4, 66.1]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,8,Rayo Vallecano,360,['59025c87-8a78-4ba2-bc52-e1106fe9280c'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:37.944,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b4cf9f5-2616-48ac-9548-935193294927,102,,"[14.8, 47.8]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Carlos Martín Corral,24255.0,Goalkeeper,8,Rayo Vallecano,360,['6db0fc75-7d75-4a39-badc-4ac3a937d57b'],41,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:41.475,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e49d290-282a-4f76-a88f-b5a314e0d1b1,105,,"[22.7, 74.3]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,8,Rayo Vallecano,360,['477cdecd-aff3-4d00-bfdc-1bf2bd58dd8b'],46,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:46.675,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41e41977-901e-49bb-b6b5-880cf5c53b9f,108,,"[22.8, 46.6]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,8,Rayo Vallecano,360,['47f0f7cc-7be1-4b41-9c64-32445bfb1cc2'],49,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:49.755,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4953bc7c-96f9-411c-a73c-e838732237ca,111,,"[36.6, 16.5]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Ángel Crespo Rincón,18404.0,Left Center Back,8,Rayo Vallecano,360,['c250bba9-099a-42a3-b0ba-5141996df70e'],53,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:53.576,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c499a60-ed5a-48ef-a8b9-d8fef40e6308,115,,"[78.3, 2.3]",3825887,2,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Left Back,8,Rayo Vallecano,360,['7c54bedb-c583-4a9f-867f-61bc231cbb3c'],57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:57.792,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145cf9a6-5f42-4d40-8304-0be22c0c759d,119,,"[105.4, 2.8]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adrián Embarba Blázquez,11539.0,Left Wing,8,Rayo Vallecano,360,['0ebbc82f-2211-42d1-8793-d9f272588e67'],3,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:03.422,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49aac6bd-2ff5-485d-83a0-209ed9ae5319,122,,"[109.5, 33.7]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,8,Rayo Vallecano,360,['1f0e4e26-1230-4e72-afb0-6fc8dc04cceb'],5,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:05.681,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c64cd17-17ed-42e1-a34c-d7aaeb096f93,125,,"[89.5, 19.9]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Right Wing,8,Rayo Vallecano,360,['042a6d50-4366-4c63-b65a-57069fbc6325'],8,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:08.579,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2bcc6e4-fbd2-4ead-ba78-b7ec29a50f97,131,,"[41.0, 73.7]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rubén Rochina Naixes,6680.0,Right Midfield,8,Rayo Vallecano,360,['bc6ec23d-8904-4810-8cdc-fa1bd6758c22'],11,,,,,,,,,,,,,,,,,Granada,1049,00:03:11.726,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab874af4-3468-46c5-a7d4-9b6642a33e77,137,,"[23.2, 33.8]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,8,Rayo Vallecano,360,['d5339c25-7904-4eaa-9d3b-a7c513f2e8e3'],20,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:20.011,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ced96c90-139f-4730-8006-2e23b59d2c1b,140,,"[35.6, 38.1]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,8,Rayo Vallecano,360,['a1264b83-70be-436e-9393-5ff04d8bc6e0'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:22.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59275827-a732-4406-8279-55d4d32cfb57,143,,"[45.4, 7.8]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Ángel Crespo Rincón,18404.0,Left Center Back,8,Rayo Vallecano,360,['7ce6cfc1-4372-44d4-824e-3d90db2d3a63'],26,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:26.935,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669c4f86-590f-406c-a55c-b2ff28630082,146,,"[43.5, 19.9]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,8,Rayo Vallecano,360,['cb3870e2-79f2-48cf-ba34-017bc3a7bddd'],28,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:28.975,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766e13b5-7e8b-46f1-8b3c-9fc21a6c2ecf,150,,"[50.3, 74.6]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,8,Rayo Vallecano,360,['952bc602-9c4a-42c6-902e-3d4518257f99'],34,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:34.855,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6a89ff0-456d-4b72-8f50-85cf52021ecf,154,,"[75.5, 77.0]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,8,Rayo Vallecano,360,['b28553ce-09a8-46f3-ae9b-8e4167b677f9'],36,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:36.895,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f04d833-1f49-4b2c-9c1d-69dc2223eaad,158,,"[69.6, 66.0]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Rolando Iturra Urrutia,6743.0,Left Defensive Midfield,8,Rayo Vallecano,360,['6ff1cc46-1387-4776-a752-fc41d58873f8'],38,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:38.567,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd164b36-c058-4a59-8f34-444ff27e6aa6,161,,"[88.0, 76.2]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,8,Rayo Vallecano,360,['612218de-cc7a-4d65-81b0-7e7a82edfd10'],40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:40.851,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684c45b1-3a51-4bec-9614-f9e68a7bd04c,164,,"[62.4, 8.5]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Youssef El-Arabi,27109.0,Right Center Forward,9,Granada,1049,"['a2e9cadd-8650-4437-932c-59c5e4decbfb', 'c630e913-292f-4a85-be19-28e20bac1b22']",53,,,,,,,,,,,,,,,,,Granada,1049,00:03:53.881,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55ce9073-a77b-4742-bf25-b13c2a550606,170,,"[63.8, 46.9]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Right Wing,10,Rayo Vallecano,360,['b7f2463e-8796-4b17-a3db-654696e0f888'],57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:57.916,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f377ca5-1a3d-42e9-97f9-f1dea8226ea5,173,,"[41.8, 26.7]",3825887,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Left Back,10,Rayo Vallecano,360,['b0901cd1-e84e-4012-90a1-d255c4fa9438'],59,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:59.842,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6a21a80-c7cb-4e02-aec5-ef036c72bbb6,176,,"[8.5, 37.5]",3825887,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Carlos Martín Corral,24255.0,Goalkeeper,10,Rayo Vallecano,360,['50a4552d-bd0c-472d-87b0-115b4b1e8ef3'],3,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:03.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c3c144d-badb-4a22-892e-0ded7b4b5a3b,179,,"[19.8, 72.1]",3825887,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,10,Rayo Vallecano,360,['5f9a663b-002e-4c44-a217-432acccd99e2'],5,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:05.962,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59b59315-0188-4450-a8ce-034b94603b3f,183,,"[32.3, 16.3]",3825887,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Ángel Crespo Rincón,18404.0,Left Center Back,10,Rayo Vallecano,360,['c6972f5d-9fc9-4fd6-a06a-6cd28fff5b8b'],20,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:20.082,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fdc1c62-b450-4b89-b418-547d67604286,186,,"[47.9, 2.0]",3825887,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Left Back,10,Rayo Vallecano,360,['c7dd3b43-0683-432c-8849-f703254542c3'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:22.842,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfaed5b5-d273-4053-85e9-b7bf7460af27,189,,"[50.7, 10.2]",3825887,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Right Wing,10,Rayo Vallecano,360,['121599e5-0302-4626-aef4-7dcb62185ded'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:24.482,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243fab19-ce56-4d8b-8918-eaefad8dfeb5,196,,"[71.1, 15.7]",3825887,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Medina Luna,26797.0,Center Attacking Midfield,10,Rayo Vallecano,360,['4fa852f1-86cc-4534-a2fd-642c4ee7f261'],28,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:28.983,Ball Receipt*,
