bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.599259,,,,,,,,,,,,,9459f84d-19bb-4a17-8e3b-8b9b984208a3,14,,,"[33.9, 20.5]",3825737,0,,,,,0.43454623,,Right Foot,,,,"[57.6, 31.5]",,High Pass,,26.128338,,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Right Defensive Midfield,3,Espanyol,214,['1aae631c-15fb-4cbb-8a4a-dbb52b9dc015'],10,,,,,,,,,,,,,,,,,Espanyol,214,00:00:10.660,Pass,
,,,,,,,,,,,,,,,1.178128,,,,,,,,,,,,,8687c0a6-4d20-4ddf-8b5d-b8ca74e343fe,18,,,"[58.3, 32.9]",3825737,0,,,,,-1.3129318,,Head,,,,"[60.7, 23.8]",,Low Pass,,9.411163,,,Incomplete,,,,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,3,Espanyol,214,"['7d2ff72b-970a-4827-a25c-ca6de5340445', 'b120439b-eb50-4df1-a20e-d5ebcf5771b2']",13,,,,,,,,,,,,,,,,,Espanyol,214,00:00:13.259,Pass,True
,,,,,,,,,,,,,,,3.373377,,,,,,,,,,,,,5611a4f7-0cf3-46dd-af40-f61c3e83e555,23,,,"[81.5, 39.8]",3825737,0,,,,,0.49620056,,Right Foot,,,,"[110.5, 55.5]",,Ground Pass,,32.97711,,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,3,Espanyol,214,"['2de764f4-bab6-4063-9ffa-8f6c7b10fd41', '405e85ec-1a22-4128-85ac-f419fb56f195', '6a37bc39-df38-451b-a9a7-0df6dc3d3412']",17,,,,,,,,,,,,,,,,,Espanyol,214,00:00:17.412,Pass,True
,,,,,,,,,,,,,,,1.136912,,,,,,,,,,,,,405e85ec-1a22-4128-85ac-f419fb56f195,26,,,"[9.6, 24.6]",3825737,0,,,,,2.1416016,,Right Foot,,,,"[3.5, 34.1]",,Ground Pass,,11.289819,,,,,Vicente Guaita Panadero,6625.0,,,,,Interception,1,Regular Play,Abdoul Karim Yoda,27092.0,Left Back,3,Espanyol,214,"['437aced9-39ea-4eb9-b93c-98877dd75f2b', '486158d6-0461-4802-89fd-f0d713c77252', '5611a4f7-0cf3-46dd-af40-f61c3e83e555']",20,,,,,,,,,,,,,,,,,Getafe,216,00:00:20.785,Pass,True
,,,,,,,,,,,,,,,2.928687,,,,,,,,,,,,,e05507f5-3fc6-497b-8a15-9397cd0d1b2e,28,,,"[3.5, 34.1]",3825737,0,,,,,-0.7565045,,Left Foot,,,,"[39.1, 0.5]",,High Pass,,48.95222,,,Out,,,,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,3,Espanyol,214,,21,,,,,,,,,,,,,,,,,Getafe,216,00:00:21.922,Pass,
,,,,,,,,,,,,,,,4.602901,,,,,,,,,,,,,ced45f76-94ff-45e8-bd1e-300b7c6c90bb,29,,,"[85.7, 80.0]",3825737,0,,,,,-0.12398976,,,,,,"[119.4, 75.8]",,Low Pass,,33.960712,,,Out,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Throw-in,1,From Throw In,Roberto Antonio Correa Silva,23974.0,Right Back,4,Espanyol,214,['497f5c4d-7181-4067-9c06-96c1b0f26efd'],32,,,,,,,,,,,,,,,,,Espanyol,214,00:00:32.406,Pass,
,,,,,,,,,,,,,,,3.502275,,,,,,,,,,,,,006de047-31c1-4b3c-a906-2716340ab158,31,,,"[7.0, 36.1]",3825737,1,,,,,-0.5477779,,Right Foot,,,,"[64.7, 0.9]",,High Pass,,67.589424,,,Out,,Pedro León Sánchez Gil,6907.0,,,,,Goal Kick,1,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,5,Getafe,216,['7f1340a3-95d4-4a5e-9184-e1787a33e7a8'],0,,,,,,,,,,,,,,,,,Getafe,216,00:01:00.081,Pass,
,,,,,,,,,,,,,,,0.974966,,,,,,,,,,,,,0ccd4e79-b0e2-49a4-9c89-60ebc65e82d2,33,,,"[54.7, 80.0]",3825737,1,,,,,-2.4123154,,,,,,"[50.0, 75.8]",,Low Pass,,6.303174,,,,,Álvaro González Soberón,6762.0,,,,,Throw-in,1,From Throw In,Roberto Antonio Correa Silva,23974.0,Right Back,6,Espanyol,214,['538e09e8-0332-424c-8980-d635ce3e253a'],15,,,,,,,,,,,,,,,,,Espanyol,214,00:01:15.082,Pass,
,,,,,,,,,,,,,,,2.060128,,,,,,,,,,,,,e858326c-3dc1-4fb6-ac70-83343d96d138,35,,,"[50.0, 75.8]",3825737,1,,,,,-0.27380988,,Right Foot,,,,"[82.4, 66.7]",,High Pass,,33.65368,,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Throw In,Álvaro González Soberón,6762.0,Right Center Back,6,Espanyol,214,['72c1110e-4d05-46e7-9ffb-ade410d3869d'],16,,,,,,,,,,,,,,,,,Espanyol,214,00:01:16.057,Pass,
,,,,,,,,,,,,,,,1.632862,,,,,,,,,,,,,a16c5b62-57b7-43ed-88cb-2c96d36ced72,38,,,"[82.4, 66.7]",3825737,1,,,,True,-2.1788328,,,,,,"[73.7, 54.2]",,High Pass,,15.229576,,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Throw In,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,6,Espanyol,214,"['5d284ac2-331e-4e6d-a49d-54bbfc8156a2', 'e2c6b914-7186-4db3-8aa1-ad979474169e']",18,,,,,,,,,,,,,,,,,Espanyol,214,00:01:18.117,Pass,True
,,,,,,,,,,,,,,,1.561036,,,,,,,,,,,,,3dbd520e-7faa-4f45-8983-5370f2e3aac1,40,,,"[73.7, 54.2]",3825737,1,,,,,-0.76350385,,Head,,,,"[87.7, 40.8]",,High Pass,,19.37937,,,,,Salvador Sevilla López,24072.0,,,,,,1,From Throw In,Hernán Arsenio Pérez González,6838.0,Right Wing,6,Espanyol,214,['1b78ad68-e407-4047-8362-7fe53db368ce'],19,,,,,,,,,,,,,,,,,Espanyol,214,00:01:19.750,Pass,
,,,,,,,,,,,,,,,3.425451,,,,,,,,,,,,,c00b9396-8a7f-4c45-bcb2-2123459af7a5,43,,,"[93.6, 46.3]",3825737,1,,,,,0.39419428,,Right Foot,,,,"[117.4, 56.2]",,Ground Pass,,25.776928,,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Throw In,Salvador Sevilla López,24072.0,Center Attacking Midfield,6,Espanyol,214,"['37ec2902-8d91-4be6-814e-55067bc185e0', 'ed02da7b-a6e0-4d56-b010-dd0d4528eecf']",23,,,,,,,,,,,,,,,,,Espanyol,214,00:01:23.556,Pass,
,,,,,,,,,,,,,,,4.236575,,,,,,,,,,,,,96891972-b36d-4f02-93ae-df2c68279425,47,,,"[18.2, 34.5]",3825737,1,,,,,0.28530106,,Drop Kick,,,,"[61.5, 47.2]",,High Pass,,45.12405,,,Incomplete,,Víctor Rodríguez Romero,15893.0,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,7,Getafe,216,"['2cad2687-8aae-400c-abff-ad075a1bfe35', 'f850df72-b530-4cd7-ad21-6e655e8da0dd']",34,,,,,,,,,,,,,,,,,Getafe,216,00:01:34.578,Pass,
,,,,,,,,,,,,,,,2.353219,,,,,,,,,,,,,2cad2687-8aae-400c-abff-ad075a1bfe35,49,,,"[58.6, 32.9]",3825737,1,,,,True,0.35470566,,,,,,"[64.0, 34.9]",,High Pass,,5.758472,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Papa Kouly Diop,6867.0,Right Defensive Midfield,7,Getafe,216,"['2dcb1c50-dddd-4516-a431-a9aef106b958', '4dd6ff12-5fd3-4a99-82b1-0b2ad6e67148', '96891972-b36d-4f02-93ae-df2c68279425']",38,,,,,,,,,,,,,,,,,Espanyol,214,00:01:38.815,Pass,True
,,,,,,,,,,,,,,,0.992634,,,,,,,,,,,,,4dd6ff12-5fd3-4a99-82b1-0b2ad6e67148,52,,,"[56.1, 45.2]",3825737,1,,,,True,0.77335054,,,,,,"[64.5, 53.4]",,Low Pass,,11.738825,,,,,Víctor Rodríguez Romero,15893.0,,,,,Recovery,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Defensive Midfield,7,Getafe,216,"['2cad2687-8aae-400c-abff-ad075a1bfe35', 'f37b7c4b-6c64-4df5-99ef-15df657f6ccd', 'f52f6ed5-9153-4297-aa35-b80fa25502a1']",41,,,,,,,,,,,,,,,,,Getafe,216,00:01:41.168,Pass,True
,,,,,,,,,,,,,,,1.288504,,,,,,,,,,,,,e1717e23-a054-41e7-893a-0e0c7c8215b8,59,,,"[55.2, 4.8]",3825737,1,,,,,1.1748787,,Left Foot,,,,"[63.1, 23.7]",,Ground Pass,,20.484629,,,,,Salvador Sevilla López,24072.0,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Left Wing,8,Espanyol,214,['9f42321e-94a3-4bbd-aad1-57bfe0b17b3c'],47,,,,,,,,,,,,,,,,,Espanyol,214,00:01:47.447,Pass,
,,,,,,,,,,,,,,,1.009589,,,,,,,,,,,,,50bf2d8b-2732-40c8-a25f-b366077f39f8,63,,,"[63.0, 26.5]",3825737,1,,,,,-2.9883325,,Right Foot,,,,"[50.7, 24.6]",,Ground Pass,,12.445883,,,,,Abraham González Casanova,27148.0,,,,,,1,Regular Play,Salvador Sevilla López,24072.0,Center Attacking Midfield,8,Espanyol,214,['58078fa9-ac7a-4c40-98fe-766ff18ebc16'],48,,,,,,,,,,,,,,,,,Espanyol,214,00:01:48.775,Pass,
,,,,,,,,,,,,,,,0.738427,,,,,,,,,,,,,b5168b6f-2212-4d30-ac0c-9a464484b069,67,,,"[50.7, 23.8]",3825737,1,,,,,1.2853335,,Right Foot,,,,"[53.4, 33.0]",,Ground Pass,,9.588014,,,,,Papa Kouly Diop,6867.0,,,,,,1,Regular Play,Abraham González Casanova,27148.0,Left Defensive Midfield,8,Espanyol,214,"['3fbfbaae-fcfb-442d-a058-ec917a0f09df', 'bc6fa1be-c39d-4c32-9562-ae81e027162f']",49,,,,,,,,,,,,,,,,,Espanyol,214,00:01:49.865,Pass,True
,,,,,,,,,,,,,,,1.453771,,,,,,,,,,,,,10f06651-e501-4f8e-9a64-9bf290dd4e37,70,,,"[53.4, 33.0]",3825737,1,,,,,2.896614,,Right Foot,,,,"[39.4, 36.5]",,Ground Pass,,14.43087,,,,,Álvaro González Soberón,6762.0,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Right Defensive Midfield,8,Espanyol,214,['3a0eff9e-1d50-49dd-89d3-9fc39ac7ace6'],50,,,,,,,,,,,,,,,,,Espanyol,214,00:01:50.720,Pass,
,,,,,,,,,,,,,,,1.556237,,,,,,,,,,,,,8dc838bd-7a63-4ef0-a124-e7d7373f50bc,74,,,"[38.0, 45.9]",3825737,1,,,,,-1.6195382,,Right Foot,,,,"[36.6, 17.2]",,Ground Pass,,28.734125,,,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,8,Espanyol,214,['d05fab29-f660-45e2-a926-d12531a4515b'],55,,,,,,,,,,,,,,,,,Espanyol,214,00:01:55.221,Pass,
,,,,,,,,,,,,,,,1.510188,,,,,,,,,,,,,6239b6d8-b21b-438b-b01a-0c8dc3e575ea,77,,,"[36.6, 17.2]",3825737,1,,,,,2.1490192,,Left Foot,,,,"[30.4, 26.7]",,Ground Pass,,11.344161,,,,,Abraham González Casanova,27148.0,,,,,,1,Regular Play,Enzo Pablo Roco Roco,16456.0,Left Center Back,8,Espanyol,214,['7b5e93c7-3463-4848-b709-941b9693b94c'],58,,,,,,,,,,,,,,,,,Espanyol,214,00:01:58.098,Pass,
,,,,,,,,,,,,,,,2.077943,,,,,,,,,,,,,c7439e39-6025-4adf-9e36-838f2c203663,80,,,"[34.1, 29.4]",3825737,2,,,,,1.5768938,,Right Foot,,,,"[33.9, 62.2]",,Ground Pass,,32.80061,,,,,Álvaro González Soberón,6762.0,,,,,,1,Regular Play,Abraham González Casanova,27148.0,Left Defensive Midfield,8,Espanyol,214,['fadfa72c-c2a3-4d05-a1b5-9a22f96425e0'],1,,,,,,,,,,,,,,,,,Espanyol,214,00:02:01.439,Pass,
,,,,,,,,,,,,,,,1.348015,,,,,,,,,,,,,99a1a477-6412-4625-b673-b628f774fa7e,83,,,"[49.1, 74.1]",3825737,2,,,,,0.07642742,,Right Foot,,,,"[71.3, 75.8]",,Ground Pass,,22.264996,,,,,Roberto Antonio Correa Silva,23974.0,,,,,,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,8,Espanyol,214,['f7f0e4f2-1b98-4033-b40a-23088eefa7bf'],6,,,,,,,,,,,,,,,,,Espanyol,214,00:02:06.060,Pass,
,,,,,,,,,,,,,,,0.146847,,,,,,,,,,,,,82c72d90-2783-477c-8c05-5c1401417e92,87,,,"[72.7, 76.1]",3825737,2,,,,,-0.32175055,,Right Foot,,,,"[75.7, 75.1]",,Ground Pass,,3.1622777,,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Roberto Antonio Correa Silva,23974.0,Right Back,8,Espanyol,214,"['450b92cd-6038-443b-ad5a-6685777b12f8', '514564bb-1d1e-4a8e-bfde-2c4e630b6768', 'e6a406c3-7ff2-4fdc-9d2a-cab20cf6f508']",8,,,,,,,,,,,,,,,,,Espanyol,214,00:02:08.189,Pass,True
,,,,,,,,,,,,,,,0.977547,,,,,,,,,,,,,19e8c15e-6c3a-40ba-b41f-6b7b30d45405,95,,,"[87.7, 78.2]",3825737,2,,,,,-1.5707964,,Right Foot,,,,"[87.7, 68.9]",,Ground Pass,,9.3,,,,,Roberto Antonio Correa Silva,23974.0,,,,,,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,8,Espanyol,214,"['1ab1f94b-4c21-4f15-ab1e-5c1d971c552d', '1f186086-9b30-4389-9ad4-29460c0720c0']",11,,,,,,,,,,,,,,,,,Espanyol,214,00:02:11.384,Pass,True
,,,,,,,,,,,,,,,1.247983,,,,,,,,,,,,,a10a6465-d1b7-4895-bc1c-03e822e2e524,98,,,"[87.7, 68.9]",3825737,2,,,,,-0.21998388,,Right Foot,,,,"[103.8, 65.3]",,Ground Pass,,16.497576,,,,,Salvador Sevilla López,24072.0,,,,,,1,Regular Play,Roberto Antonio Correa Silva,23974.0,Right Back,8,Espanyol,214,['58d62f6f-8dd2-4e86-b196-8cd9f004b94d'],12,,,,,,,,,,,,,,,,,Espanyol,214,00:02:12.442,Pass,
,,,,,,,,,,,,,,,0.776161,,,,,,,,,,,,,f33cb049-cf96-4450-89e5-9efa73404e5d,101,,,"[105.2, 65.3]",3825737,2,,,,,-1.6309646,,Right Foot,,,,"[104.7, 57.0]",,Ground Pass,,8.315046,,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,Regular Play,Salvador Sevilla López,24072.0,Center Attacking Midfield,8,Espanyol,214,"['1ef352cd-e694-4532-b331-96f77aecf7f5', '604f186e-9be0-4010-a664-6d1064b976b7']",14,,,,,,,,,,,,,,,,,Espanyol,214,00:02:14.189,Pass,
,,,,,,,,,,,,,,,1.044888,,,,,,,,,,,,,d52b4626-1f4e-46f8-a7d9-e45a7fe315e6,107,,,"[2.9, 2.9]",3825737,2,,,,,0.033320997,,Left Foot,,,True,"[14.9, 3.3]",,Ground Pass,,12.006665,,,,,Abdoul Karim Yoda,27092.0,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Defensive Midfield,8,Espanyol,214,"['d5a3faed-9da6-4626-b87f-17a4970038a8', 'de532d96-1020-46da-8599-e1f6e435e729']",19,,,,,,,,,,,,,,,,,Getafe,216,00:02:19.893,Pass,True
,,,,,,,,,,,,,,,1.571411,,,,,,,,,,,,,29a16c0b-75e2-4274-8553-868da35bba80,111,,,"[104.2, 80.0]",3825737,2,,,,,-0.9658462,,,,,,"[116.3, 62.5]",,High Pass,,21.275808,,,Incomplete,,Salvador Sevilla López,24072.0,,,,,Throw-in,1,From Throw In,Hernán Arsenio Pérez González,6838.0,Right Wing,9,Espanyol,214,"['6b016a46-d8f9-439f-9ccd-054104189fdd', 'a8b9296f-189f-48e6-af2f-65305b130eba']",26,,,,,,,,,,,,,,,,,Espanyol,214,00:02:26.621,Pass,
,,,,,,,,,,,,,,,0.998503,,,,,,,,,,,,,2453a26c-587d-4e34-9b28-a21576137d9e,114,,,"[107.3, 80.0]",3825737,2,,,,,-1.4000611,,,,,,"[109.3, 68.4]",,Low Pass,,11.771152,,,,,Salvador Sevilla López,24072.0,,,,,Throw-in,1,From Throw In,Roberto Antonio Correa Silva,23974.0,Right Back,10,Espanyol,214,['ee5b6bd3-d1ae-4157-9edf-ff6e28c58eb7'],34,,,,,,,,,,,,,,,,,Espanyol,214,00:02:34.975,Pass,
,,,,,,,,,,,,,,,0.864014,,,,,,,,,,,,,4bd8a66e-53c4-4a6a-8c4a-7e1066807311,117,,,"[109.3, 68.0]",3825737,2,,,,,1.6528038,,Right Foot,,,,"[108.7, 75.3]",,Ground Pass,,7.324616,,,Incomplete,,Roberto Antonio Correa Silva,23974.0,,,,,,1,From Throw In,Salvador Sevilla López,24072.0,Center Attacking Midfield,10,Espanyol,214,"['17a4c81e-fabc-40b5-b899-43c22698c026', 'a9208c86-46ab-4b0b-8670-c1c378bcaa5e']",36,,,,,,,,,,,,,,,,,Espanyol,214,00:02:36.591,Pass,
