50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,92e7658b-9f2b-4420-aac5-8efa816bd5df,3225,,,"[52.9, 58.7]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stephanie Houghton,10185.0,Right Center Back,157,Manchester City WFC,746,['1ad7429e-ed84-4cf2-b135-b3b59faea94c'],27,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:27.462,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,44c07de2-fef5-4f0a-98c8-c11df900a4d3,3228,,,"[73.1, 74.7]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Janine Elizabeth Beckie,4992.0,Right Wing,157,Manchester City WFC,746,['db07fb41-309b-454e-a3c9-74c541324d71'],30,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:30.171,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,288aaef3-bc3c-420c-9604-5b83f9ebafda,3231,,,"[76.9, 62.3]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,157,Manchester City WFC,746,['e52d39f3-a236-48af-bad4-451545aaf363'],33,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:33.933,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,da7c68a1-7895-4cb1-9cea-1f3c6bc1d382,3234,,,"[74.5, 41.2]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,157,Manchester City WFC,746,['988cfa85-0026-4c9b-9302-045bdb370be2'],37,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:37.021,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,850a37dc-a9be-4816-955d-f43e4fde2fd4,3237,,,"[78.9, 19.9]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Demi Stokes,4651.0,Left Back,157,Manchester City WFC,746,['f7776eb9-066d-4e3b-9b44-ac847648bfae'],38,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:38.695,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d04b710a-5611-4f11-a8a2-58e26892ecc4,3240,,,"[93.9, 5.2]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Left Wing,157,Manchester City WFC,746,['13b1e696-6c24-4c1e-b5ee-9a000f8c5803'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:41.157,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,272fe6e3-9cc1-4327-bfca-d92bc643b8f9,3243,,,"[89.9, 5.0]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Demi Stokes,4651.0,Left Back,157,Manchester City WFC,746,['d0520422-0f25-4050-ac30-494ab90b5d20'],45,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:45.966,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,77b97413-9a80-4500-a7b8-e80da6733759,3246,,,"[94.8, 4.2]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,157,Manchester City WFC,746,['dcdb294a-f04a-4a25-8b8d-b90c2569b887'],47,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:47.416,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,191b1c82-4f98-4995-8625-7d19c8a71bcf,3249,,,"[83.9, 5.2]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Demi Stokes,4651.0,Left Back,157,Manchester City WFC,746,['40b2966b-9cce-4c67-90df-a3f672e35d61'],49,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:49.288,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f0891c4-34b6-4309-ac2a-b44352df457a,3253,,,"[89.0, 3.6]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,157,Manchester City WFC,746,['f9e20d94-e25b-4447-b25f-ca6efbc09e35'],51,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:51.845,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,730035a3-0f35-4335-b655-f072414cf684,3257,,,"[79.1, 3.8]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Demi Stokes,4651.0,Left Back,157,Manchester City WFC,746,['87e24642-a21d-4df5-a3ee-279ec25b3d48'],54,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:54.182,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a629d0f0-357a-472e-8bf7-fb19bb498653,3260,,,"[54.6, 7.0]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Center Back,157,Manchester City WFC,746,['8d11905a-1186-4b11-844a-55984caf5dfa'],56,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:56.452,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e796908-b938-4ea6-b8ce-5e9b47e77dcf,3263,,,"[70.8, 14.3]",3775583,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Demi Stokes,4651.0,Left Back,157,Manchester City WFC,746,['8946317c-df26-4338-ae7a-736062d77f92'],59,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:36:59.026,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8862e50-6699-4779-be0d-372a82cc583c,3266,,,"[89.9, 5.2]",3775583,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,157,Manchester City WFC,746,['8fb501cd-628c-499b-8fc5-4dbdee55a9a0'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:37:02.625,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,93f7e5bb-2b20-48f5-a238-70b9187a203d,3269,,,"[112.9, 34.1]",3775583,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellen White,10180.0,Center Forward,157,Manchester City WFC,746,['51eb5ed3-a53f-4969-b98f-b7336b666cf6'],6,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:37:06.734,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6739f68c-1f93-4183-85ab-d4b2065b4824,3273,,,"[14.0, 19.2]",3775583,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie McCabe,15620.0,Left Back,158,Arsenal WFC,968,['ebcaa0ee-d970-4183-8caf-d4f40f0d69b7'],20,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:20.706,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,537c1292-3917-4f1e-addf-2a9a214fe8ef,3276,,,"[41.4, 3.4]",3775583,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danielle van de Donk,10658.0,Left Wing,158,Arsenal WFC,968,['cf3df809-4ea8-4f1f-9c27-6e9ff5f290e3'],23,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:23.609,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1c8fe90-05e8-4ef2-b098-8866579a59e5,3279,,,"[10.1, 4.8]",3775583,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie McCabe,15620.0,Left Back,158,Arsenal WFC,968,['1956faf3-9136-4f53-a5cc-22dac7810ff2'],26,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:26.976,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca193d84-af9d-46a9-a9ba-7ba8ba2a5e28,3282,,,"[14.0, 46.3]",3775583,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leah Williamson,18999.0,Right Center Back,158,Arsenal WFC,968,['ea30e09d-794f-45f8-9d96-a5638e4356c8'],33,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:33.965,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,379acada-65ed-4a0c-95c0-57ea8d8bdffd,3285,,,"[68.2, 75.9]",3775583,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stephanie-Elise Catley,5000.0,Right Back,158,Arsenal WFC,968,['b846d361-27a6-4d47-82d0-05f99caacb67'],40,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:40.696,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3f6f4a9a-a9e6-473f-84c4-8104b147d307,3291,,,"[95.8, 60.1]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Vivianne Miedema,15623.0,Center Forward,159,Arsenal WFC,968,['febd9ae5-4d42-429f-b5e9-a9d205e517ce'],2,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:38:02.714,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,aa01287d-8b1e-4625-a23b-7fe7ca3ee01d,3293,,,"[35.7, 21.7]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha June Mewis,5087.0,Right Center Midfield,159,Arsenal WFC,968,['b91bf762-ed08-4072-b35b-653e43f44da5'],4,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:04.269,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,da94bca6-1ac4-42cc-b35b-4077356236a7,3297,,,"[72.7, 71.3]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Stephanie-Elise Catley,5000.0,Right Back,159,Arsenal WFC,968,['d0910928-9e7a-4b86-877c-245833db1487'],7,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:38:07.901,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e78a6adc-a3e1-435a-9102-6753503555ca,3300,,,"[76.9, 65.3]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordan Nobbs,10192.0,Right Wing,159,Arsenal WFC,968,['3f403a08-5d00-4b9b-9ba3-b20b4a0c901c'],9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:38:09.323,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5ba210e-cb25-4bf0-8ea2-6e6a03317472,3310,,,"[28.8, 20.8]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Center Back,159,Arsenal WFC,968,['8dfe4ae8-049f-4d0c-bfb9-bc5dced23143'],15,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:15.843,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,288698c9-757f-41c0-808b-0947a19fda3e,3314,,,"[65.9, 28.0]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ellen White,10180.0,Center Forward,159,Arsenal WFC,968,['e74cd836-d50d-4137-bff2-17cda1578946'],21,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:21.368,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e777a607-b232-4225-8a92-f65420127dc6,3318,,,"[36.6, 27.8]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,159,Arsenal WFC,968,['ad775ed4-28d6-4b60-821e-04ba9acf0d26'],24,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:38:24.423,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a20878e-3dcd-4d57-a065-2d77834b7365,3322,,,"[42.2, 39.8]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Malin Gut,45156.0,Center Defensive Midfield,159,Arsenal WFC,968,['88a25f83-12ce-4058-bd5a-53c332f3c858'],26,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:38:26.539,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e87f9ee7-0a73-41ce-ab9b-29df94c252fe,3326,,,"[39.1, 4.9]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Katie McCabe,15620.0,Left Back,159,Arsenal WFC,968,['3ab18994-f2ab-4a5f-a942-e8cff8ba5326'],30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:38:30.727,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f015ef90-e16a-4c8a-a482-1503f25f379b,3330,,,"[81.0, 71.5]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,160,Manchester City WFC,746,['46da2754-6058-42dd-9530-a5828d6ae9f0'],33,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:33.227,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,99026569-4869-45d9-9fae-21f0d31d3a8f,3333,,,"[117.1, 71.1]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Janine Elizabeth Beckie,4992.0,Right Wing,160,Manchester City WFC,746,['ecf22418-6a73-4c41-98b7-1efd962fccfc'],36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:36.965,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,045ae709-cd4e-4914-b80b-16132400b24f,3336,,,"[113.3, 45.0]",3775583,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellen White,10180.0,Center Forward,160,Manchester City WFC,746,['82f8c726-a978-4a34-98ce-b1c8db5bcc01'],37,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:37.297,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16225dbd-764d-4054-9012-d9ea69e7e22a,3339,,,"[114.7, 43.4]",3775583,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Samantha June Mewis,5087.0,Right Center Midfield,161,Manchester City WFC,746,['16eaa240-1b5c-4089-956a-2d258e265791'],12,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:39:12.750,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a390d24d-fdeb-4687-a1d5-87fa957ec526,3344,,,"[40.4, 11.4]",3775583,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jill Roord,10650.0,Left Center Midfield,162,Arsenal WFC,968,['41bded00-8c0d-44c4-b196-95ff98203abb'],46,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:39:46.944,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,30897ebe-c68e-4a06-a43e-6c340d3ca3ba,3348,,,"[58.0, 5.2]",3775583,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Danielle van de Donk,10658.0,Left Wing,162,Arsenal WFC,968,['1214566d-16c5-4c14-b2db-50caa2845d72'],50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:39:50.475,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f0d97cf-5720-4249-b275-871bf8c50670,3351,,,"[63.2, 72.2]",3775583,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,163,Manchester City WFC,746,['94bce24f-a96b-42df-87a2-e294c3fb57c7'],51,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:39:51.499,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7f68d03-1efe-4833-9964-28a58924a54a,3354,,,"[77.4, 77.3]",3775583,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,163,Manchester City WFC,746,['cc3b9c6f-19d1-4041-95bc-446747fac35a'],53,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:39:53.952,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f77dc30-3951-4e7f-8edc-9ba6a2490159,3357,,,"[94.5, 58.2]",3775583,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,163,Manchester City WFC,746,['8880755b-bcd2-4eb8-93aa-27c7a159fcf4'],59,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:39:59.230,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19f917f2-4778-4120-8fec-251eab6ec52c,3362,,,"[82.4, 26.9]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Demi Stokes,4651.0,Left Back,163,Manchester City WFC,746,['1a281997-dfbb-4b49-bf0a-7152b2b0d92f'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:02.957,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8fc155b-3914-4305-987b-5bd71f074cb1,3365,,,"[99.6, 9.4]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Left Wing,163,Manchester City WFC,746,['d5622666-e5c7-4486-ab89-96014c515547'],5,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:05.901,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,35ef7415-64dd-4e12-86d7-09057ebf692d,3370,,,"[118.9, 17.0]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,163,Manchester City WFC,746,['b38059a0-5e43-4bef-8ab7-7219b18d4053'],11,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:11.171,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a6574d5-197c-40cd-af00-c07c18855eb6,3372,,,"[8.2, 59.0]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Leah Williamson,18999.0,Right Center Back,164,Arsenal WFC,968,['54bd463f-77e0-4133-a14e-98c619e475f9'],25,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:40:25.797,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,bb2d8d4a-4455-4f40-b2bc-10847fe240d7,3375,,,"[61.6, 54.6]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Vivianne Miedema,15623.0,Center Forward,164,Arsenal WFC,968,['40950021-561c-49bc-9d86-9dc6ce1cf338'],31,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:40:31.611,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a7e4719-df9b-444c-ad34-5c86faeefe2a,3380,,,"[63.1, 5.6]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Left Wing,165,Manchester City WFC,746,['8316a69a-1117-4a83-9758-30b72bcad239'],35,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:35.770,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38cb0828-3331-4e8c-a1f0-359745c89b3b,3383,,,"[42.6, 49.5]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stephanie Houghton,10185.0,Right Center Back,165,Manchester City WFC,746,['7d231cc7-efcb-4f14-b9f4-fb7d53738403'],38,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:38.568,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,70429b4c-46b5-49a0-86ae-d0a6ff96e2b3,3385,,,"[52.9, 75.3]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Janine Elizabeth Beckie,4992.0,Right Wing,165,Manchester City WFC,746,['a3530013-7c53-4b0a-8119-9ddfa7cae5a3'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:41.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c4e3de2-c70b-41d5-ae32-7d159ee9318f,3389,,,"[37.7, 63.9]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stephanie Houghton,10185.0,Right Center Back,165,Manchester City WFC,746,['19b24998-03c8-46fe-9fb7-feb86bfc95ec'],44,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:44.584,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5b0439a-6c31-45c3-9cb8-da92442eb48c,3392,,,"[15.4, 42.8]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,165,Manchester City WFC,746,['3cb0b300-20a5-4fe1-98e4-32ba5357e101'],48,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:48.355,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,86fab956-e711-4276-a1e7-925ea02dba7b,3395,,,"[31.7, 76.1]",3775583,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Janine Elizabeth Beckie,4992.0,Right Wing,165,Manchester City WFC,746,['127aa5c7-1a73-4891-b397-3afe40dd29ce'],51,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:51.430,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd36a1fe-571b-4151-807b-a86dd29dbb61,3401,,,"[63.6, 40.6]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,166,Manchester City WFC,746,['0d2f58b7-f94f-4de1-bad6-ad55e9f3f001'],30,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:30.099,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff31f164-f3a2-4959-bca9-92551bf6443b,3403,,,"[63.9, 23.0]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Georgia Stanway,4643.0,Left Wing,166,Manchester City WFC,746,['60aedfae-2d55-4a5b-a11a-f07774e40fd8'],33,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:33.812,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,224016b8-1cc6-4ce2-b6fb-51c7f3f0427e,3405,,,"[60.7, 38.9]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,166,Manchester City WFC,746,['a958a469-36ac-4f49-98f5-9e7f65911560'],36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:36.837,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d9fc6fd-9502-4463-98b0-2c93ef669a11,3408,,,"[51.9, 54.1]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,166,Manchester City WFC,746,['a317cf98-c0d1-43e4-b6e0-10c2af171fe7'],38,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:38.940,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d438111-1f9f-4333-9856-2a470ec08c50,3411,,,"[63.2, 75.7]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lucy Bronze,10178.0,Right Back,166,Manchester City WFC,746,['a74629ca-791b-41a1-991b-2eccccbaaf03'],41,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:41.053,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b991f070-476d-40b1-b8b4-99cd54eeac9d,3415,,,"[79.7, 59.2]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ellen White,10180.0,Center Forward,166,Manchester City WFC,746,"['79e7e1ac-84cc-4998-941e-a731eb46adf3', '86c2b850-6d88-4ccf-b5aa-bb59b4a2007c']",45,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:45.602,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554d565-bb76-49bb-974b-bccef36664dc,3420,,,"[71.7, 78.0]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Janine Elizabeth Beckie,4992.0,Right Wing,166,Manchester City WFC,746,['1cfc8f3d-497b-41dc-9359-d19242c9a51d'],51,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:51.348,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d938f5f9-f41c-4b5a-8e21-2e2a69fa7539,3423,,,"[66.9, 72.5]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ellen White,10180.0,Center Forward,166,Manchester City WFC,746,['ac469fb9-8c97-4e2e-963f-88c733281c14'],53,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:53.094,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dced934b-8175-4fdd-8e91-7ac4c89f3857,3426,,,"[62.9, 55.8]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,166,Manchester City WFC,746,['0dcf82e9-0154-48ed-a0f3-38733e1f0d04'],55,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:55.559,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa2d6e1c-88cd-4c59-aff1-9aa43475b80b,3429,,,"[84.5, 57.3]",3775583,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ellen White,10180.0,Center Forward,166,Manchester City WFC,746,['5d3d0b7c-aee0-41b3-bfdb-05b500c5e489'],59,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:59.498,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe517c82-bb51-4b83-9f33-86091cb55be6,3432,,,"[77.5, 54.0]",3775583,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,166,Manchester City WFC,746,['17024c56-0465-4585-93dc-7009b375df3b'],1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:01.175,Ball Receipt*,
