ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.722216,,,,,,,,,,,,,,a0e87682-79c2-4317-9d65-065514935a31,1402,,"[47.0, 38.1]",3754025,36,,,,0.5856441,,Right Foot,,,,"[56.8, 44.6]",,Ground Pass,,11.759677,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,From Counter,Kurt Happy Zouma,3456.0,Right Center Back,71,Chelsea,33,['9cf7e5a0-06ba-4b8a-b393-04ab61da7502'],15,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:15.012,Pass,
,,,,,,,,,,,,,,,,1.867707,,,,,,,,,,,,,,4de7ba96-7ffe-4428-8b89-1f0887aba864,1409,,"[52.2, 41.4]",3754025,36,,,,-1.60768,,Right Foot,,,,"[51.2, 14.3]",,Ground Pass,,27.118444,,,,,John Terry,20287.0,,,,,,1,From Counter,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,71,Chelsea,33,['3b9b3e02-6300-4c98-a3d1-1754ea0d77fa'],21,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:21.261,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,8fdb639d-741f-4078-9c02-7e27dcbcbcda,1411,,"[51.2, 14.3]",3754025,36,,,,-1.0059915,,Right Foot,,,,"[57.6, 4.2]",,Ground Pass,,11.957006,,,,,César Azpilicueta Tanco,3957.0,,,,,,1,From Counter,John Terry,20287.0,Left Center Back,71,Chelsea,33,['580b1fec-3ad2-40f9-b7f8-126420fa281c'],23,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:23.129,Pass,
,,,,,,,,,,,,,,,,1.565542,,,,,,,,,,,,,,06db111a-e149-4734-9192-05da9a9b925c,1414,,"[57.6, 4.2]",3754025,36,,,,2.311242,,Right Foot,,,,"[43.8, 19.3]",,Ground Pass,,20.45605,,,,,John Terry,20287.0,,,,,,1,From Counter,César Azpilicueta Tanco,3957.0,Left Back,71,Chelsea,33,['60a3dcbc-345a-48d3-ad73-40d44d4bac09'],25,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:25.849,Pass,
,,,,,,,,,,,,,,,,0.947582,,,,,,,,,,,,,,552aba0a-b121-4dfc-85e6-ddcf7df5fa91,1416,,"[43.8, 19.3]",3754025,36,,,,-0.1197254,,Right Foot,,,,"[57.1, 17.7]",,Ground Pass,,13.395895,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Counter,John Terry,20287.0,Left Center Back,71,Chelsea,33,['d11df797-9de5-48b9-8f17-aa610d5d5800'],27,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:27.414,Pass,
,,,,,,,,,,,,,,,,2.531527,,,,,,,,,,,,,,e10cfc0d-4a40-438e-b5b2-bae06354c93c,1419,,"[54.9, 19.2]",3754025,36,,,,0.2308338,,Right Foot,,,,"[98.3, 29.4]",,High Pass,,44.582508,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Counter,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,71,Chelsea,33,['6ea1e0be-ce36-409f-ba1c-60e03907e70d'],30,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:30.770,Pass,
,,,,,,,,,,,,,,,,1.807716,,,,,,,,,,,,,,30fced3b-d01f-4ff4-bbca-5eff3aef11b3,1421,,"[98.3, 29.4]",3754025,36,,,,0.8539182,,Head,,,,"[107.8, 40.3]",,High Pass,,14.458907,,,Incomplete,,Diego da Silva Costa,5198.0,,,,,,1,From Counter,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,71,Chelsea,33,"['12b9bf55-e2e5-4172-a57c-a4c1293a8996', 'f330b038-3372-4719-aa0d-dd661a5f2ac1']",33,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:33.301,Pass,
,,,,,,,,,,,,,,,,2.585878,,,,,,,,,,,,,,b9af0b7b-310c-407f-9cb3-45b47d7f707a,1425,,"[14.0, 40.9]",3754025,36,,,,1.3510526,,Keeper Arm,,,,"[18.4, 60.6]",,Ground Pass,,20.18539,,,,,Younes Kaboul,4746.0,,,,,,1,From Counter,Costel Fane Pantilimon,6871.0,Goalkeeper,71,Chelsea,33,['cf468b5c-5868-414a-9f6f-b7c68a0ceec7'],40,,,,,,,,,,,,,,,,,,,Sunderland,41,00:36:40.439,Pass,
,,,,,,,,,,,,,,,,2.578755,,,,,,,,,,,,,,a1bbf164-2a63-4473-9189-a08491b73a81,1428,,"[31.5, 75.1]",3754025,36,,,,-0.09886363,,Right Foot,,,,"[93.0, 69.0]",,High Pass,,61.80178,,,Incomplete,,Jermain Defoe,3337.0,,,,,,1,From Counter,Younes Kaboul,4746.0,Left Center Back,71,Chelsea,33,"['608749f3-ce65-43c5-b1d3-14b95503da33', 'de4a3b9c-43b4-44b4-a524-3f41e5a18aba']",46,,,,,,,,,,,,,,,,,,,Sunderland,41,00:36:46.337,Pass,
,,,,,,,,,,,,,,,,1.922958,,,,,,,,,,,,,,608749f3-ce65-43c5-b1d3-14b95503da33,1430,,"[27.1, 11.1]",3754025,36,,,,-0.8058035,,Left Foot,,,,"[34.3, 3.6]",,Ground Pass,,10.396634,,,,,César Azpilicueta Tanco,3957.0,,,,,Recovery,1,From Counter,John Terry,20287.0,Left Center Back,71,Chelsea,33,"['70d59b03-d4dd-4d11-be95-38bfcb0d2a0a', 'a1bbf164-2a63-4473-9189-a08491b73a81']",48,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:48.916,Pass,
,,,,,,,,,,,,,,,,1.143467,,,,,,,,,,,,,,c45ab1cd-c891-4aaa-9b5e-950d572287ee,1432,,"[37.2, 1.2]",3754025,36,,,,0.5377168,,Left Foot,,,,"[48.1, 7.7]",,Ground Pass,,12.690942,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Counter,César Azpilicueta Tanco,3957.0,Left Back,71,Chelsea,33,['d33d1753-739a-43ee-89a8-692f1cf0255e'],50,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:50.839,Pass,
,,,,,,,,,,,,,,,,3.107787,,,,,,,,,,,,,,38c91ee2-d195-4047-b135-7e32eeaa59e1,1435,,"[49.7, 8.2]",3754025,36,,,,2.1068792,,Right Foot,,,,"[29.5, 42.2]",,High Pass,,39.547947,,,,,Branislav Ivanović,5594.0,,,,,,1,From Counter,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,71,Chelsea,33,"['5efb12d8-054b-44f8-8a4b-bb03f0c6042c', 'd18901fe-00a8-407a-9151-c431b29ba766']",51,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:51.982,Pass,True
,,,,,,,,,,,,,,,,1.413683,,,,,,,,,,,,,,89be8019-4d4a-4a96-bdda-3f99eb23c86d,1437,,"[29.5, 42.2]",3754025,36,,,,-2.3484428,,Other,,,,"[23.1, 35.7]",,Low Pass,,9.121951,,,,,Kurt Happy Zouma,3456.0,,,,,,1,From Counter,Branislav Ivanović,5594.0,Right Back,71,Chelsea,33,['d9050392-a8ca-4ffd-9e6c-2d9b9752bcd8'],55,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:55.090,Pass,
,,,,,,,,,,,,,,,,0.997459,,,,,,,,,,,,,,25cca0ee-013d-4598-a591-aeb17f9babe3,1440,,"[22.9, 42.0]",3754025,36,,,,-0.08314123,,Right Foot,,,,"[30.1, 41.4]",,Ground Pass,,7.2249565,,,,,Nemanja Matić,3381.0,,,,,,1,From Counter,Kurt Happy Zouma,3456.0,Right Center Back,71,Chelsea,33,['7ca3904c-508b-441b-b394-5523e9ad8fd0'],58,,,,,,,,,,,,,,,,,,,Chelsea,33,00:36:58.441,Pass,
,,,,,,,,,,,,,,,,1.384253,,,,,,,,,,,,,,52d0736c-5344-4ed7-9053-9c357de5c462,1443,,"[38.5, 51.2]",3754025,37,,,,-1.9954566,,Left Foot,,,,"[33.3, 39.7]",,Ground Pass,,12.621015,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Counter,Nemanja Matić,3381.0,Left Center Midfield,71,Chelsea,33,['c2027655-2536-497a-8937-5f7c0b7ecf9f'],5,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:05.530,Pass,
,,,,,,,,,,,,,,,,1.028723,,,,,,,,,,,,,,fa4090ae-733d-4078-ab9d-b26be5d98399,1446,,"[36.9, 36.0]",3754025,37,,,,-0.46616018,,Right Foot,,,,"[52.8, 28.0]",,Ground Pass,,17.799158,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,From Counter,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,71,Chelsea,33,['3b2f16b7-454b-4b18-bdfc-7206ff4234b5'],8,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:08.479,Pass,
,,,,,,,,,,,,,,,,0.491129,,,,,,,,,,,,,,9c755574-7ecd-4c2a-8da3-71e238eb8fed,1449,,"[55.6, 26.3]",3754025,37,,,,-0.30017117,,Right Foot,,,,"[64.0, 23.7]",,Ground Pass,,8.7931795,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Counter,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,71,Chelsea,33,['121f016d-2a64-425b-a634-1270dd1ec0ff'],12,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:12.451,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,b1707e03-62d5-4dfc-9138-bd55dc066533,1451,,"[64.0, 23.7]",3754025,37,,,,-2.7763913,,Right Foot,,,,"[57.2, 21.1]",,Ground Pass,,7.28011,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,From Counter,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,71,Chelsea,33,['6ed60add-4991-48fa-b92f-47f3b05b5bd1'],12,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:12.942,Pass,
,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,f33f4139-a040-41d8-9282-b90a5ae84310,1455,,"[53.8, 14.8]",3754025,37,,,,2.0042517,,Right Foot,,,,"[48.2, 26.9]",,Ground Pass,,13.333041,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Counter,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,71,Chelsea,33,['3012599a-3dac-46cc-8b44-1c29db349e84'],16,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:16.955,Pass,
,,,,,,,,,,,,,,,,0.936385,,,,,,,,,,,,,,f276dd97-6fe2-4bcd-a433-df79cb160d5f,1458,,"[47.0, 27.2]",3754025,37,,,,0.52807444,,Right Foot,,,,"[53.0, 30.7]",,Ground Pass,,6.946222,,,,,Nemanja Matić,3381.0,,,,,,1,From Counter,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,71,Chelsea,33,['2f542045-2fae-4a41-a53c-be131366fc5d'],18,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:18.648,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,b7eac354-92d7-42df-8691-938afc2264ac,1462,,"[52.8, 29.3]",3754025,37,,,,-0.7517031,,Left Foot,,,,"[57.4, 25.0]",,Ground Pass,,6.2968245,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,From Counter,Nemanja Matić,3381.0,Left Center Midfield,71,Chelsea,33,['644efdea-73dc-4d53-b8de-d18c7d9b4145'],19,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:19.804,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,e85cfca2-e706-4525-a75b-440183a9efdb,1464,,"[57.4, 25.0]",3754025,37,,,,0.5826167,,Left Foot,,,,"[70.3, 33.5]",,Ground Pass,,15.448625,,,,,Willian Borges da Silva,3472.0,,,,,,1,From Counter,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,71,Chelsea,33,['1f1c3150-0ae2-44a5-a080-50481ce77a55'],21,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:21.004,Pass,
,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,,70ad0f8b-b6e9-483a-bdc5-2b05c09ea028,1467,,"[80.7, 33.1]",3754025,37,,,,-0.38050637,,Right Foot,,,,"[101.7, 24.7]",,Ground Pass,,22.617693,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Counter,Willian Borges da Silva,3472.0,Right Wing,71,Chelsea,33,['81f697a9-6926-4475-8a28-a5f3c96003a5'],23,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:23.702,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,2ada0138-1be2-4f6d-8649-a1487b55786a,1470,,"[109.1, 23.7]",3754025,37,,,,1.9868609,,Right Foot,,,,"[105.3, 32.3]",,Ground Pass,,9.402127,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Counter,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,71,Chelsea,33,['711b3e90-1496-493c-9dcd-95e5158f7ce3'],26,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:26.649,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,aaf9e92e-22a9-498c-99af-993e3ffc3abb,1472,,"[105.3, 32.3]",3754025,37,,,,-0.95054686,,Right Foot,,,,"[110.3, 25.3]",,Ground Pass,,8.602325,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Counter,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,71,Chelsea,33,['b1e3587d-191c-4407-8c2e-8724cdd0e492'],27,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:27.449,Pass,
,,,,,,,,,,,,,,,,1.317064,,,,,,,,,,,,,,c08f6eed-8b55-493c-887d-6d417be54828,1475,,"[111.6, 26.1]",3754025,37,,,,1.3873163,200567a1-e7ce-4142-b44d-7698330f6a49,Left Foot,,,,"[115.2, 45.5]",,High Pass,,19.731194,,,,,Diego da Silva Costa,5198.0,True,,,,,1,From Counter,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,71,Chelsea,33,['24abc384-1e41-4efd-9b5a-5ea52df6b185'],28,,,,,,,,,,,,,,,,,,,Chelsea,33,00:37:28.864,Pass,
,,,,,,,,,,,,,,,,3.192715,,,,,,,,,,,,,,a64ce00c-a270-4eb7-b3be-b765cb77884f,1480,,"[6.0, 44.0]",3754025,38,,,,0.20281124,,Right Foot,,,,"[66.3, 56.4]",,High Pass,,61.561756,,,Unknown,,Ola Toivonen,4417.0,,,,,Goal Kick,1,From Goal Kick,Costel Fane Pantilimon,6871.0,Goalkeeper,72,Sunderland,41,['3156fe33-5444-43fc-976a-4b4ef17ad6ad'],7,,,,,,,,,,,,,,,,,,,Sunderland,41,00:38:07.282,Pass,
,,,,,,,,,,,,,,,,3.331832,,,,,,,,,,,,,,18ded86b-eb86-49b6-8c1b-22f7639872e1,1485,,"[66.3, 56.4]",3754025,38,,,,-0.7853982,,Right Foot,,,,"[102.4, 20.3]",,High Pass,,51.05311,,,Incomplete,,Younes Kaboul,4746.0,,,,,Free Kick,1,From Free Kick,John O''Shea,16890.0,Right Center Back,73,Sunderland,41,"['0adf2802-ae7d-44ef-8322-62e613de02cc', '57b7e113-ff78-417d-99ed-f675b6ac2c87']",44,,,,,,,,,,,,,,,,,,,Sunderland,41,00:38:44.915,Pass,
,,,,,,,,,,,,,,,,1.574426,,,,,,,,,,,,,,804cc1b3-3975-49c7-bfd4-f6b22ddb911d,1494,,"[39.9, 80.0]",3754025,39,,,,-0.7030162,,,,,,"[57.6, 65.0]",,High Pass,,23.201078,,,,,Willian Borges da Silva,3472.0,,,,,Throw-in,1,From Throw In,Branislav Ivanović,5594.0,Right Back,75,Chelsea,33,['b1223d4f-c067-4cfe-8c73-4148cb3a37b6'],10,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:10.580,Pass,
,,,,,,,,,,,,,,,,1.460592,,,,,,,,,,,,,,a8a14565-1292-4e16-8c53-97b813f4ca80,1496,,"[57.6, 65.0]",3754025,39,,,,0.99503803,,Other,,,,"[65.0, 76.4]",,High Pass,,13.591173,,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Willian Borges da Silva,3472.0,Right Wing,75,Chelsea,33,"['06862259-55ea-447a-b529-e8fcf230c0d6', '7e9aa490-b54b-48d5-b5a6-886a16d6d039']",12,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:12.154,Pass,
,,,,,,,,,,True,,,,,,0.704641,,,,,,,,,,,,,,06862259-55ea-447a-b529-e8fcf230c0d6,1499,,"[55.1, 3.7]",3754025,39,,,,0.4164386,,Left Foot,,,,"[60.3, 6.0]",,Ground Pass,,5.6859474,,,,,Ola Toivonen,4417.0,,,,,Interception,1,Regular Play,Yann Gérard M''Vila,4429.0,Center Defensive Midfield,76,Sunderland,41,"['a8a14565-1292-4e16-8c53-97b813f4ca80', 'bfe6c6fe-cd90-4d4f-8681-f0ba80d23d31', 'c7d1c14a-4139-4d6a-9175-7fd67c61a8eb']",13,,,,,,,,,,,,,,,,,,,Sunderland,41,00:39:13.615,Pass,True
,,,,,,,,,,,,,,,,0.422614,,,,,,,,,,,,,,ced08c9b-85d4-4089-b91b-91717662fc5a,1501,,"[60.2, 6.1]",3754025,39,,,,1.0251412,,Right Foot,,,,"[61.9, 8.9]",,Low Pass,,3.275668,,,,,Adam Johnson,42902.0,,,,,,1,Regular Play,Ola Toivonen,4417.0,Right Center Midfield,76,Sunderland,41,['e8cbf08b-deea-46ce-a2a5-224d3baa2aeb'],14,,,,,,,,,,,,,,,,,,,Sunderland,41,00:39:14.319,Pass,
,,,,,,,,,,,,,,,,0.605852,,,,,,,,,,,,,,d8651cda-e060-40c1-8003-f1fc15f10b7b,1504,,"[62.9, 3.1]",3754025,39,,,,2.2335258,,Left Foot,,,,"[59.7, 7.2]",,Ground Pass,,5.2009616,,,,,Ola Toivonen,4417.0,,,,,,1,Regular Play,Adam Johnson,42902.0,Left Midfield,76,Sunderland,41,['04fd38e0-7d5c-4d4c-b1bd-54bd1243ddca'],17,,,,,,,,,,,,,,,,,,,Sunderland,41,00:39:17.009,Pass,
,,,,,,,,,,,,,,,,1.009205,,,,,,,,,,,,,,8306e534-7fff-4eab-8196-1e38498e0f7c,1507,,"[59.7, 11.1]",3754025,39,,,,1.701908,,Right Foot,,,,"[57.3, 29.3]",,Ground Pass,,18.35756,,,,,Jack Rodwell,18751.0,,,,,,1,Regular Play,Ola Toivonen,4417.0,Right Center Midfield,76,Sunderland,41,['3e06f185-e582-4f57-be97-217013de166f'],18,,,,,,,,,,,,,,,,,,,Sunderland,41,00:39:18.843,Pass,
,,,,,,,,,,,,,,,,1.267984,,,,,,,,,,,,,,6b0a8b75-1e18-4954-b777-07a9cd03848e,1510,,"[64.3, 47.0]",3754025,39,,,,1.4187866,,Left Foot,,,,"[67.9, 70.5]",,Ground Pass,,23.774145,,,,,Billy Jones,10503.0,,,,,,1,Regular Play,Jack Rodwell,18751.0,Left Center Midfield,76,Sunderland,41,['deccc92b-7f93-4329-88d9-f72c66acc763'],22,,,,,,,,,,,,,,,,,,,Sunderland,41,00:39:22.688,Pass,
,,,,,,,,,,,,,,,,1.383495,,,,,,,,,,,,,,555fc9a2-a1a4-46ba-8c32-7d7dfd6e01a8,1512,,"[67.9, 70.5]",3754025,39,,,,-0.43058574,,Right Foot,,,,"[88.8, 60.9]",,Ground Pass,,22.999348,,,Incomplete,,Duncan Watmore,22281.0,,,,,,1,Regular Play,Billy Jones,10503.0,Right Back,76,Sunderland,41,"['78e1d4de-57e1-431d-9fea-cdfe29eb2703', 'b85dcc01-56ce-4558-9140-d56eac9b8bab']",23,,,,,,,,,,,,,,,,,,,Sunderland,41,00:39:23.956,Pass,
,,,,,,,,,,,,,,,,1.046447,,,,,,,,,,,,,,78e1d4de-57e1-431d-9fea-cdfe29eb2703,1514,,"[31.3, 19.2]",3754025,39,,,,0.09930329,,Right Foot,,,,"[58.4, 21.9]",,Ground Pass,,27.234169,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,Recovery,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,77,Chelsea,33,"['555fc9a2-a1a4-46ba-8c32-7d7dfd6e01a8', 'f6ed26fa-c950-4498-bbc2-bfb9e2f14057']",25,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:25.339,Pass,
,,,,,,,,,,,,,,,,0.984926,,,,,,,,,,,,,,3ad04c23-767f-4c5c-bb4c-8ecefec7fb2a,1517,,"[91.3, 16.5]",3754025,39,,,,1.6428365,,Right Foot,,,,"[89.9, 35.9]",,Ground Pass,,19.450449,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,77,Chelsea,33,['7fe0ae66-7d98-4055-afd6-4c5b07997e7e'],32,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:32.273,Pass,
,,,,,,,,,,,,,,,,0.472715,,,,,,,,,,,,,,46706400-9ea9-4493-ab22-860a5730768e,1520,,"[89.7, 36.8]",3754025,39,,,,-2.3086114,,Right Foot,,,,"[86.7, 33.5]",,Ground Pass,,4.4598207,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,77,Chelsea,33,['b62acde2-6680-4845-918a-cc3444351ffe'],33,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:33.298,Pass,
,,,,,,,,,,,,,,,,0.901142,,,,,,,,,,,,,,3a55dc46-7594-42f0-930f-24a21a8475cc,1523,,"[86.9, 30.2]",3754025,39,,,,-1.0670468,,Left Foot,,,,"[93.9, 17.5]",,Ground Pass,,14.501379,,,,,César Azpilicueta Tanco,3957.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,77,Chelsea,33,['c8f80b62-18bc-4ad8-bd27-96be60de2574'],36,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:36.832,Pass,
,,,,,,,,,,,,,,,,0.91726,,,,,,,,,,,,,,fc1b3220-a4da-43d9-822a-c03efc676886,1525,,"[93.9, 17.5]",3754025,39,,,,3.0029528,,Right Foot,,,,"[85.3, 18.7]",,Ground Pass,,8.683317,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,77,Chelsea,33,['a9c98e73-3470-4bc1-8df8-3bc7daa15da9'],37,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:37.733,Pass,
,,,,,,,,,,,,,,,,0.593969,,,,,,,,,,,,,,10eeef5b-3640-46f1-9d12-2d8a0836962c,1528,,"[85.6, 19.8]",3754025,39,,,,1.3419975,,Left Foot,,,,"[87.3, 27.1]",,Ground Pass,,7.495332,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,77,Chelsea,33,['a28d7940-1349-467c-b810-fd425809ef0b'],39,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:39.699,Pass,
,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,8ec84b45-4141-47ab-adfe-aac829689cc1,1531,,"[87.3, 27.1]",3754025,39,,,,2.146221,,Right Foot,,,,"[80.1, 38.2]",,Ground Pass,,13.230646,,,,,Nemanja Matić,3381.0,,,,,,1,Regular Play,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,77,Chelsea,33,['2be21c81-118c-4cb3-907e-372979ab5c0c'],40,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:40.699,Pass,
,,,,,,,,,,,,,,,,1.991865,,,,,,,,,,,,,,1db93632-6432-4ad1-adac-6a06c9d13a5f,1534,,"[80.1, 38.2]",3754025,39,,,,1.927573,,Left Foot,,,,"[71.9, 60.2]",,Ground Pass,,23.4785,,,,,Branislav Ivanović,5594.0,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Center Midfield,77,Chelsea,33,['cc255b33-cc2b-4f9c-bc48-6b57dfd0874f'],42,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:42.179,Pass,
,,,,,,,,,,,,,,,,1.285569,,,,,,,,,,,,,,d64e0f54-46a9-40d6-91ee-b9577b9e1083,1537,,"[74.6, 63.8]",3754025,39,,,,-1.7775549,,Right Foot,,,,"[70.3, 43.3]",,Ground Pass,,20.946121,,,,,Nemanja Matić,3381.0,,,,,,1,Regular Play,Branislav Ivanović,5594.0,Right Back,77,Chelsea,33,['8a44a070-7c30-44cb-a746-3ac91f32e359'],45,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:45.411,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,03ffd35a-c2ff-489c-91ca-5b450b68e13a,1540,,"[70.6, 41.4]",3754025,39,,,,-1.4170887,,Left Foot,,,,"[72.8, 27.2]",,Ground Pass,,14.369412,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Center Midfield,77,Chelsea,33,['f0274b20-21a3-4cb8-a3a1-5f3047b63413'],47,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:47.727,Pass,
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,07d7b2b9-937d-49ae-a391-d64529327e29,1543,,"[73.1, 28.8]",3754025,39,,,,-0.18196468,,Right Foot,,,,"[85.6, 26.5]",,Ground Pass,,12.709839,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,77,Chelsea,33,['da39d105-a026-4069-86a0-84b589f6a6a4'],50,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:50.682,Pass,
,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,680e3595-f992-4696-baa2-146ec0d74ed9,1547,,"[85.1, 25.8]",3754025,39,,,,1.1180179,,Right Foot,,,,"[92.3, 40.6]",,Ground Pass,,16.458433,,,,,Diego da Silva Costa,5198.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,77,Chelsea,33,['f3bf2d61-dc7d-492f-a7e2-bdfbfc0482fb'],51,,,,,,,,,,,,,,,,,,,Chelsea,33,00:39:51.962,Pass,
