ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.851612,,,,,,,,,,,,13b73f41-d3f2-412b-a4a0-c08e62538034,45,,"[26.0, 0.1]",3754169,0,,,,,0.10087106,,,,,,"[50.7, 2.6]",,High Pass,,24.826197,,,Incomplete,,Ola Toivonen,4417.0,,,,Throw-in,1,From Throw In,Patrick van Aanholt,3321.0,Left Back,4,Sunderland,41,"['ea2df65e-7241-40d0-b879-c00339c11d7a', 'ef5d4e53-8ef0-444d-a4ba-ba82dd58be01']",56,,,,,,,,,,,,,,,,,Sunderland,41,00:00:56.340,Pass,
,,,,,,,,,,,,,,,1.545673,,,,,,,,,,,,ef5d4e53-8ef0-444d-a4ba-ba82dd58be01,47,,"[69.4, 77.5]",3754169,0,,,,,-0.5201911,,Head,,,,"[79.7, 71.6]",,High Pass,,11.870131,,,Incomplete,,,,,,,Recovery,1,From Throw In,Simon Francis,3608.0,Right Back,4,Sunderland,41,"['13b73f41-d3f2-412b-a4a0-c08e62538034', '53545e7a-c9ac-41a4-869c-d81207181d39']",58,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:58.191,Pass,
,,,,,,,,,,,,,,,1.397742,,,,,,,,,,,,53545e7a-c9ac-41a4-869c-d81207181d39,48,,"[40.4, 8.5]",3754169,0,,,,,0.0,,Head,,,,"[64.8, 8.5]",,High Pass,,24.4,,,,,Jermain Defoe,3337.0,,,,Recovery,1,From Throw In,Jordi Gómez García-Penche,43627.0,Left Defensive Midfield,4,Sunderland,41,"['7312fbe0-141d-455c-923d-2ae7f32f82d9', 'ef5d4e53-8ef0-444d-a4ba-ba82dd58be01']",59,,,,,,,,,,,,,,,,,Sunderland,41,00:00:59.737,Pass,
,,,,,,,,,,,,,,,1.655817,,,,,,,,,,,,bedd817f-5c58-4b40-85e9-30b3ed1abeb0,55,,"[54.2, 65.9]",3754169,1,,,,,0.40690994,,Left Foot,,,,"[78.1, 76.2]",,High Pass,,26.024988,,,Incomplete,,,,,,,Recovery,1,From Throw In,Sylvain Distin,40218.0,Left Center Back,4,Sunderland,41,"['c05e76a7-68d0-4bfd-8dd2-ba2194e111e4', 'da30090d-b3c3-4bd6-9e41-c45c53bee257']",2,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:02.620,Pass,True
,,,,,,,,,,,,,,,2.114909,,,,,,,,,,,,da30090d-b3c3-4bd6-9e41-c45c53bee257,56,,"[42.0, 3.9]",3754169,1,,,,,1.5325375,,Left Foot,,,,"[42.8, 24.8]",,Ground Pass,,20.915306,,,,,Yann Gérard M''Vila,4429.0,,,,Recovery,1,From Throw In,Patrick van Aanholt,3321.0,Left Back,4,Sunderland,41,"['2ea3efba-b1e3-4dd0-8c86-37af0c74a1e5', 'bedd817f-5c58-4b40-85e9-30b3ed1abeb0']",4,,,,,,,,,,,,,,,,,Sunderland,41,00:01:04.276,Pass,
,,,,,,,,,,,,,,,1.093497,,,,,,,,,,,,14fe0d6a-8cb9-4341-92e6-2bac8f1a5f97,60,,"[46.6, 32.2]",3754169,1,,,,,0.8051139,,Right Foot,,,,"[64.0, 50.3]",,Low Pass,,25.10717,,,,,Jeremain Lens,16457.0,,,,,1,From Throw In,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,4,Sunderland,41,"['e0a149bd-f194-43b9-958c-c956e5a9b57b', 'ff9c6b7c-7401-4074-8dae-b508806d5e7b']",7,,,,,,,,,,,,,,,,,Sunderland,41,00:01:07.798,Pass,True
,,,,,,,,,,,,,,,1.011046,,,,,,,,,,,,a3d4ad07-39de-4f12-bbf5-b91edf53030e,64,,"[58.9, 48.7]",3754169,1,,,,,1.6963943,,Right Foot,,,,"[56.4, 68.5]",,Low Pass,,19.957205,,,,,Billy Jones,10503.0,,,,,1,From Throw In,Jeremain Lens,16457.0,Right Wing,4,Sunderland,41,"['8bc4c884-c462-4712-8881-d0135be24559', 'd1fcca8b-e2d9-4ea0-b33f-da1913e94d93']",10,,,,,,,,,,,,,,,,,Sunderland,41,00:01:10.443,Pass,True
,,,,,,,,,,,,,,,1.164915,,,,,,,,,,,,5f40a9f1-3081-4cc6-98a1-e05434867040,68,,"[56.1, 68.8]",3754169,1,,,,,-1.5707964,,Right Foot,,,,"[56.1, 54.4]",,Ground Pass,,14.4,,,,,Jeremain Lens,16457.0,,,,,1,From Throw In,Billy Jones,10503.0,Right Back,4,Sunderland,41,"['4b6ae782-dd65-4ebe-a904-9db4064d51fe', '78239874-3ab5-4685-aff0-f3fd4130a028']",14,,,,,,,,,,,,,,,,,Sunderland,41,00:01:14.583,Pass,True
,,,,,,,,,,,,,,,1.03496,,,,,,,,,,,,a2624aca-82e1-49ae-975e-dfb4b43f5811,72,,"[56.1, 58.7]",3754169,1,,,,,1.8592911,,Right Foot,,,,"[51.5, 74.2]",,Low Pass,,16.168179,,,,,Billy Jones,10503.0,,,,,1,From Throw In,Jeremain Lens,16457.0,Right Wing,4,Sunderland,41,['f2842204-b2cb-4e80-bc54-17a0189b8d7c'],16,,,,,,,,,,,,,,,,,Sunderland,41,00:01:16.173,Pass,
,,,,,,,,,,,,,,,1.884834,,,,,,,,,,,,25cb59f8-fb3a-412d-abdc-ddc89b526964,75,,"[51.5, 74.2]",3754169,1,,,,,-0.8607271,,Right Foot,,,,"[71.1, 51.4]",,High Pass,,30.066593,,,,,Ola Toivonen,4417.0,,,,,1,From Throw In,Billy Jones,10503.0,Right Back,4,Sunderland,41,['f0af3c68-1917-4574-be6a-4fdab2975224'],18,,,,,,,,,,,,,,,,,Sunderland,41,00:01:18.476,Pass,
,,,,,,,,,,,,,,,1.111993,,,,,,,,,,,,dd29500f-4f68-46e0-96e6-0a4212bf7589,77,,"[71.1, 51.4]",3754169,1,,,,,2.778667,,Head,,,,"[63.2, 54.4]",,Low Pass,,8.450444,,,,,Jeremain Lens,16457.0,,,,,1,From Throw In,Ola Toivonen,4417.0,Center Attacking Midfield,4,Sunderland,41,['470c2301-67ab-411c-93fc-2d16e1ad5605'],20,,,,,,,,,,,,,,,,,Sunderland,41,00:01:20.361,Pass,
,,,,,,,,,,,,,,,1.701678,,,,,,,,,,,,b77b5a9b-2e2a-4500-939d-fb803b5d6078,81,,"[63.7, 50.9]",3754169,1,,,,,-2.3311996,,Right Foot,,,,"[55.9, 42.7]",,Ground Pass,,11.317244,,,,,Yann Gérard M''Vila,4429.0,,,,,1,From Throw In,Jeremain Lens,16457.0,Right Wing,4,Sunderland,41,"['4267ce99-785f-4d3a-bf68-6a6a0ee5ab16', '78f4f970-3101-4f6d-9fd7-8cbb1c3448c9']",22,,,,,,,,,,,,,,,,,Sunderland,41,00:01:22.638,Pass,True
,,,,,,,,,,,,,,,2.578765,,,,,,,,,,,,631e2ea2-ebaf-4dcc-a0f0-76bb1622b0f5,83,,"[55.9, 42.7]",3754169,1,,,,,-0.9372658,,Right Foot,,,,"[84.4, 3.9]",,High Pass,,48.14239,,,,,Patrick van Aanholt,3321.0,,,,,1,From Throw In,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,4,Sunderland,41,['25448361-4827-4224-bcff-361aa4952b4e'],24,,,,,,,,,,,,,,,,,Sunderland,41,00:01:24.340,Pass,
,,,,,,,,,,,,,,,0.740671,,,,,,,,,,,,a235ab7d-13eb-4779-b125-a7983e96fecc,85,,"[84.4, 4.2]",3754169,1,,,,,0.5287728,,Left Foot,,,,"[93.3, 9.4]",,Low Pass,,10.307764,,,Incomplete,,Fabio Borini,7171.0,,,,,1,From Throw In,Patrick van Aanholt,3321.0,Left Back,4,Sunderland,41,"['9fe54613-567b-499e-9261-bbdbfacace76', 'aa67c9df-ddd1-4f24-961d-ff68d92c58e6']",26,,,,,,,,,,,,,,,,,Sunderland,41,00:01:26.918,Pass,
,,,,,,,,,,,,,,,1.989015,,,,,,,,,,,,8d80a191-3f6b-4c32-be5a-53da9a47c626,90,,"[26.5, 75.1]",3754169,1,,,,,-0.594277,,Right Foot,,,,"[55.8, 55.3]",,High Pass,,35.362835,,,,,Callum Wilson,3616.0,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,4,Sunderland,41,"['a7551623-94c9-4987-ab50-df947368bb51', 'cd178b6e-80dc-48b0-b69d-db65cfd28500']",29,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:29.397,Pass,True
,,,,,,,,,,,,,,,0.823358,,,,,,,,,,,,0c1358e6-54ab-4b9d-ad32-037b3a049a09,101,,"[82.7, 3.4]",3754169,1,,,,,2.0419626,,Left Foot,,,,"[77.3, 14.0]",,Ground Pass,,11.896218,,,,,Yann Gérard M''Vila,4429.0,,,,Free Kick,1,From Free Kick,Patrick van Aanholt,3321.0,Left Back,5,Sunderland,41,['5013cb11-5810-49c6-815b-47a0a203bf45'],52,,,,,,,,,,,,,,,,,Sunderland,41,00:01:52.395,Pass,
,,,,,,,,,,,,,,,3.180586,,,,,,,,,,,,b9039a8c-8255-489f-9654-70f79c6f9e80,104,,"[76.2, 16.4]",3754169,1,,,,,2.1708465,,Right Foot,,,,"[58.0, 43.0]",,Ground Pass,,32.23042,,,,,Sebastián Coates Nión,6300.0,,,,,1,From Free Kick,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,5,Sunderland,41,['110dbf96-66a9-423c-853c-bcab0b7a0c72'],55,,,,,,,,,,,,,,,,,Sunderland,41,00:01:55.660,Pass,
,,,,,,,,,,,,,,,3.177307,,,,,,,,,,,,b8bebf69-bbe5-4757-a6e3-e0ac402ad71d,107,,"[57.2, 42.7]",3754169,1,,,,,-0.14620943,,Right Foot,,,,"[115.6, 34.1]",,High Pass,,59.029823,,,Incomplete,,Younes Kaboul,4746.0,,,,,1,From Free Kick,Sebastián Coates Nión,6300.0,Right Center Back,5,Sunderland,41,"['63c6c8cc-0ee3-413f-ab42-25767e62fa66', 'b4d85f1c-6efc-4151-889c-7c9c134603b3', 'ff2ce8e8-cca2-4a61-8e2f-6d29ce2b4e31']",58,,,,,,,,,,,,,,,,,Sunderland,41,00:01:58.841,Pass,True
,,,,,,,,,,,,,,,2.029674,,,,,,,,,,,,e223b1d0-7d23-4dc7-b434-2f9cab7f723c,111,,"[5.6, 45.2]",3754169,2,,,,,-0.8522201,,Keeper Arm,,,,"[30.0, 17.3]",,Low Pass,,37.064404,,,,,Charlie Daniels,3345.0,,,,,1,Regular Play,Artur Boruc,20074.0,Goalkeeper,6,AFC Bournemouth,28,['a832c4d7-ec2d-463e-995a-899c33880b3a'],3,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:03.393,Pass,
,,,,,,,,,,,,,,,1.450088,,,,,,,,,,,,a3117d7a-9b16-4479-9356-b2297aa8c059,114,,"[46.9, 15.4]",3754169,2,,,,,0.09329562,,Left Foot,,,,"[64.0, 17.0]",,Ground Pass,,17.17469,,,,,Callum Wilson,3616.0,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,6,AFC Bournemouth,28,['59e23ece-87e8-40ab-8b7f-db1800bcffd1'],7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:07.920,Pass,
,,,,,,,,,,,,,,,0.71569,,,,,,,,,,,,b0aac8a4-d925-4690-b956-c322333c6638,118,,"[64.2, 17.0]",3754169,2,,,,,2.306236,,Right Foot,,,,"[58.5, 23.3]",,Ground Pass,,8.495881,,,,,Dan Gosling,3343.0,,,,,1,Regular Play,Callum Wilson,3616.0,Center Forward,6,AFC Bournemouth,28,"['1b0c7a40-c4f2-4aca-85f5-d65fbbd3518b', '908e49b4-ecb1-417c-a78a-acf22e0e0481']",10,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:10.505,Pass,True
