ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.882246,,,,,,,,,,,,,1e72d50d-16ba-4db7-b0fe-589a09d67a56,15,,"[49.4, 5.0]",3754265,0,,,,,-1.2368512,,Head,,,,"[51.1, 0.1]",,High Pass,,5.186521,,,Out,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Olivier Giroud,3604.0,Center Forward,3,Arsenal,1,['93acb409-588a-4f43-8b7f-d4f4b334821c'],26,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:26.047,Pass,
,,,,,,,,,,,,,,2.492929,,,,,,,,,,,,,1396bfb7-413c-41bb-b814-56c5abcdafe4,17,,"[68.4, 80.0]",3754265,0,,True,,,-1.9130282,,,,,,"[62.7, 64.0]",,Low Pass,,16.984993,,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,Throw-in,1,From Throw In,Kyle Walker,3205.0,Right Back,4,Tottenham Hotspur,38,['4a2449e9-439d-4fe2-9e81-f1e33f2efc0f'],36,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:36.522,Pass,
,,,,,,,,,,,,,,3.248131,,,,,,,,,,,,,c0496596-ac79-4eaa-bc54-64b4b5defc88,22,,"[71.4, 80.0]",3754265,0,,,,,-1.9404237,,,,,,"[56.6, 41.8]",,Low Pass,,40.966816,,,,,Bamidele Alli,3094.0,,,,,Throw-in,1,From Throw In,Kyle Walker,3205.0,Right Back,5,Tottenham Hotspur,38,['0cebcfc2-915a-4ecd-90f0-85dd6d281a48'],48,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:48.074,Pass,
,,,,,,,,,,,,,,1.563742,,,,,,,,,,,,,61fdc09a-4c61-4e09-8894-cfa1fae77c00,25,,"[55.2, 28.9]",3754265,0,,,,,-1.0233558,,Right Foot,,,,"[64.1, 14.3]",,Ground Pass,,17.098831,,,,,Danny Rose,3594.0,,,,,,1,From Throw In,Bamidele Alli,3094.0,Left Defensive Midfield,5,Tottenham Hotspur,38,['89f5ff08-028c-4193-a7e7-812d2180839a'],52,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:52.673,Pass,
,,,,,,,,,,,,,,1.589621,,,,,,,,,,,,,8be5edea-e31c-4031-b184-46e988f0d52e,29,,"[63.0, 14.6]",3754265,0,,,,,2.7422502,,Right Foot,,,,"[41.2, 23.8]",,Ground Pass,,23.661783,,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,['d1214a73-e5e1-4237-8277-662da768c534'],55,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:55.491,Pass,
,,,,,,,,,,,,,,1.366899,,,,,,,,,,,,,86291d82-425e-498f-bc89-bb8c2b62c47a,32,,"[40.5, 25.1]",3754265,0,,,,,-0.46942788,,Right Foot,,,,"[54.3, 18.1]",,Ground Pass,,15.473849,,,,,Bamidele Alli,3094.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,5,Tottenham Hotspur,38,['f076b66b-62f6-426a-9ef5-cc1e57179605'],59,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:59.856,Pass,
,,,,,,,,,,,,,,1.552467,,,,,,,,,,,,,93b27c25-9030-4cec-a17f-e3a8acfc35ef,35,,"[47.3, 20.5]",3754265,1,,,,,2.6649165,,Right Foot,,,,"[35.1, 26.8]",,Ground Pass,,13.730622,,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Bamidele Alli,3094.0,Left Defensive Midfield,5,Tottenham Hotspur,38,['2f96836d-825b-40b5-af9a-16553879e5b5'],3,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:03.266,Pass,
,,,,,,,,,,,,,,1.204423,,,,,,,,,,,,,6e3ba5a2-ac36-4200-b198-b480e7e5396c,39,,"[40.8, 24.1]",3754265,1,,,,,-1.1312141,,Left Foot,,,,"[49.5, 5.6]",,Ground Pass,,20.44358,,,,,Danny Rose,3594.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,5,Tottenham Hotspur,38,"['5ab8d582-c924-4eba-a011-a0e57fbfdeff', 'a5d1ad08-5203-4101-9d6b-a27b78d768a5']",6,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:06.745,Pass,True
,,,,,,,,,,,,,,3.37116,,,,,,,,,,,,,90d478cc-5d95-4fab-a004-7525341de4e7,43,,"[50.6, 5.6]",3754265,1,,,,,0.29570433,,Left Foot,,,,"[95.9, 19.4]",,High Pass,,47.35536,,,Incomplete,,Harry Kane,10955.0,,,,,,1,From Throw In,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,"['313faac3-5264-48f3-aac5-3347e6ae7d58', '3aeb21e3-99a5-490f-97d1-0ca0be036095', 'f0badcee-bb0e-4d4d-9e63-311cb0463a73']",9,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:09.177,Pass,True
,,,,,,,,,,,,,,1.21749,,,,,,,,,,,,,b8d3f953-9484-4d1a-aa7b-0ce37c14fb5c,46,,"[73.7, 0.1]",3754265,1,,,,,0.3324263,,,,,,"[90.5, 5.9]",,High Pass,,17.773014,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,6,Tottenham Hotspur,38,['09554d53-3b43-48d8-95b4-18046d8eea38'],22,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:22.641,Pass,
,,,,,,,,,,,,,,1.781416,,,,,,,,,,,,,1195cbfb-cc21-47b9-9483-368daedcb959,51,,"[25.2, 68.0]",3754265,1,,,,,-1.8513331,,Right Foot,,,,"[20.1, 50.3]",,Ground Pass,,18.420097,,,,,Laurent Koscielny,3394.0,,,,,,1,Regular Play,Per Mertesacker,3475.0,Right Center Back,7,Arsenal,1,"['64c28008-a2e3-4bbb-8f5a-5bb2653e4cf5', 'b8331187-fe7d-458c-b3f1-401b36306aea']",25,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:25.815,Pass,True
,,,,,,,,,,,,,,2.65494,,,,,,,,,,,,,8b39d398-1c00-4d9a-aa00-dd255aab0255,53,,"[20.1, 50.3]",3754265,1,,,,,-0.90746486,,Right Foot,,,,"[43.7, 20.1]",,Low Pass,,38.327538,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,7,Arsenal,1,['a4883207-9ee1-4b0b-b771-64aae0a89f90'],27,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:27.596,Pass,
,,,,,,,,,,,,,,3.518159,,,,,,,,,,,,,33cd9b72-292e-4849-9fb2-d683904ae4f9,56,,"[47.3, 29.2]",3754265,1,,,,,0.2988462,,Right Foot,,,,"[108.0, 47.9]",,High Pass,,63.515194,,,Incomplete,,Olivier Giroud,3604.0,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,7,Arsenal,1,"['2d621bc1-a776-4722-adbc-32efa1f7c7f2', '56ccabcb-9ce2-40ab-87b1-4cf28cce5278']",32,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:32.292,Pass,
,,,,,,,,,,,,,,2.215177,,,,,,,,,,,,,144285d9-c7c1-4d58-be45-f87cf19c1483,60,,"[14.7, 32.5]",3754265,1,,,,,1.2097911,,Keeper Arm,,,,"[25.8, 61.9]",,Low Pass,,31.425627,,,,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,8,Tottenham Hotspur,38,['b7adf67f-7f76-4e5a-b388-a4804011c5f3'],39,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:39.767,Pass,
,,,,,,,,,,,,,,1.189608,,,,,,,,,,,,,f3a23d4e-9a1a-45f3-814b-7631ffc9f6eb,63,,"[41.3, 65.4]",3754265,1,,,,,0.35363987,,Right Foot,,,,"[62.7, 73.3]",,Ground Pass,,22.81162,,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,8,Tottenham Hotspur,38,['d6d1fd7a-b66b-474d-89f0-4c1ed4e9cc2d'],49,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:49.126,Pass,
,,,,,,,,,,,,,,0.975476,,,,,,,,,,,,,9ceb70b2-8974-4007-827c-a8b6a5fb3a81,67,,"[59.3, 75.4]",3754265,1,,,,,2.8682373,,Left Foot,,,,"[48.6, 78.4]",,Ground Pass,,11.112605,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Center Attacking Midfield,8,Tottenham Hotspur,38,['fc2646b3-de2b-4140-90a1-b9031393ecde'],51,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:51.248,Pass,
,,,,,,,,,,,,,,1.831643,,,,,,,,,,,,,120af810-cc70-4723-bab6-431527e1b9e6,70,,"[48.6, 78.4]",3754265,1,,,,,-2.8759162,,Right Foot,,,,"[33.9, 74.4]",,Ground Pass,,15.2345,,,,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,8,Tottenham Hotspur,38,['79de4619-bd4e-4c79-94d8-f11dda079398'],52,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:52.770,Pass,
,,,,,,,,,,,,,,2.511178,,,,,,,,,,,,,0b926c0e-a714-45d0-b1be-1d5f3ab9490c,73,,"[30.1, 66.0]",3754265,1,,,,,-2.1382985,,Right Foot,,,,"[14.1, 40.9]",,Ground Pass,,29.76592,,,,,Hugo Lloris,3099.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,8,Tottenham Hotspur,38,['1d8e5fe6-29c4-4c00-87fd-669f4cb16598'],56,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:56.764,Pass,
,,,,,,,,,,,,,,1.168106,,,,,,,,,,,,,74c83753-951f-4604-b29d-53ee4a44552f,76,,"[13.8, 37.1]",3754265,2,,,,,-1.192828,,Left Foot,,,,"[19.2, 23.5]",,Ground Pass,,14.63284,,,,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,8,Tottenham Hotspur,38,['0367a892-ca2b-41ab-ba61-3f5775598123'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:00.723,Pass,
,,,,,,,,,,,,,,2.09532,,,,,,,,,,,,,787c76e5-f034-4949-a3b7-9fdb98a20c46,79,,"[19.8, 23.5]",3754265,2,,,,,2.223643,,Left Foot,,,,"[8.1, 38.8]",,Ground Pass,,19.260841,,,,,Hugo Lloris,3099.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,8,Tottenham Hotspur,38,['71ff1d9a-e831-4058-a4e5-bf219db45e4b'],1,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:01.984,Pass,
,,,,,,,,,,,,,,1.994037,,,,,,,,,,,,,356036e3-48f5-4744-b183-d9dc0662c9a0,82,,"[14.1, 37.3]",3754265,2,,,,,0.8184987,,Left Foot,,,,"[50.6, 76.3]",,High Pass,,53.41582,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,8,Tottenham Hotspur,38,['44c0535b-4a3f-42d0-857e-dce5eed5f37a'],6,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:06.302,Pass,
,,,,,,,,,,,,,,1.163725,,,,,,,,,,,,,f0de4052-2ed8-45f6-8c7f-76c55a940494,85,,"[50.6, 76.3]",3754265,2,,,,,0.402114,,Right Foot,,,,"[59.3, 80.0]",,Low Pass,,9.4541,,,Out,,,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,8,Tottenham Hotspur,38,,8,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:08.376,Pass,
,,,,,,,,,,,,,,0.878999,,,,,,,,,,,,,7c18fe25-08eb-41b4-b190-2d25a01784ab,86,,"[61.4, 0.1]",3754265,2,,,,,1.0209432,,,,,,"[65.2, 6.3]",,Low Pass,,7.2718635,,,,,Mesut Özil,3496.0,,,,,Throw-in,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,9,Arsenal,1,['adcc122c-0634-4150-8d5c-d09c4f014586'],22,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:22.651,Pass,
,,,,,,,,,,,,,,0.788365,,,,,,,,,,,,,15a5fa11-ccd1-4ef3-861c-e90cfcc992d6,89,,"[65.2, 6.3]",3754265,2,,,,,-2.220197,,Right Foot,,,,"[61.1, 0.9]",,Ground Pass,,6.780118,,,,,Ignacio Monreal Eraso,3498.0,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,9,Arsenal,1,['e267d74c-2102-493f-ad5f-f9c7e92803b9'],23,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:23.613,Pass,
,,,,,,,,,,,,,,0.479954,,,,,,,,,,,,,1c014388-dd45-4cf5-96fb-72b89472a6af,92,,"[61.1, 0.9]",3754265,2,,,,,0.16859694,,Left Foot,,,,"[65.8, 1.7]",,Ground Pass,,4.767599,,,,,Mesut Özil,3496.0,,,,,,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,9,Arsenal,1,['163e726e-2b9c-422c-934d-fec276af76c9'],24,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:24.441,Pass,
,,,,,,,,,,,,,,0.970753,,,,,,,,,,,,,6412b27d-9dc5-40d7-9337-81a2063222b9,96,,"[65.8, 1.7]",3754265,2,,,,,2.1825233,,Left Foot,,,,"[61.1, 8.4]",,Ground Pass,,8.184131,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,9,Arsenal,1,"['69d662dd-037d-4d8d-b7db-fb7d9c30aa65', '69ff1a2d-7848-4405-9580-92ccbce33af5']",25,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:25.001,Pass,True
,,,,,,,,,,,,,,0.77289,,,,,,,,,,,,,ad60488d-bb98-4d1b-a8ab-9af78bd81fda,99,,"[59.8, 8.4]",3754265,2,,,,,-2.3036115,,Right Foot,,,,"[54.4, 2.4]",,Ground Pass,,8.072174,,,,,Ignacio Monreal Eraso,3498.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,9,Arsenal,1,['637e1a37-41ce-4eb4-8f60-a18f5209de44'],26,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:26.532,Pass,
,,,,,,,,,,,,,,0.955258,,,,,,,,,,,,,8285691d-614b-4d61-ae14-d2261793bcbf,102,,"[50.8, 5.0]",3754265,2,,,,,1.7330987,,Left Foot,,,,"[48.0, 22.1]",,Ground Pass,,17.327723,,,,,Francis Joseph Coquelin,3437.0,,,,,,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,9,Arsenal,1,['7e560799-bbe4-4892-a406-848903983532'],29,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:29.510,Pass,
,,,,,,,,,,,,,,0.584966,,,,,,,,,,,,,447af407-62de-48f6-bd42-d12dd6018de5,105,,"[48.0, 22.1]",3754265,2,,,,,1.184619,,Right Foot,,,,"[55.4, 40.3]",,Ground Pass,,19.646883,,,,,Santiago Cazorla González,11386.0,,,,,,1,From Throw In,Francis Joseph Coquelin,3437.0,Left Defensive Midfield,9,Arsenal,1,['a102c2e7-6358-4dde-9f03-7e9ed112c36e'],31,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:31.522,Pass,
,,,,,,,,,,,,,,4.051174,,,,,,,,,,,,,88a623ad-a102-4e40-b28b-fe6af50534c8,108,,"[63.8, 34.9]",3754265,2,,,,,-0.5838704,,Right Foot,,,,"[103.0, 9.0]",,Ground Pass,,46.98351,,,,,Mesut Özil,3496.0,,,,,,1,From Throw In,Santiago Cazorla González,11386.0,Right Defensive Midfield,9,Arsenal,1,['bbfeadcd-b4a5-46cb-af26-e7d1dfe9eddd'],34,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:34.125,Pass,
,,,,,,,,,,,,,,1.902397,,,,,,,,,,,,,5f527a47-37a6-4459-92b8-24cb949b5b76,111,,"[103.0, 9.0]",3754265,2,,,,,1.9933711,,Left Foot,,,,"[96.3, 23.9]",,Ground Pass,,16.337074,,,,,Ignacio Monreal Eraso,3498.0,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,9,Arsenal,1,['b2e291ae-fd8b-4c61-8e95-a41636f81ae4'],38,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:38.254,Pass,
,,,,,,,,,,,,,,0.883553,,,,,,,,,,,,,1905ef5b-70d8-4f01-9d3d-221c0ecbe505,118,,"[26.8, 34.1]",3754265,2,,,,,-0.08761297,,Right Foot,,,,"[41.6, 32.8]",,Ground Pass,,14.856985,,,,,Bamidele Alli,3094.0,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Wing,9,Arsenal,1,['78ad56c0-5709-437d-8a9e-31b753be4fe6'],43,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:43.636,Pass,
,,,,,,,,,,,,,,2.305581,,,,,,,,,,,,,03428519-c3ff-445e-b98f-09752ca50e16,126,,"[69.5, 55.0]",3754265,2,,,,,0.8766693,,Right Foot,,,,"[82.9, 71.1]",,Ground Pass,,20.946838,,,,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,1,From Throw In,Mathieu Debuchy,4428.0,Right Back,9,Arsenal,1,['477c1d30-580d-44bc-b497-cee594f8824a'],47,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:47.584,Pass,
