ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.827661,,,,,,,,,,,,24abbf63-624f-44a2-a1d4-68680724caa6,42,,,"[80.0, 59.5]",3754195,1,,,,True,-0.9732399,,,,,"[94.7, 37.9]",,High Pass,,26.127571,,Incomplete,James Morrison,3490.0,,,,,,1,From Free Kick,Victor Chinedu Anichebe,40130.0,Center Forward,5,West Bromwich Albion,27,"['0bbc6684-d09c-4182-a996-d93e93937de9', 'c0fd2e57-0998-4c19-a6ca-4925282f0827', 'e52dbd60-e924-4318-a629-07e4243ab922']",37,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:37.837,Pass,True
,,,,,,,,,,,,,,,,,,2.573149,,,,,,,,,,,,c0fd2e57-0998-4c19-a6ca-4925282f0827,45,,,"[25.4, 42.2]",3754195,1,,,,,0.14531001,,Head,,,"[50.0, 45.8]",,High Pass,,24.862019,,Incomplete,Moussa Sissoko,3091.0,,,,,Recovery,1,From Free Kick,Chancel Mbemba Mangulu,3044.0,Right Center Back,5,West Bromwich Albion,27,"['008157ef-5130-491c-afd9-ccfafef1ac80', '24abbf63-624f-44a2-a1d4-68680724caa6', 'b213e42e-7c1f-4dae-8bbb-c75361f323b7']",39,,,,,,,,,,,,,,,,Newcastle United,37,00:01:39.665,Pass,
,,,,,,,,,,,,,,,,,,1.374873,,,,,,,,,,,,008157ef-5130-491c-afd9-ccfafef1ac80,48,,,"[70.1, 34.3]",3754195,1,,,,True,-0.49934673,,,,,"[80.0, 28.9]",,High Pass,,11.276968,,,James Morrison,3490.0,,,,,Recovery,1,From Free Kick,Jonathan Grant Evans,11012.0,Left Back,5,West Bromwich Albion,27,"['34f344b4-adf3-4f51-a60f-073aa15aaec5', 'c0fd2e57-0998-4c19-a6ca-4925282f0827', 'da9edc47-6489-47e0-a1c5-4425e7cb58fa']",42,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:42.238,Pass,True
,,,,,,,,,,,,,,,,,,1.531051,,,,,,,,,,,,9c1758da-462a-4ad4-864a-a9288023467e,50,,,"[80.0, 28.9]",3754195,1,,,,,1.9028558,,Head,,,"[76.0, 40.5]",,High Pass,,12.270289,,,Darren Fletcher,4022.0,,,,,,1,From Free Kick,James Morrison,3490.0,Center Attacking Midfield,5,West Bromwich Albion,27,['eb047921-a925-408c-bcff-aad90eeac626'],43,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:43.613,Pass,
,,,,,,,,,,,,,,,,,,1.043095,,,,,,,,,,,,87e03d18-6c66-443a-98eb-657463a6b89f,52,,,"[76.0, 40.5]",3754195,1,,,,,-0.308418,,Right Foot,,,"[87.3, 36.9]",,Low Pass,,11.859595,,,Victor Chinedu Anichebe,40130.0,,,,,,1,From Free Kick,Darren Fletcher,4022.0,Right Defensive Midfield,5,West Bromwich Albion,27,['f18f7dc7-80d2-4fbb-ad22-8d3b3fecc83e'],45,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:45.144,Pass,
,,,,,,,,,,,,,,,,,,1.051203,,,,,,,,,,,,fa7e7d37-0da3-4eb7-8188-edd781842ea3,55,,,"[87.7, 37.3]",3754195,1,,,,,1.6885916,,Right Foot,,,"[85.7, 54.2]",,High Pass,,17.017931,,,Stéphane Sessègnon,2966.0,,,,,,1,From Free Kick,Victor Chinedu Anichebe,40130.0,Center Forward,5,West Bromwich Albion,27,"['0191a83e-134a-45dc-a9a2-78415890ae4c', '82a257be-2764-4cb5-9e33-0e2d27c71b34']",46,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:46.187,Pass,True
,,,,,,,,,,,,,,,,,,1.017881,,,,,,,,,,,,b46f0210-f347-4896-898c-4be65a097cc2,58,,,"[82.1, 74.1]",3754195,1,,,,,-1.1987286,,Right Foot,,,"[88.5, 57.7]",,Low Pass,,17.604546,,,Darren Fletcher,4022.0,,,,,,1,From Free Kick,Stéphane Sessègnon,2966.0,Right Midfield,5,West Bromwich Albion,27,['0c8d86b7-3697-4404-ab57-12427e6519aa'],51,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:51.322,Pass,
,,,,,,,,,,,,,,,,,,1.803717,,,,,,,,,,,,fe5c4d12-de96-46a8-b89e-171eae3ca993,61,,,"[88.2, 57.7]",3754195,1,,,,,0.7514489,,Left Foot,,,"[101.9, 70.5]",,High Pass,,18.749134,,Incomplete,Stéphane Sessègnon,2966.0,,,,,,1,From Free Kick,Darren Fletcher,4022.0,Right Defensive Midfield,5,West Bromwich Albion,27,"['09731f2e-31a4-43eb-8e05-17d62878ee2d', 'ebfb4cc9-c768-4a74-be28-461a902a64a0']",52,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:52.436,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,09731f2e-31a4-43eb-8e05-17d62878ee2d,64,,,"[18.2, 9.6]",3754195,1,,,,,0.84215534,,Right Foot,,,"[26.5, 18.9]",,Low Pass,,12.465152,,,Jack Colback,9649.0,,,,,Interception,1,From Free Kick,Georginio Wijnaldum,3567.0,Left Midfield,5,West Bromwich Albion,27,"['6aecda6b-0ac9-4380-872e-1cafce5e6135', 'fe5c4d12-de96-46a8-b89e-171eae3ca993']",54,,,,,,,,,,,,,,,,Newcastle United,37,00:01:54.240,Pass,
,,,,,,,,,,,,,,,,,,1.490782,,,,,,,,,,,,9f3d8817-625e-4cfa-a1fb-a5876ed5bc20,72,,,"[109.8, 67.9]",3754195,1,,,,,-1.5291537,,Right Foot,True,,"[111.0, 39.1]",,High Pass,,28.82499,,Incomplete,Victor Chinedu Anichebe,40130.0,,,,,,1,From Free Kick,Stéphane Sessègnon,2966.0,Right Midfield,5,West Bromwich Albion,27,"['8141ce2d-d246-4829-9470-972dba11b138', '94a31134-8a84-4c2f-b40d-006d3572e95f']",58,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:58.617,Pass,
,,,,,,,,,,,,,,,,,,1.006344,,,,,,,,,,,,3ef76594-df64-4889-a59c-499b8d19dc9e,76,,,"[113.8, 80.0]",3754195,2,,,,,-1.9305034,,,,,"[109.4, 68.3]",,Low Pass,,12.5,,,James Morrison,3490.0,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,6,West Bromwich Albion,27,['5a75f8af-0cd6-4363-8677-6c907a5f2d2f'],19,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:19.427,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,fe31df1f-3225-451d-a0bc-633784410e45,79,,,"[108.6, 67.6]",3754195,2,,,,,1.1239538,,Right Foot,,,"[113.2, 77.2]",,Low Pass,,10.645186,,,Craig Dawson,3523.0,,,,,,1,From Throw In,James Morrison,3490.0,Center Attacking Midfield,6,West Bromwich Albion,27,"['383e134b-f1a1-4379-b66d-db74b94c92a7', '7e7784bd-f400-476d-8bcf-8241ddf901f2']",20,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:20.434,Pass,True
,,,,,,,,,,,,,,,,,,0.870659,,,,,,,,,,,,3cd66dc8-ad65-49ce-91d5-ae8ccba05c42,83,,,"[111.2, 73.5]",3754195,2,,,,,-1.6983058,,Left Foot,,,"[108.7, 54.0]",,Ground Pass,,19.659603,,,Stéphane Sessègnon,2966.0,,,,,,1,From Throw In,Craig Dawson,3523.0,Right Back,6,West Bromwich Albion,27,"['0cb2391b-b80a-40b3-b9e1-93eb3b46949b', '2ab41bdf-bac4-4af6-b24f-2a39865e6eaf']",23,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:23.815,Pass,True
,,,,,,,,,,,,,,,,,,1.453713,,,,,,,,,,,,c508e918-79ac-4062-9f5f-e0172391f24b,87,,,"[112.6, 56.7]",3754195,2,,,,,1.1734719,,Right Foot,,,"[117.3, 67.9]",,Ground Pass,,12.146193,,,Craig Dawson,3523.0,,,,,,1,From Throw In,Stéphane Sessègnon,2966.0,Right Midfield,6,West Bromwich Albion,27,"['0a75b2a1-1f7c-4e81-b54f-6859cce4fcbe', '99c8e762-0932-46ab-b62b-4ee90cafd102']",26,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:26.620,Pass,True
,,,,,,,,,,,,,,,,,,2.423929,,,,,,,,,,,,1f39b61d-4170-4561-8d11-eb361abf3b89,89,,,"[117.3, 67.9]",3754195,2,,,,,-1.7873998,,Right Foot,True,,"[109.4, 32.0]",,High Pass,,36.758945,,,Chris Brunt,3541.0,,,,,,1,From Throw In,Craig Dawson,3523.0,Right Back,6,West Bromwich Albion,27,['07d7e577-c8e0-4dfa-adae-edd39ead8f11'],28,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:28.074,Pass,
,,,,,,,,,,,,,,,,,,1.916477,,,,,,,,,,,,a270b32d-eec0-4a33-8d83-76d38ef0dff9,101,,,"[38.9, 39.1]",3754195,2,,,,,-1.5408053,,Head,,,"[39.5, 19.1]",,High Pass,,20.008999,,Incomplete,Georginio Wijnaldum,3567.0,,,,,Recovery,1,From Throw In,Aleksandar Mitrović,4269.0,Left Center Forward,6,West Bromwich Albion,27,"['062d3359-7e87-471b-a0a9-15f82921869d', 'c16c9e53-2802-4ba7-b6a5-16c6ed876636']",36,,,,,,,,,,,,,,,,Newcastle United,37,00:02:36.477,Pass,
,,,,,,,,,,,,,,,,,,1.939538,,,,,,,,,,,,c16c9e53-2802-4ba7-b6a5-16c6ed876636,103,,,"[80.6, 61.0]",3754195,2,,,,,-2.9473517,,Left Foot,,,"[62.3, 57.4]",,Ground Pass,,18.650738,,,Gareth McAuley,3596.0,,,,,Recovery,1,From Throw In,Craig Dawson,3523.0,Right Back,6,West Bromwich Albion,27,"['a270b32d-eec0-4a33-8d83-76d38ef0dff9', 'a816587a-0300-48b2-b564-020196ec99ff']",38,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:38.393,Pass,
,,,,,,,,,,,,,,,,,,2.432917,,,,,,,,,,,,8fdce6e5-1a8b-4e98-94ae-7bb4fedd0ffb,107,,,"[53.6, 53.6]",3754195,2,,,,,-1.7207947,,Left Foot,,,"[47.6, 13.9]",,Ground Pass,,40.15084,,,Jonathan Grant Evans,11012.0,,,,,,1,From Throw In,Gareth McAuley,3596.0,Right Center Back,6,West Bromwich Albion,27,"['37df7197-e05b-4acb-8f17-0609f1eab309', '5503d678-599e-410a-9226-fc0256ac6c8c']",41,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:41.933,Pass,True
,,,,,,,,,,,,,,,,,,1.869149,,,,,,,,,,,,5081fb67-51fe-4a86-b86e-b0981320ae94,111,,,"[46.4, 21.0]",3754195,2,,,,,1.6391493,,Right Foot,,,"[43.6, 61.9]",,Ground Pass,,40.99573,,,Gareth McAuley,3596.0,,True,,,,1,From Throw In,Jonathan Grant Evans,11012.0,Left Back,6,West Bromwich Albion,27,"['866317f7-8197-44a8-bca9-76e6136682ba', 'baa6905c-052e-489a-bcda-00e1d1b6cff9']",46,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:46.561,Pass,True
,,,,,,,,,,,,,,,,,,1.949385,,,,,,,,,,,,e5af2008-606b-467e-9b48-edf158d62231,114,,,"[57.7, 68.5]",3754195,2,,,,,-0.9357696,,Right Foot,,,"[87.1, 28.6]",,High Pass,,49.56178,,,James Morrison,3490.0,,,,,,1,From Throw In,Gareth McAuley,3596.0,Right Center Back,6,West Bromwich Albion,27,['ccf225b3-c12b-42be-a817-b0ca5a579b8b'],51,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:51.290,Pass,
,,,,,,,,,,,,,,,,,,1.294176,,,,,,,,,,,,01df5917-e251-4fb5-b4c6-591f91e06e62,120,,,"[88.1, 59.8]",3754195,2,,,,,1.718775,,Right Foot,,,"[85.7, 75.9]",,Ground Pass,,16.277899,,,Craig Dawson,3523.0,,,,,,1,From Throw In,Stéphane Sessègnon,2966.0,Right Midfield,6,West Bromwich Albion,27,['35eed678-89e1-452b-a548-fca86d66b659'],57,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:57.746,Pass,
,,,,,,,,,,,,,,,,,,2.999344,,,,,,,,,,,,6e795e2a-74de-467b-9398-b9f2e4bb2434,123,,,"[86.0, 76.3]",3754195,3,,,,,-0.38549387,,Right Foot,,,"[113.6, 65.1]",,Low Pass,,29.785902,,,James Morrison,3490.0,,,,,,1,From Throw In,Craig Dawson,3523.0,Right Back,6,West Bromwich Albion,27,['892a40f2-27ca-4e4a-b57e-b6afe19c364a'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:00.279,Pass,
